state,counts_rn,updated_date,scrape_date
ALABAMA,94944,2022-05-07,2022-05-09
ALASKA,19248,2022-05-07,2022-05-09
AMERICAN SAMOA,166,2022-05-07,2022-05-09
ARIZONA,105617,2022-05-07,2022-05-09
ARKANSAS,45039,2022-05-07,2022-05-09
CALIFORNIA-RN,473072,2022-05-07,2022-05-09
CALIFORNIA-VN (Non-Participating),NA,2022-05-07,2022-05-09
COLORADO,83574,2022-05-07,2022-05-09
CONNECTICUT,84469,2022-05-07,2022-05-09
DELAWARE,19924,2022-05-07,2022-05-09
DISTRICT OF COLUMBIA,31355,2022-05-07,2022-05-09
FLORIDA,355956,2022-05-07,2022-05-09
GEORGIA,136677,2022-05-07,2022-05-09
GUAM,1648,2022-05-07,2022-05-09
HAWAII,29083,2022-05-07,2022-05-09
IDAHO,26893,2022-05-07,2022-05-09
ILLINOIS,225034,2022-05-07,2022-05-09
INDIANA,122661,2022-05-07,2022-05-09
IOWA,58969,2022-05-07,2022-05-09
KANSAS,53191,2022-05-07,2022-05-09
KENTUCKY,73985,2022-05-07,2022-05-09
LOUISIANA-PN (Non-Participating),NA,2022-05-07,2022-05-09
LOUISIANA-RN,63843,2022-05-07,2022-05-09
MAINE,28238,2022-05-07,2022-05-09
MARYLAND,87064,2022-05-07,2022-05-09
MASSACHUSETTS,158575,2022-05-07,2022-05-09
MICHIGAN (Non-Participating),NA,2022-05-07,2022-05-09
MINNESOTA,120679,2022-05-07,2022-05-09
MISSISSIPPI,51305,2022-05-07,2022-05-09
MISSOURI,118217,2022-05-07,2022-05-09
MONTANA,20179,2022-05-07,2022-05-09
NEBRASKA,31817,2022-05-07,2022-05-09
NEVADA,54100,2022-05-07,2022-05-09
NEW HAMPSHIRE,25937,2022-05-07,2022-05-09
NEW JERSEY,142537,2022-05-07,2022-05-09
NEW MEXICO,30539,2022-05-07,2022-05-09
NEW YORK,364467,2022-05-07,2022-05-09
NORTH CAROLINA,150037,2022-05-07,2022-05-09
NORTH DAKOTA,16342,2022-05-07,2022-05-09
NORTHERN MARIANA ISLANDS,3443,2022-05-07,2022-05-09
OHIO,227666,2022-05-07,2022-05-09
OKLAHOMA,51208,2022-05-07,2022-05-09
OREGON,75472,2022-05-07,2022-05-09
PENNSYLVANIA,237476,2022-05-07,2022-05-09
RHODE ISLAND,26360,2022-05-07,2022-05-09
SOUTH CAROLINA,78846,2022-05-07,2022-05-09
SOUTH DAKOTA,19392,2022-05-07,2022-05-09
TENNESSEE,111200,2022-05-07,2022-05-09
TEXAS,369715,2022-05-07,2022-05-09
UTAH,41593,2022-05-07,2022-05-09
VERMONT,21040,2022-05-07,2022-05-09
VIRGIN ISLANDS,1404,2022-05-07,2022-05-09
VIRGINIA,113286,2022-05-07,2022-05-09
WASHINGTON,120841,2022-05-07,2022-05-09
WEST VIRGINIA-PN (Non-Participating),NA,2022-05-07,2022-05-09
WEST VIRGINIA-RN,34107,2022-05-07,2022-05-09
WISCONSIN,113729,2022-05-07,2022-05-09
WYOMING,9153,2022-05-07,2022-05-09
TOTALS,5161312,2022-05-07,2022-05-09
