state,counts_all,updated_date,scrape_date
ALABAMA,110090,2021-10-06,2021-10-07
ALASKA,17798,2021-10-06,2021-10-07
AMERICAN SAMOA,297,2021-10-06,2021-10-07
ARIZONA,111641,2021-10-06,2021-10-07
ARKANSAS,58799,2021-10-06,2021-10-07
CALIFORNIA,566258,2021-10-06,2021-10-07
COLORADO,91755,2021-10-06,2021-10-07
CONNECTICUT,93242,2021-10-06,2021-10-07
DELAWARE,21876,2021-10-06,2021-10-07
DISTRICT OF COLUMBIA,31446,2021-10-06,2021-10-07
FLORIDA,401485,2021-10-06,2021-10-07
GEORGIA,167309,2021-10-06,2021-10-07
GUAM,1707,2021-10-06,2021-10-07
HAWAII,26765,2021-10-06,2021-10-07
IDAHO,28254,2021-10-06,2021-10-07
ILLINOIS,241477,2021-10-06,2021-10-07
INDIANA,155641,2021-10-06,2021-10-07
IOWA,68868,2021-10-06,2021-10-07
KANSAS,63656,2021-10-06,2021-10-07
KENTUCKY,89695,2021-10-06,2021-10-07
LOUISIANA,87039,2021-10-06,2021-10-07
MAINE,29744,2021-10-06,2021-10-07
MARYLAND,98467,2021-10-06,2021-10-07
MASSACHUSETTS,171044,2021-10-06,2021-10-07
MICHIGAN (Non-Participating),NA,2021-10-06,2021-10-07
MINNESOTA,138805,2021-10-06,2021-10-07
MISSISSIPPI,64191,2021-10-06,2021-10-07
MISSOURI,139863,2021-10-06,2021-10-07
MONTANA,21941,2021-10-06,2021-10-07
NEBRASKA,40049,2021-10-06,2021-10-07
NEVADA,55284,2021-10-06,2021-10-07
NEW HAMPSHIRE,28373,2021-10-06,2021-10-07
NEW JERSEY,161242,2021-10-06,2021-10-07
NEW MEXICO,32350,2021-10-06,2021-10-07
NEW YORK,486797,2021-10-06,2021-10-07
NORTH CAROLINA,170983,2021-10-06,2021-10-07
NORTH DAKOTA,19924,2021-10-06,2021-10-07
NORTHERN MARIANA ISLANDS,3371,2021-10-06,2021-10-07
OHIO,284186,2021-10-06,2021-10-07
OKLAHOMA,67487,2021-10-06,2021-10-07
OREGON,77958,2021-10-06,2021-10-07
PENNSYLVANIA,288360,2021-10-06,2021-10-07
RHODE ISLAND,28916,2021-10-06,2021-10-07
SOUTH CAROLINA,88417,2021-10-06,2021-10-07
SOUTH DAKOTA,21901,2021-10-06,2021-10-07
TENNESSEE,140460,2021-10-06,2021-10-07
TEXAS,467830,2021-10-06,2021-10-07
UTAH,42169,2021-10-06,2021-10-07
VERMONT,21910,2021-10-06,2021-10-07
VIRGIN ISLANDS,1376,2021-10-06,2021-10-07
VIRGINIA,138880,2021-10-06,2021-10-07
WASHINGTON,126892,2021-10-06,2021-10-07
WEST VIRGINIA,42103,2021-10-06,2021-10-07
WISCONSIN,125008,2021-10-06,2021-10-07
WYOMING,9570,2021-10-06,2021-10-07
