state,counts_lpn,updated_date,scrape_date
ALABAMA,16895,2022-03-26,2022-03-27
ALASKA,774,2022-03-26,2022-03-27
AMERICAN SAMOA,132,2022-03-26,2022-03-27
ARIZONA,11034,2022-03-26,2022-03-27
ARKANSAS,14113,2022-03-26,2022-03-27
CALIFORNIA-RN (Non-Participating),NA,2022-03-26,2022-03-27
CALIFORNIA-VN,106301,2022-03-26,2022-03-27
COLORADO,8148,2022-03-26,2022-03-27
CONNECTICUT,13961,2022-03-26,2022-03-27
DELAWARE,2638,2022-03-26,2022-03-27
DISTRICT OF COLUMBIA,2187,2022-03-26,2022-03-27
FLORIDA,62662,2022-03-26,2022-03-27
GEORGIA,30138,2022-03-26,2022-03-27
GUAM,214,2022-03-26,2022-03-27
HAWAII,1742,2022-03-26,2022-03-27
IDAHO,3570,2022-03-26,2022-03-27
ILLINOIS,25988,2022-03-26,2022-03-27
INDIANA,23263,2022-03-26,2022-03-27
IOWA,10063,2022-03-26,2022-03-27
KANSAS,9570,2022-03-26,2022-03-27
KENTUCKY,12992,2022-03-26,2022-03-27
LOUISIANA-PN,21049,2022-03-26,2022-03-27
LOUISIANA-RN (Non-Participating),NA,2022-03-26,2022-03-27
MAINE,1898,2022-03-26,2022-03-27
MARYLAND,11164,2022-03-26,2022-03-27
MASSACHUSETTS,20160,2022-03-26,2022-03-27
MICHIGAN (Non-Participating),NA,2022-03-26,2022-03-27
MINNESOTA,19453,2022-03-26,2022-03-27
MISSISSIPPI,12879,2022-03-26,2022-03-27
MISSOURI,24707,2022-03-26,2022-03-27
MONTANA,2315,2022-03-26,2022-03-27
NEBRASKA,5317,2022-03-26,2022-03-27
NEVADA,4452,2022-03-26,2022-03-27
NEW HAMPSHIRE,3118,2022-03-26,2022-03-27
NEW JERSEY,24183,2022-03-26,2022-03-27
NEW MEXICO,2463,2022-03-26,2022-03-27
NEW YORK,68623,2022-03-26,2022-03-27
NORTH CAROLINA,22735,2022-03-26,2022-03-27
NORTH DAKOTA,3087,2022-03-26,2022-03-27
NORTHERN MARIANA ISLANDS,50,2022-03-26,2022-03-27
OHIO,54582,2022-03-26,2022-03-27
OKLAHOMA,15681,2022-03-26,2022-03-27
OREGON,6014,2022-03-26,2022-03-27
PENNSYLVANIA,53426,2022-03-26,2022-03-27
RHODE ISLAND,2376,2022-03-26,2022-03-27
SOUTH CAROLINA,12460,2022-03-26,2022-03-27
SOUTH DAKOTA,2695,2022-03-26,2022-03-27
TENNESSEE,29982,2022-03-26,2022-03-27
TEXAS,105326,2022-03-26,2022-03-27
UTAH,2489,2022-03-26,2022-03-27
VERMONT,1579,2022-03-26,2022-03-27
VIRGIN ISLANDS,92,2022-03-26,2022-03-27
VIRGINIA,26905,2022-03-26,2022-03-27
WASHINGTON,11056,2022-03-26,2022-03-27
WEST VIRGINIA-PN,8140,2022-03-26,2022-03-27
WEST VIRGINIA-RN (Non-Participating),NA,2022-03-26,2022-03-27
WISCONSIN,15346,2022-03-26,2022-03-27
WYOMING,901,2022-03-26,2022-03-27
TOTALS,953088,2022-03-26,2022-03-27
