state,counts_all,updated_date,scrape_date
ALABAMA,111429,2022-03-01,2022-03-02
ALASKA,19279,2022-03-01,2022-03-02
AMERICAN SAMOA,298,2022-03-01,2022-03-02
ARIZONA,115315,2022-03-01,2022-03-02
ARKANSAS,59296,2022-03-01,2022-03-02
CALIFORNIA,575702,2022-03-01,2022-03-02
COLORADO,90431,2022-03-01,2022-03-02
CONNECTICUT,96603,2022-03-01,2022-03-02
DELAWARE,22743,2022-03-01,2022-03-02
DISTRICT OF COLUMBIA,32940,2022-03-01,2022-03-02
FLORIDA,414486,2022-03-01,2022-03-02
GEORGIA,171198,2022-03-01,2022-03-02
GUAM,1847,2022-03-01,2022-03-02
HAWAII,29411,2022-03-01,2022-03-02
IDAHO,29864,2022-03-01,2022-03-02
ILLINOIS,247752,2022-03-01,2022-03-02
INDIANA,144273,2022-03-01,2022-03-02
IOWA,68935,2022-03-01,2022-03-02
KANSAS,63179,2022-03-01,2022-03-02
KENTUCKY,86104,2022-03-01,2022-03-02
LOUISIANA,84212,2022-03-01,2022-03-02
MAINE,29977,2022-03-01,2022-03-02
MARYLAND,97757,2022-03-01,2022-03-02
MASSACHUSETTS,175711,2022-03-01,2022-03-02
MICHIGAN (Non-Participating),NA,2022-03-01,2022-03-02
MINNESOTA,140205,2022-03-01,2022-03-02
MISSISSIPPI,63822,2022-03-01,2022-03-02
MISSOURI,142255,2022-03-01,2022-03-02
MONTANA,22040,2022-03-01,2022-03-02
NEBRASKA,36923,2022-03-01,2022-03-02
NEVADA,57188,2022-03-01,2022-03-02
NEW HAMPSHIRE,28872,2022-03-01,2022-03-02
NEW JERSEY,165365,2022-03-01,2022-03-02
NEW MEXICO,32877,2022-03-01,2022-03-02
NEW YORK,427834,2022-03-01,2022-03-02
NORTH CAROLINA,172668,2022-03-01,2022-03-02
NORTH DAKOTA,19170,2022-03-01,2022-03-02
NORTHERN MARIANA ISLANDS,3280,2022-03-01,2022-03-02
OHIO,278569,2022-03-01,2022-03-02
OKLAHOMA,67680,2022-03-01,2022-03-02
OREGON,80077,2022-03-01,2022-03-02
PENNSYLVANIA,288267,2022-03-01,2022-03-02
RHODE ISLAND,30575,2022-03-01,2022-03-02
SOUTH CAROLINA,90847,2022-03-01,2022-03-02
SOUTH DAKOTA,22069,2022-03-01,2022-03-02
TENNESSEE,140855,2022-03-01,2022-03-02
TEXAS,474672,2022-03-01,2022-03-02
UTAH,43477,2022-03-01,2022-03-02
VERMONT,22209,2022-03-01,2022-03-02
VIRGIN ISLANDS,1423,2022-03-01,2022-03-02
VIRGINIA,140017,2022-03-01,2022-03-02
WASHINGTON,129903,2022-03-01,2022-03-02
WEST VIRGINIA,41718,2022-03-01,2022-03-02
WISCONSIN,127980,2022-03-01,2022-03-02
WYOMING,9903,2022-03-01,2022-03-02
