state,counts_lpn,updated_date,scrape_date
ALABAMA,17171,2021-11-29,2021-12-01
ALASKA,753,2021-11-29,2021-12-01
AMERICAN SAMOA,132,2021-11-29,2021-12-01
ARIZONA,10766,2021-11-29,2021-12-01
ARKANSAS,14219,2021-11-29,2021-12-01
CALIFORNIA-RN (Non-Participating),NA,2021-11-29,2021-12-01
CALIFORNIA-VN,105909,2021-11-29,2021-12-01
COLORADO,7989,2021-11-29,2021-12-01
CONNECTICUT,13762,2021-11-29,2021-12-01
DELAWARE,3159,2021-11-29,2021-12-01
DISTRICT OF COLUMBIA,2166,2021-11-29,2021-12-01
FLORIDA,61042,2021-11-29,2021-12-01
GEORGIA,29609,2021-11-29,2021-12-01
GUAM,198,2021-11-29,2021-12-01
HAWAII,1661,2021-11-29,2021-12-01
IDAHO,3488,2021-11-29,2021-12-01
ILLINOIS,25528,2021-11-29,2021-12-01
INDIANA,22833,2021-11-29,2021-12-01
IOWA,10109,2021-11-29,2021-12-01
KANSAS,9686,2021-11-29,2021-12-01
KENTUCKY,12674,2021-11-29,2021-12-01
LOUISIANA-PN,21776,2021-11-29,2021-12-01
LOUISIANA-RN (Non-Participating),NA,2021-11-29,2021-12-01
MAINE,1905,2021-11-29,2021-12-01
MARYLAND,11354,2021-11-29,2021-12-01
MASSACHUSETTS,20168,2021-11-29,2021-12-01
MICHIGAN (Non-Participating),NA,2021-11-29,2021-12-01
MINNESOTA,19717,2021-11-29,2021-12-01
MISSISSIPPI,14102,2021-11-29,2021-12-01
MISSOURI,24464,2021-11-29,2021-12-01
MONTANA,2410,2021-11-29,2021-12-01
NEBRASKA,5184,2021-11-29,2021-12-01
NEVADA,4406,2021-11-29,2021-12-01
NEW HAMPSHIRE,3075,2021-11-29,2021-12-01
NEW JERSEY,23742,2021-11-29,2021-12-01
NEW MEXICO,2488,2021-11-29,2021-12-01
NEW YORK,86900,2021-11-29,2021-12-01
NORTH CAROLINA,22792,2021-11-29,2021-12-01
NORTH DAKOTA,3442,2021-11-29,2021-12-01
NORTHERN MARIANA ISLANDS,46,2021-11-29,2021-12-01
OHIO,53446,2021-11-29,2021-12-01
OKLAHOMA,15740,2021-11-29,2021-12-01
OREGON,6018,2021-11-29,2021-12-01
PENNSYLVANIA,52431,2021-11-29,2021-12-01
RHODE ISLAND,2534,2021-11-29,2021-12-01
SOUTH CAROLINA,12304,2021-11-29,2021-12-01
SOUTH DAKOTA,2682,2021-11-29,2021-12-01
TENNESSEE,30161,2021-11-29,2021-12-01
TEXAS,106099,2021-11-29,2021-12-01
UTAH,2770,2021-11-29,2021-12-01
VERMONT,2563,2021-11-29,2021-12-01
VIRGIN ISLANDS,91,2021-11-29,2021-12-01
VIRGINIA,27037,2021-11-29,2021-12-01
WASHINGTON,11087,2021-11-29,2021-12-01
WEST VIRGINIA-PN,7919,2021-11-29,2021-12-01
WEST VIRGINIA-RN (Non-Participating),NA,2021-11-29,2021-12-01
WISCONSIN,14999,2021-11-29,2021-12-01
WYOMING,848,2021-11-29,2021-12-01
TOTALS,969554,2021-11-29,2021-12-01
