state,counts_all,updated_date,scrape_date
ALABAMA,104162,2025-04-26,2025-04-27
ALASKA,20519,2025-04-26,2025-04-27
AMERICAN SAMOA,132,2025-04-26,2025-04-27
ARIZONA,127640,2025-04-26,2025-04-27
ARKANSAS,61951,2025-04-26,2025-04-27
CALIFORNIA,677592,2025-04-26,2025-04-27
COLORADO,97314,2025-04-26,2025-04-27
CONNECTICUT,94196,2025-04-26,2025-04-27
DELAWARE,25117,2025-04-26,2025-04-27
DISTRICT OF COLUMBIA,47173,2025-04-26,2025-04-27
FLORIDA,452542,2025-04-26,2025-04-27
GEORGIA,174526,2025-04-26,2025-04-27
GUAM,1464,2025-04-26,2025-04-27
HAWAII,42712,2025-04-26,2025-04-27
IDAHO,33867,2025-04-26,2025-04-27
ILLINOIS,267658,2025-04-26,2025-04-27
INDIANA,154682,2025-04-26,2025-04-27
IOWA,66831,2025-04-26,2025-04-27
KANSAS,62233,2025-04-26,2025-04-27
KENTUCKY,89499,2025-04-26,2025-04-27
LOUISIANA,88088,2025-04-26,2025-04-27
MAINE,30416,2025-04-26,2025-04-27
MARYLAND,101351,2025-04-26,2025-04-27
MASSACHUSETTS,181850,2025-04-26,2025-04-27
MICHIGAN,198035,2025-04-26,2025-04-27
MINNESOTA,152940,2025-04-26,2025-04-27
MISSISSIPPI,66477,2025-04-26,2025-04-27
MISSOURI,146289,2025-04-26,2025-04-27
MONTANA,27017,2025-04-26,2025-04-27
NEBRASKA,37066,2025-04-26,2025-04-27
NEVADA,65966,2025-04-26,2025-04-27
NEW HAMPSHIRE,30732,2025-04-26,2025-04-27
NEW JERSEY,176386,2025-04-26,2025-04-27
NEW MEXICO,36717,2025-04-26,2025-04-27
NEW YORK,578327,2025-04-26,2025-04-27
NORTH CAROLINA,185455,2025-04-26,2025-04-27
NORTH DAKOTA,19718,2025-04-26,2025-04-27
NORTHERN MARIANA ISLANDS,4464,2025-04-26,2025-04-27
OHIO,288172,2025-04-26,2025-04-27
OKLAHOMA,70758,2025-04-26,2025-04-27
OREGON,95799,2025-04-26,2025-04-27
PENNSYLVANIA,290976,2025-04-26,2025-04-27
RHODE ISLAND,22980,2025-04-26,2025-04-27
SOUTH CAROLINA,98629,2025-04-26,2025-04-27
SOUTH DAKOTA,22833,2025-04-26,2025-04-27
TENNESSEE,146075,2025-04-26,2025-04-27
TEXAS,522536,2025-04-26,2025-04-27
UTAH,46868,2025-04-26,2025-04-27
VERMONT,12416,2025-04-26,2025-04-27
VIRGIN ISLANDS,1377,2025-04-26,2025-04-27
VIRGINIA,148087,2025-04-26,2025-04-27
WASHINGTON,118717,2025-04-26,2025-04-27
WEST VIRGINIA,42080,2025-04-26,2025-04-27
WISCONSIN,129527,2025-04-26,2025-04-27
WYOMING,9048,2025-04-26,2025-04-27
