state,counts_rn,updated_date,scrape_date
ALABAMA,93083,2021-10-06,2021-10-07
ALASKA,17073,2021-10-06,2021-10-07
AMERICAN SAMOA,166,2021-10-06,2021-10-07
ARIZONA,100951,2021-10-06,2021-10-07
ARKANSAS,44527,2021-10-06,2021-10-07
CALIFORNIA-RN,461034,2021-10-06,2021-10-07
CALIFORNIA-VN (Non-Participating),NA,2021-10-06,2021-10-07
COLORADO,83854,2021-10-06,2021-10-07
CONNECTICUT,79575,2021-10-06,2021-10-07
DELAWARE,18752,2021-10-06,2021-10-07
DISTRICT OF COLUMBIA,29289,2021-10-06,2021-10-07
FLORIDA,341348,2021-10-06,2021-10-07
GEORGIA,137883,2021-10-06,2021-10-07
GUAM,1510,2021-10-06,2021-10-07
HAWAII,25153,2021-10-06,2021-10-07
IDAHO,24779,2021-10-06,2021-10-07
ILLINOIS,216221,2021-10-06,2021-10-07
INDIANA,133022,2021-10-06,2021-10-07
IOWA,58661,2021-10-06,2021-10-07
KANSAS,53935,2021-10-06,2021-10-07
KENTUCKY,75927,2021-10-06,2021-10-07
LOUISIANA-PN (Non-Participating),NA,2021-10-06,2021-10-07
LOUISIANA-RN,65368,2021-10-06,2021-10-07
MAINE,27838,2021-10-06,2021-10-07
MARYLAND,87073,2021-10-06,2021-10-07
MASSACHUSETTS,150525,2021-10-06,2021-10-07
MICHIGAN (Non-Participating),NA,2021-10-06,2021-10-07
MINNESOTA,119043,2021-10-06,2021-10-07
MISSISSIPPI,50149,2021-10-06,2021-10-07
MISSOURI,115524,2021-10-06,2021-10-07
MONTANA,19547,2021-10-06,2021-10-07
NEBRASKA,33918,2021-10-06,2021-10-07
NEVADA,50896,2021-10-06,2021-10-07
NEW HAMPSHIRE,25282,2021-10-06,2021-10-07
NEW JERSEY,137739,2021-10-06,2021-10-07
NEW MEXICO,29878,2021-10-06,2021-10-07
NEW YORK,400358,2021-10-06,2021-10-07
NORTH CAROLINA,148284,2021-10-06,2021-10-07
NORTH DAKOTA,16523,2021-10-06,2021-10-07
NORTHERN MARIANA ISLANDS,3326,2021-10-06,2021-10-07
OHIO,231357,2021-10-06,2021-10-07
OKLAHOMA,51674,2021-10-06,2021-10-07
OREGON,71972,2021-10-06,2021-10-07
PENNSYLVANIA,236427,2021-10-06,2021-10-07
RHODE ISLAND,26463,2021-10-06,2021-10-07
SOUTH CAROLINA,76251,2021-10-06,2021-10-07
SOUTH DAKOTA,19221,2021-10-06,2021-10-07
TENNESSEE,110419,2021-10-06,2021-10-07
TEXAS,361907,2021-10-06,2021-10-07
UTAH,39413,2021-10-06,2021-10-07
VERMONT,19410,2021-10-06,2021-10-07
VIRGIN ISLANDS,1285,2021-10-06,2021-10-07
VIRGINIA,111981,2021-10-06,2021-10-07
WASHINGTON,115806,2021-10-06,2021-10-07
WEST VIRGINIA-PN (Non-Participating),NA,2021-10-06,2021-10-07
WEST VIRGINIA-RN,34291,2021-10-06,2021-10-07
WISCONSIN,110124,2021-10-06,2021-10-07
WYOMING,8731,2021-10-06,2021-10-07
TOTALS,5104746,2021-10-06,2021-10-07
