state,counts_all,updated_date,scrape_date
ALABAMA,110569,2026-09-25,2026-09-25
ALASKA,26132,2026-09-25,2026-09-25
AMERICAN SAMOA,248,2026-09-25,2026-09-25
ARIZONA,128075,2026-09-25,2026-09-25
ARKANSAS,64042,2026-09-25,2026-09-25
CALIFORNIA,744557,2026-09-25,2026-09-25
COLORADO,102050,2026-09-25,2026-09-25
CONNECTICUT,87371,2026-09-25,2026-09-25
DELAWARE,23320,2026-09-25,2026-09-25
DISTRICT OF COLUMBIA,40481,2026-09-25,2026-09-25
FLORIDA,452639,2026-09-25,2026-09-25
GEORGIA,181812,2026-09-25,2026-09-25
GUAM,1517,2026-09-25,2026-09-25
HAWAII,40857,2026-09-25,2026-09-25
IDAHO,33602,2026-09-25,2026-09-25
ILLINOIS,270324,2026-09-25,2026-09-25
INDIANA,157618,2026-09-25,2026-09-25
IOWA,68516,2026-09-25,2026-09-25
KANSAS,63478,2026-09-25,2026-09-25
KENTUCKY,94624,2026-09-25,2026-09-25
LOUISIANA,91540,2026-09-25,2026-09-25
MAINE,30549,2026-09-25,2026-09-25
MARYLAND,103447,2026-09-25,2026-09-25
MASSACHUSETTS,181561,2026-09-25,2026-09-25
MICHIGAN,213230,2026-09-25,2026-09-25
MINNESOTA,158825,2026-09-25,2026-09-25
MISSISSIPPI,70751,2026-09-25,2026-09-25
MISSOURI,144698,2026-09-25,2026-09-25
MONTANA,29806,2026-09-25,2026-09-25
NEBRASKA,39592,2026-09-25,2026-09-25
NEVADA,70340,2026-09-25,2026-09-25
NEW HAMPSHIRE,31143,2026-09-25,2026-09-25
NEW JERSEY,176022,2026-09-25,2026-09-25
NEW MEXICO,38623,2026-09-25,2026-09-25
NEW YORK,647867,2026-09-25,2026-09-25
NORTH CAROLINA,193280,2026-09-25,2026-09-25
NORTH DAKOTA,20706,2026-09-25,2026-09-25
NORTHERN MARIANA ISLANDS,3607,2026-09-25,2026-09-25
OHIO,293278,2026-09-25,2026-09-25
OKLAHOMA,74121,2026-09-25,2026-09-25
OREGON,100741,2026-09-25,2026-09-25
PENNSYLVANIA,287813,2026-09-25,2026-09-25
RHODE ISLAND,24269,2026-09-25,2026-09-25
SOUTH CAROLINA,101726,2026-09-25,2026-09-25
SOUTH DAKOTA,23640,2026-09-25,2026-09-25
TENNESSEE,148914,2026-09-25,2026-09-25
TEXAS,540024,2026-09-25,2026-09-25
UTAH,52144,2026-09-25,2026-09-25
VERMONT,14079,2026-09-25,2026-09-25
VIRGIN ISLANDS,1287,2026-09-25,2026-09-25
VIRGINIA,152373,2026-09-25,2026-09-25
WASHINGTON,118240,2026-09-25,2026-09-25
WEST VIRGINIA,40415,2026-09-25,2026-09-25
WISCONSIN,128400,2026-09-25,2026-09-25
WYOMING,10201,2026-09-25,2026-09-25
