state,counts_lpn,updated_date,scrape_date
ALABAMA,16181,2025-08-01,2025-08-01
ALASKA,801,2025-08-01,2025-08-01
AMERICAN SAMOA,39,2025-08-01,2025-08-01
ARIZONA,11366,2025-08-01,2025-08-01
ARKANSAS,13929,2025-08-01,2025-08-01
CALIFORNIA-RN (Non-Participating),NA,2025-08-01,2025-08-01
CALIFORNIA-VN,115236,2025-08-01,2025-08-01
COLORADO,7646,2025-08-01,2025-08-01
CONNECTICUT,12782,2025-08-01,2025-08-01
DELAWARE,3237,2025-08-01,2025-08-01
DISTRICT OF COLUMBIA,2935,2025-08-01,2025-08-01
FLORIDA,66427,2025-08-01,2025-08-01
GEORGIA,27560,2025-08-01,2025-08-01
GUAM,195,2025-08-01,2025-08-01
HAWAII,1704,2025-08-01,2025-08-01
IDAHO,3330,2025-08-01,2025-08-01
ILLINOIS,24192,2025-08-01,2025-08-01
INDIANA,20778,2025-08-01,2025-08-01
IOWA,8891,2025-08-01,2025-08-01
KANSAS,9252,2025-08-01,2025-08-01
KENTUCKY,12860,2025-08-01,2025-08-01
LOUISIANA-PN,21870,2025-08-01,2025-08-01
LOUISIANA-RN (Non-Participating),NA,2025-08-01,2025-08-01
MAINE,1617,2025-08-01,2025-08-01
MARYLAND,11273,2025-08-01,2025-08-01
MASSACHUSETTS,20543,2025-08-01,2025-08-01
MICHIGAN,20776,2025-08-01,2025-08-01
MINNESOTA,17614,2025-08-01,2025-08-01
MISSISSIPPI,14519,2025-08-01,2025-08-01
MISSOURI,23291,2025-08-01,2025-08-01
MONTANA,2176,2025-08-01,2025-08-01
NEBRASKA,5649,2025-08-01,2025-08-01
NEVADA,4796,2025-08-01,2025-08-01
NEW HAMPSHIRE,3154,2025-08-01,2025-08-01
NEW JERSEY,23457,2025-08-01,2025-08-01
NEW MEXICO,2476,2025-08-01,2025-08-01
NEW YORK,77413,2025-08-01,2025-08-01
NORTH CAROLINA,22791,2025-08-01,2025-08-01
NORTH DAKOTA,2767,2025-08-01,2025-08-01
NORTHERN MARIANA ISLANDS,57,2025-08-01,2025-08-01
OHIO,52508,2025-08-01,2025-08-01
OKLAHOMA,16990,2025-08-01,2025-08-01
OREGON,6685,2025-08-01,2025-08-01
PENNSYLVANIA,50452,2025-08-01,2025-08-01
RHODE ISLAND,2477,2025-08-01,2025-08-01
SOUTH CAROLINA,12515,2025-08-01,2025-08-01
SOUTH DAKOTA,2760,2025-08-01,2025-08-01
TENNESSEE,29273,2025-08-01,2025-08-01
TEXAS,101259,2025-08-01,2025-08-01
UTAH,2741,2025-08-01,2025-08-01
VERMONT,1642,2025-08-01,2025-08-01
VIRGIN ISLANDS,79,2025-08-01,2025-08-01
VIRGINIA,26354,2025-08-01,2025-08-01
WASHINGTON,10405,2025-08-01,2025-08-01
WEST VIRGINIA-PN,7108,2025-08-01,2025-08-01
WEST VIRGINIA-RN (Non-Participating),NA,2025-08-01,2025-08-01
WISCONSIN,10341,2025-08-01,2025-08-01
WYOMING,808,2025-08-01,2025-08-01
TOTALS,969977,2025-08-01,2025-08-01
