state,counts_rn,updated_date,scrape_date
ALABAMA,98591,2022-10-29,2022-10-30
ALASKA,21120,2022-10-29,2022-10-30
AMERICAN SAMOA,167,2022-10-29,2022-10-30
ARIZONA,106647,2022-10-29,2022-10-30
ARKANSAS,45841,2022-10-29,2022-10-30
CALIFORNIA-RN,492353,2022-10-29,2022-10-30
CALIFORNIA-VN (Non-Participating),NA,2022-10-29,2022-10-30
COLORADO,87497,2022-10-29,2022-10-30
CONNECTICUT,87933,2022-10-29,2022-10-30
DELAWARE,20937,2022-10-29,2022-10-30
DISTRICT OF COLUMBIA,35144,2022-10-29,2022-10-30
FLORIDA,358752,2022-10-29,2022-10-30
GEORGIA,139703,2022-10-29,2022-10-30
GUAM,1241,2022-10-29,2022-10-30
HAWAII,32204,2022-10-29,2022-10-30
IDAHO,28293,2022-10-29,2022-10-30
ILLINOIS,210418,2022-10-29,2022-10-30
INDIANA,127520,2022-10-29,2022-10-30
IOWA,59868,2022-10-29,2022-10-30
KANSAS,53559,2022-10-29,2022-10-30
KENTUCKY,76544,2022-10-29,2022-10-30
LOUISIANA-PN (Non-Participating),NA,2022-10-29,2022-10-30
LOUISIANA-RN,65657,2022-10-29,2022-10-30
MAINE,28834,2022-10-29,2022-10-30
MARYLAND,88485,2022-10-29,2022-10-30
MASSACHUSETTS,166793,2022-10-29,2022-10-30
MICHIGAN (Non-Participating),NA,2022-10-29,2022-10-30
MINNESOTA,128069,2022-10-29,2022-10-30
MISSISSIPPI,52691,2022-10-29,2022-10-30
MISSOURI,121704,2022-10-29,2022-10-30
MONTANA,21479,2022-10-29,2022-10-30
NEBRASKA,32907,2022-10-29,2022-10-30
NEVADA,56402,2022-10-29,2022-10-30
NEW HAMPSHIRE,26645,2022-10-29,2022-10-30
NEW JERSEY,141037,2022-10-29,2022-10-30
NEW MEXICO,31468,2022-10-29,2022-10-30
NEW YORK,380913,2022-10-29,2022-10-30
NORTH CAROLINA,154222,2022-10-29,2022-10-30
NORTH DAKOTA,17292,2022-10-29,2022-10-30
NORTHERN MARIANA ISLANDS,3465,2022-10-29,2022-10-30
OHIO,237907,2022-10-29,2022-10-30
OKLAHOMA,51064,2022-10-29,2022-10-30
OREGON,80810,2022-10-29,2022-10-30
PENNSYLVANIA,243578,2022-10-29,2022-10-30
RHODE ISLAND,28592,2022-10-29,2022-10-30
SOUTH CAROLINA,78365,2022-10-29,2022-10-30
SOUTH DAKOTA,19733,2022-10-29,2022-10-30
TENNESSEE,113288,2022-10-29,2022-10-30
TEXAS,379823,2022-10-29,2022-10-30
UTAH,43819,2022-10-29,2022-10-30
VERMONT,21886,2022-10-29,2022-10-30
VIRGIN ISLANDS,1663,2022-10-29,2022-10-30
VIRGINIA,115977,2022-10-29,2022-10-30
WASHINGTON,126554,2022-10-29,2022-10-30
WEST VIRGINIA-PN (Non-Participating),NA,2022-10-29,2022-10-30
WEST VIRGINIA-RN,35660,2022-10-29,2022-10-30
WISCONSIN,116937,2022-10-29,2022-10-30
WYOMING,9567,2022-10-29,2022-10-30
TOTALS,5307618,2022-10-29,2022-10-30
