state,counts_lpn,updated_date,scrape_date
ALABAMA,16730,2022-02-07,2022-02-08
ALASKA,770,2022-02-07,2022-02-08
AMERICAN SAMOA,132,2022-02-07,2022-02-08
ARIZONA,10891,2022-02-07,2022-02-08
ARKANSAS,14162,2022-02-07,2022-02-08
CALIFORNIA-RN (Non-Participating),NA,2022-02-07,2022-02-08
CALIFORNIA-VN,105376,2022-02-07,2022-02-08
COLORADO,8068,2022-02-07,2022-02-08
CONNECTICUT,13870,2022-02-07,2022-02-08
DELAWARE,3178,2022-02-07,2022-02-08
DISTRICT OF COLUMBIA,2184,2022-02-07,2022-02-08
FLORIDA,61889,2022-02-07,2022-02-08
GEORGIA,29999,2022-02-07,2022-02-08
GUAM,211,2022-02-07,2022-02-08
HAWAII,1712,2022-02-07,2022-02-08
IDAHO,3535,2022-02-07,2022-02-08
ILLINOIS,25761,2022-02-07,2022-02-08
INDIANA,23086,2022-02-07,2022-02-08
IOWA,10045,2022-02-07,2022-02-08
KANSAS,9530,2022-02-07,2022-02-08
KENTUCKY,12867,2022-02-07,2022-02-08
LOUISIANA-PN,20549,2022-02-07,2022-02-08
LOUISIANA-RN (Non-Participating),NA,2022-02-07,2022-02-08
MAINE,1911,2022-02-07,2022-02-08
MARYLAND,11317,2022-02-07,2022-02-08
MASSACHUSETTS,20016,2022-02-07,2022-02-08
MICHIGAN (Non-Participating),NA,2022-02-07,2022-02-08
MINNESOTA,19425,2022-02-07,2022-02-08
MISSISSIPPI,12746,2022-02-07,2022-02-08
MISSOURI,24678,2022-02-07,2022-02-08
MONTANA,2423,2022-02-07,2022-02-08
NEBRASKA,5261,2022-02-07,2022-02-08
NEVADA,4411,2022-02-07,2022-02-08
NEW HAMPSHIRE,3086,2022-02-07,2022-02-08
NEW JERSEY,23998,2022-02-07,2022-02-08
NEW MEXICO,2453,2022-02-07,2022-02-08
NEW YORK,68245,2022-02-07,2022-02-08
NORTH CAROLINA,22636,2022-02-07,2022-02-08
NORTH DAKOTA,3055,2022-02-07,2022-02-08
NORTHERN MARIANA ISLANDS,47,2022-02-07,2022-02-08
OHIO,54059,2022-02-07,2022-02-08
OKLAHOMA,15467,2022-02-07,2022-02-08
OREGON,6017,2022-02-07,2022-02-08
PENNSYLVANIA,53025,2022-02-07,2022-02-08
RHODE ISLAND,2617,2022-02-07,2022-02-08
SOUTH CAROLINA,12397,2022-02-07,2022-02-08
SOUTH DAKOTA,2682,2022-02-07,2022-02-08
TENNESSEE,30051,2022-02-07,2022-02-08
TEXAS,105067,2022-02-07,2022-02-08
UTAH,2423,2022-02-07,2022-02-08
VERMONT,1513,2022-02-07,2022-02-08
VIRGIN ISLANDS,92,2022-02-07,2022-02-08
VIRGINIA,26818,2022-02-07,2022-02-08
WASHINGTON,11060,2022-02-07,2022-02-08
WEST VIRGINIA-PN,8060,2022-02-07,2022-02-08
WEST VIRGINIA-RN (Non-Participating),NA,2022-02-07,2022-02-08
WISCONSIN,15161,2022-02-07,2022-02-08
WYOMING,883,2022-02-07,2022-02-08
TOTALS,947645,2022-02-07,2022-02-08
