state,counts_lpn,updated_date,scrape_date
ALABAMA,16813,2026-01-05,2026-02-07
ALASKA,850,2026-01-05,2026-02-07
AMERICAN SAMOA,69,2026-01-05,2026-02-07
ARIZONA,10911,2026-01-05,2026-02-07
ARKANSAS,13790,2026-01-05,2026-02-07
CALIFORNIA-RN (Non-Participating),NA,2026-01-05,2026-02-07
CALIFORNIA-VN,115536,2026-01-05,2026-02-07
COLORADO,7909,2026-01-05,2026-02-07
CONNECTICUT,12809,2026-01-05,2026-02-07
DELAWARE,3390,2026-01-05,2026-02-07
DISTRICT OF COLUMBIA,3041,2026-01-05,2026-02-07
FLORIDA,59436,2026-01-05,2026-02-07
GEORGIA,28318,2026-01-05,2026-02-07
GUAM,181,2026-01-05,2026-02-07
HAWAII,1836,2026-01-05,2026-02-07
IDAHO,3463,2026-01-05,2026-02-07
ILLINOIS,25364,2026-01-05,2026-02-07
INDIANA,21405,2026-01-05,2026-02-07
IOWA,8827,2026-01-05,2026-02-07
KANSAS,9023,2026-01-05,2026-02-07
KENTUCKY,12334,2026-01-05,2026-02-07
LOUISIANA-PN,22331,2026-01-05,2026-02-07
LOUISIANA-RN (Non-Participating),NA,2026-01-05,2026-02-07
MAINE,1571,2026-01-05,2026-02-07
MARYLAND,11323,2026-01-05,2026-02-07
MASSACHUSETTS,21408,2026-01-05,2026-02-07
MICHIGAN,20758,2026-01-05,2026-02-07
MINNESOTA,17183,2026-01-05,2026-02-07
MISSISSIPPI,12948,2026-01-05,2026-02-07
MISSOURI,23858,2026-01-05,2026-02-07
MONTANA,2206,2026-01-05,2026-02-07
NEBRASKA,4776,2026-01-05,2026-02-07
NEVADA,4748,2026-01-05,2026-02-07
NEW HAMPSHIRE,3136,2026-01-05,2026-02-07
NEW JERSEY,24223,2026-01-05,2026-02-07
NEW MEXICO,2481,2026-01-05,2026-02-07
NEW YORK,79178,2026-01-05,2026-02-07
NORTH CAROLINA,22924,2026-01-05,2026-02-07
NORTH DAKOTA,2472,2026-01-05,2026-02-07
NORTHERN MARIANA ISLANDS,52,2026-01-05,2026-02-07
OHIO,54263,2026-01-05,2026-02-07
OKLAHOMA,16125,2026-01-05,2026-02-07
OREGON,6740,2026-01-05,2026-02-07
PENNSYLVANIA,51594,2026-01-05,2026-02-07
RHODE ISLAND,2676,2026-01-05,2026-02-07
SOUTH CAROLINA,12813,2026-01-05,2026-02-07
SOUTH DAKOTA,2783,2026-01-05,2026-02-07
TENNESSEE,29189,2026-01-05,2026-02-07
TEXAS,100397,2026-01-05,2026-02-07
UTAH,2850,2026-01-05,2026-02-07
VERMONT,1791,2026-01-05,2026-02-07
VIRGIN ISLANDS,79,2026-01-05,2026-02-07
VIRGINIA,26026,2026-01-05,2026-02-07
WASHINGTON,10145,2026-01-05,2026-02-07
WEST VIRGINIA-PN,7442,2026-01-05,2026-02-07
WEST VIRGINIA-RN (Non-Participating),NA,2026-01-05,2026-02-07
WISCONSIN,10829,2026-01-05,2026-02-07
WYOMING,844,2026-01-05,2026-02-07
TOTALS,969467,2026-01-05,2026-02-07
