state,counts_lpn,updated_date,scrape_date
ALABAMA,17512,2022-09-05,2022-09-05
ALASKA,819,2022-09-05,2022-09-05
AMERICAN SAMOA,132,2022-09-05,2022-09-05
ARIZONA,10750,2022-09-05,2022-09-05
ARKANSAS,14110,2022-09-05,2022-09-05
CALIFORNIA-RN (Non-Participating),NA,2022-09-05,2022-09-05
CALIFORNIA-VN,106980,2022-09-05,2022-09-05
COLORADO,8430,2022-09-05,2022-09-05
CONNECTICUT,14295,2022-09-05,2022-09-05
DELAWARE,2836,2022-09-05,2022-09-05
DISTRICT OF COLUMBIA,2254,2022-09-05,2022-09-05
FLORIDA,65012,2022-09-05,2022-09-05
GEORGIA,30074,2022-09-05,2022-09-05
GUAM,220,2022-09-05,2022-09-05
HAWAII,1905,2022-09-05,2022-09-05
IDAHO,3171,2022-09-05,2022-09-05
ILLINOIS,26543,2022-09-05,2022-09-05
INDIANA,23621,2022-09-05,2022-09-05
IOWA,10104,2022-09-05,2022-09-05
KANSAS,9576,2022-09-05,2022-09-05
KENTUCKY,13431,2022-09-05,2022-09-05
LOUISIANA-PN,21539,2022-09-05,2022-09-05
LOUISIANA-RN (Non-Participating),NA,2022-09-05,2022-09-05
MAINE,1858,2022-09-05,2022-09-05
MARYLAND,11159,2022-09-05,2022-09-05
MASSACHUSETTS,20735,2022-09-05,2022-09-05
MICHIGAN (Non-Participating),NA,2022-09-05,2022-09-05
MINNESOTA,19034,2022-09-05,2022-09-05
MISSISSIPPI,13338,2022-09-05,2022-09-05
MISSOURI,22464,2022-09-05,2022-09-05
MONTANA,2380,2022-09-05,2022-09-05
NEBRASKA,5546,2022-09-05,2022-09-05
NEVADA,4616,2022-09-05,2022-09-05
NEW HAMPSHIRE,3114,2022-09-05,2022-09-05
NEW JERSEY,23186,2022-09-05,2022-09-05
NEW MEXICO,2431,2022-09-05,2022-09-05
NEW YORK,69871,2022-09-05,2022-09-05
NORTH CAROLINA,22888,2022-09-05,2022-09-05
NORTH DAKOTA,3275,2022-09-05,2022-09-05
NORTHERN MARIANA ISLANDS,57,2022-09-05,2022-09-05
OHIO,55655,2022-09-05,2022-09-05
OKLAHOMA,16512,2022-09-05,2022-09-05
OREGON,6123,2022-09-05,2022-09-05
PENNSYLVANIA,47400,2022-09-05,2022-09-05
RHODE ISLAND,2632,2022-09-05,2022-09-05
SOUTH CAROLINA,11899,2022-09-05,2022-09-05
SOUTH DAKOTA,2720,2022-09-05,2022-09-05
TENNESSEE,29930,2022-09-05,2022-09-05
TEXAS,103915,2022-09-05,2022-09-05
UTAH,2607,2022-09-05,2022-09-05
VERMONT,1818,2022-09-05,2022-09-05
VIRGIN ISLANDS,111,2022-09-05,2022-09-05
VIRGINIA,26675,2022-09-05,2022-09-05
WASHINGTON,11079,2022-09-05,2022-09-05
WEST VIRGINIA-PN,7699,2022-09-05,2022-09-05
WEST VIRGINIA-RN (Non-Participating),NA,2022-09-05,2022-09-05
WISCONSIN,15833,2022-09-05,2022-09-05
WYOMING,988,2022-09-05,2022-09-05
TOTALS,952862,2022-09-05,2022-09-05
