state,counts_rn,updated_date,scrape_date
ALABAMA,93212,2021-10-18,2021-10-19
ALASKA,17350,2021-10-18,2021-10-19
AMERICAN SAMOA,166,2021-10-18,2021-10-19
ARIZONA,101237,2021-10-18,2021-10-19
ARKANSAS,44714,2021-10-18,2021-10-19
CALIFORNIA-RN,462330,2021-10-18,2021-10-19
CALIFORNIA-VN (Non-Participating),NA,2021-10-18,2021-10-19
COLORADO,84061,2021-10-18,2021-10-19
CONNECTICUT,79859,2021-10-18,2021-10-19
DELAWARE,18990,2021-10-18,2021-10-19
DISTRICT OF COLUMBIA,29520,2021-10-18,2021-10-19
FLORIDA,342626,2021-10-18,2021-10-19
GEORGIA,138135,2021-10-18,2021-10-19
GUAM,1511,2021-10-18,2021-10-19
HAWAII,25438,2021-10-18,2021-10-19
IDAHO,24916,2021-10-18,2021-10-19
ILLINOIS,216807,2021-10-18,2021-10-19
INDIANA,133304,2021-10-18,2021-10-19
IOWA,58580,2021-10-18,2021-10-19
KANSAS,54002,2021-10-18,2021-10-19
KENTUCKY,76020,2021-10-18,2021-10-19
LOUISIANA-PN (Non-Participating),NA,2021-10-18,2021-10-19
LOUISIANA-RN,65386,2021-10-18,2021-10-19
MAINE,27861,2021-10-18,2021-10-19
MARYLAND,86807,2021-10-18,2021-10-19
MASSACHUSETTS,150946,2021-10-18,2021-10-19
MICHIGAN (Non-Participating),NA,2021-10-18,2021-10-19
MINNESOTA,119352,2021-10-18,2021-10-19
MISSISSIPPI,50204,2021-10-18,2021-10-19
MISSOURI,115671,2021-10-18,2021-10-19
MONTANA,19662,2021-10-18,2021-10-19
NEBRASKA,33952,2021-10-18,2021-10-19
NEVADA,50872,2021-10-18,2021-10-19
NEW HAMPSHIRE,25331,2021-10-18,2021-10-19
NEW JERSEY,138014,2021-10-18,2021-10-19
NEW MEXICO,29975,2021-10-18,2021-10-19
NEW YORK,400940,2021-10-18,2021-10-19
NORTH CAROLINA,148617,2021-10-18,2021-10-19
NORTH DAKOTA,16591,2021-10-18,2021-10-19
NORTHERN MARIANA ISLANDS,3369,2021-10-18,2021-10-19
OHIO,231597,2021-10-18,2021-10-19
OKLAHOMA,51723,2021-10-18,2021-10-19
OREGON,72338,2021-10-18,2021-10-19
PENNSYLVANIA,236854,2021-10-18,2021-10-19
RHODE ISLAND,26559,2021-10-18,2021-10-19
SOUTH CAROLINA,76422,2021-10-18,2021-10-19
SOUTH DAKOTA,19244,2021-10-18,2021-10-19
TENNESSEE,110296,2021-10-18,2021-10-19
TEXAS,362723,2021-10-18,2021-10-19
UTAH,39605,2021-10-18,2021-10-19
VERMONT,19565,2021-10-18,2021-10-19
VIRGIN ISLANDS,1286,2021-10-18,2021-10-19
VIRGINIA,112209,2021-10-18,2021-10-19
WASHINGTON,116047,2021-10-18,2021-10-19
WEST VIRGINIA-PN (Non-Participating),NA,2021-10-18,2021-10-19
WEST VIRGINIA-RN,34331,2021-10-18,2021-10-19
WISCONSIN,110334,2021-10-18,2021-10-19
WYOMING,8744,2021-10-18,2021-10-19
TOTALS,5116205,2021-10-18,2021-10-19
