state,counts_all,updated_date,scrape_date
ALABAMA,107511,2025-10-15,2025-10-15
ALASKA,22441,2025-10-15,2025-10-15
AMERICAN SAMOA,221,2025-10-15,2025-10-15
ARIZONA,126726,2025-10-15,2025-10-15
ARKANSAS,62854,2025-10-15,2025-10-15
CALIFORNIA,700475,2025-10-15,2025-10-15
COLORADO,100343,2025-10-15,2025-10-15
CONNECTICUT,95721,2025-10-15,2025-10-15
DELAWARE,22097,2025-10-15,2025-10-15
DISTRICT OF COLUMBIA,50819,2025-10-15,2025-10-15
FLORIDA,445499,2025-10-15,2025-10-15
GEORGIA,176330,2025-10-15,2025-10-15
GUAM,1298,2025-10-15,2025-10-15
HAWAII,35253,2025-10-15,2025-10-15
IDAHO,31256,2025-10-15,2025-10-15
ILLINOIS,275628,2025-10-15,2025-10-15
INDIANA,159764,2025-10-15,2025-10-15
IOWA,67758,2025-10-15,2025-10-15
KANSAS,62818,2025-10-15,2025-10-15
KENTUCKY,92630,2025-10-15,2025-10-15
LOUISIANA,90454,2025-10-15,2025-10-15
MAINE,30465,2025-10-15,2025-10-15
MARYLAND,102598,2025-10-15,2025-10-15
MASSACHUSETTS,189409,2025-10-15,2025-10-15
MICHIGAN,201668,2025-10-15,2025-10-15
MINNESOTA,156889,2025-10-15,2025-10-15
MISSISSIPPI,68799,2025-10-15,2025-10-15
MISSOURI,141736,2025-10-15,2025-10-15
MONTANA,28748,2025-10-15,2025-10-15
NEBRASKA,38455,2025-10-15,2025-10-15
NEVADA,67263,2025-10-15,2025-10-15
NEW HAMPSHIRE,30953,2025-10-15,2025-10-15
NEW JERSEY,174821,2025-10-15,2025-10-15
NEW MEXICO,37122,2025-10-15,2025-10-15
NEW YORK,600517,2025-10-15,2025-10-15
NORTH CAROLINA,188440,2025-10-15,2025-10-15
NORTH DAKOTA,20634,2025-10-15,2025-10-15
NORTHERN MARIANA ISLANDS,4097,2025-10-15,2025-10-15
OHIO,293350,2025-10-15,2025-10-15
OKLAHOMA,72392,2025-10-15,2025-10-15
OREGON,97640,2025-10-15,2025-10-15
PENNSYLVANIA,292854,2025-10-15,2025-10-15
RHODE ISLAND,24213,2025-10-15,2025-10-15
SOUTH CAROLINA,102057,2025-10-15,2025-10-15
SOUTH DAKOTA,23103,2025-10-15,2025-10-15
TENNESSEE,147299,2025-10-15,2025-10-15
TEXAS,528904,2025-10-15,2025-10-15
UTAH,48834,2025-10-15,2025-10-15
VERMONT,13313,2025-10-15,2025-10-15
VIRGIN ISLANDS,1267,2025-10-15,2025-10-15
VIRGINIA,149776,2025-10-15,2025-10-15
WASHINGTON,120705,2025-10-15,2025-10-15
WEST VIRGINIA,43067,2025-10-15,2025-10-15
WISCONSIN,131674,2025-10-15,2025-10-15
WYOMING,9525,2025-10-15,2025-10-15
