state,counts_all,updated_date,scrape_date
ALABAMA,111735,2022-04-08,2022-04-09
ALASKA,19621,2022-04-08,2022-04-09
AMERICAN SAMOA,298,2022-04-08,2022-04-09
ARIZONA,116377,2022-04-08,2022-04-09
ARKANSAS,59043,2022-04-08,2022-04-09
CALIFORNIA,577489,2022-04-08,2022-04-09
COLORADO,91220,2022-04-08,2022-04-09
CONNECTICUT,97753,2022-04-08,2022-04-09
DELAWARE,22433,2022-04-08,2022-04-09
DISTRICT OF COLUMBIA,33272,2022-04-08,2022-04-09
FLORIDA,417138,2022-04-08,2022-04-09
GEORGIA,166500,2022-04-08,2022-04-09
GUAM,1854,2022-04-08,2022-04-09
HAWAII,30382,2022-04-08,2022-04-09
IDAHO,30202,2022-04-08,2022-04-09
ILLINOIS,249964,2022-04-08,2022-04-09
INDIANA,145500,2022-04-08,2022-04-09
IOWA,68995,2022-04-08,2022-04-09
KANSAS,62824,2022-04-08,2022-04-09
KENTUCKY,86651,2022-04-08,2022-04-09
LOUISIANA,84743,2022-04-08,2022-04-09
MAINE,30080,2022-04-08,2022-04-09
MARYLAND,97890,2022-04-08,2022-04-09
MASSACHUSETTS,177595,2022-04-08,2022-04-09
MICHIGAN (Non-Participating),NA,2022-04-08,2022-04-09
MINNESOTA,139909,2022-04-08,2022-04-09
MISSISSIPPI,64128,2022-04-08,2022-04-09
MISSOURI,142644,2022-04-08,2022-04-09
MONTANA,22304,2022-04-08,2022-04-09
NEBRASKA,37038,2022-04-08,2022-04-09
NEVADA,58180,2022-04-08,2022-04-09
NEW HAMPSHIRE,29020,2022-04-08,2022-04-09
NEW JERSEY,166386,2022-04-08,2022-04-09
NEW MEXICO,32939,2022-04-08,2022-04-09
NEW YORK,431236,2022-04-08,2022-04-09
NORTH CAROLINA,172562,2022-04-08,2022-04-09
NORTH DAKOTA,19354,2022-04-08,2022-04-09
NORTHERN MARIANA ISLANDS,3428,2022-04-08,2022-04-09
OHIO,280890,2022-04-08,2022-04-09
OKLAHOMA,67191,2022-04-08,2022-04-09
OREGON,80750,2022-04-08,2022-04-09
PENNSYLVANIA,290534,2022-04-08,2022-04-09
RHODE ISLAND,28468,2022-04-08,2022-04-09
SOUTH CAROLINA,91385,2022-04-08,2022-04-09
SOUTH DAKOTA,22079,2022-04-08,2022-04-09
TENNESSEE,140633,2022-04-08,2022-04-09
TEXAS,474185,2022-04-08,2022-04-09
UTAH,43924,2022-04-08,2022-04-09
VERMONT,22504,2022-04-08,2022-04-09
VIRGIN ISLANDS,1433,2022-04-08,2022-04-09
VIRGINIA,139957,2022-04-08,2022-04-09
WASHINGTON,131155,2022-04-08,2022-04-09
WEST VIRGINIA,42131,2022-04-08,2022-04-09
WISCONSIN,128767,2022-04-08,2022-04-09
WYOMING,9993,2022-04-08,2022-04-09
