state,counts_rn,updated_date,scrape_date
ALABAMA,97567,2022-08-24,2022-08-24
ALASKA,20471,2022-08-24,2022-08-24
AMERICAN SAMOA,167,2022-08-24,2022-08-24
ARIZONA,104550,2022-08-24,2022-08-24
ARKANSAS,45868,2022-08-24,2022-08-24
CALIFORNIA-RN,485856,2022-08-24,2022-08-24
CALIFORNIA-VN (Non-Participating),NA,2022-08-24,2022-08-24
COLORADO,86155,2022-08-24,2022-08-24
CONNECTICUT,87129,2022-08-24,2022-08-24
DELAWARE,20606,2022-08-24,2022-08-24
DISTRICT OF COLUMBIA,33506,2022-08-24,2022-08-24
FLORIDA,352214,2022-08-24,2022-08-24
GEORGIA,138025,2022-08-24,2022-08-24
GUAM,1189,2022-08-24,2022-08-24
HAWAII,31057,2022-08-24,2022-08-24
IDAHO,27942,2022-08-24,2022-08-24
ILLINOIS,228958,2022-08-24,2022-08-24
INDIANA,126138,2022-08-24,2022-08-24
IOWA,59657,2022-08-24,2022-08-24
KANSAS,53755,2022-08-24,2022-08-24
KENTUCKY,76164,2022-08-24,2022-08-24
LOUISIANA-PN (Non-Participating),NA,2022-08-24,2022-08-24
LOUISIANA-RN,65292,2022-08-24,2022-08-24
MAINE,28747,2022-08-24,2022-08-24
MARYLAND,88247,2022-08-24,2022-08-24
MASSACHUSETTS,164325,2022-08-24,2022-08-24
MICHIGAN (Non-Participating),NA,2022-08-24,2022-08-24
MINNESOTA,125475,2022-08-24,2022-08-24
MISSISSIPPI,52479,2022-08-24,2022-08-24
MISSOURI,120893,2022-08-24,2022-08-24
MONTANA,21034,2022-08-24,2022-08-24
NEBRASKA,32687,2022-08-24,2022-08-24
NEVADA,55923,2022-08-24,2022-08-24
NEW HAMPSHIRE,26450,2022-08-24,2022-08-24
NEW JERSEY,138900,2022-08-24,2022-08-24
NEW MEXICO,31168,2022-08-24,2022-08-24
NEW YORK,374570,2022-08-24,2022-08-24
NORTH CAROLINA,153782,2022-08-24,2022-08-24
NORTH DAKOTA,17079,2022-08-24,2022-08-24
NORTHERN MARIANA ISLANDS,3817,2022-08-24,2022-08-24
OHIO,234829,2022-08-24,2022-08-24
OKLAHOMA,51431,2022-08-24,2022-08-24
OREGON,79506,2022-08-24,2022-08-24
PENNSYLVANIA,239034,2022-08-24,2022-08-24
RHODE ISLAND,27884,2022-08-24,2022-08-24
SOUTH CAROLINA,77226,2022-08-24,2022-08-24
SOUTH DAKOTA,19658,2022-08-24,2022-08-24
TENNESSEE,112767,2022-08-24,2022-08-24
TEXAS,377120,2022-08-24,2022-08-24
UTAH,43069,2022-08-24,2022-08-24
VERMONT,21734,2022-08-24,2022-08-24
VIRGIN ISLANDS,1587,2022-08-24,2022-08-24
VIRGINIA,115277,2022-08-24,2022-08-24
WASHINGTON,125459,2022-08-24,2022-08-24
WEST VIRGINIA-PN (Non-Participating),NA,2022-08-24,2022-08-24
WEST VIRGINIA-RN,35268,2022-08-24,2022-08-24
WISCONSIN,115976,2022-08-24,2022-08-24
WYOMING,9440,2022-08-24,2022-08-24
TOTALS,5265107,2022-08-24,2022-08-24
