state,counts_rn,updated_date,scrape_date
ALABAMA,88213,2025-04-15,2025-04-15
ALASKA,19616,2025-04-15,2025-04-15
AMERICAN SAMOA,110,2025-04-15,2025-04-15
ARIZONA,116447,2025-04-15,2025-04-15
ARKANSAS,48182,2025-04-15,2025-04-15
CALIFORNIA-RN,561695,2025-04-15,2025-04-15
CALIFORNIA-VN (Non-Participating),NA,2025-04-15,2025-04-15
COLORADO,89684,2025-04-15,2025-04-15
CONNECTICUT,81344,2025-04-15,2025-04-15
DELAWARE,21916,2025-04-15,2025-04-15
DISTRICT OF COLUMBIA,44123,2025-04-15,2025-04-15
FLORIDA,386365,2025-04-15,2025-04-15
GEORGIA,143718,2025-04-15,2025-04-15
GUAM,1273,2025-04-15,2025-04-15
HAWAII,40311,2025-04-15,2025-04-15
IDAHO,30527,2025-04-15,2025-04-15
ILLINOIS,239352,2025-04-15,2025-04-15
INDIANA,134113,2025-04-15,2025-04-15
IOWA,58349,2025-04-15,2025-04-15
KANSAS,53093,2025-04-15,2025-04-15
KENTUCKY,76883,2025-04-15,2025-04-15
LOUISIANA-PN (Non-Participating),NA,2025-04-15,2025-04-15
LOUISIANA-RN,66689,2025-04-15,2025-04-15
MAINE,28779,2025-04-15,2025-04-15
MARYLAND,89975,2025-04-15,2025-04-15
MASSACHUSETTS,161275,2025-04-15,2025-04-15
MICHIGAN,177375,2025-04-15,2025-04-15
MINNESOTA,134862,2025-04-15,2025-04-15
MISSISSIPPI,52081,2025-04-15,2025-04-15
MISSOURI,123466,2025-04-15,2025-04-15
MONTANA,24749,2025-04-15,2025-04-15
NEBRASKA,31620,2025-04-15,2025-04-15
NEVADA,61103,2025-04-15,2025-04-15
NEW HAMPSHIRE,27456,2025-04-15,2025-04-15
NEW JERSEY,151726,2025-04-15,2025-04-15
NEW MEXICO,34210,2025-04-15,2025-04-15
NEW YORK,500164,2025-04-15,2025-04-15
NORTH CAROLINA,162397,2025-04-15,2025-04-15
NORTH DAKOTA,17053,2025-04-15,2025-04-15
NORTHERN MARIANA ISLANDS,4437,2025-04-15,2025-04-15
OHIO,236659,2025-04-15,2025-04-15
OKLAHOMA,53746,2025-04-15,2025-04-15
OREGON,89022,2025-04-15,2025-04-15
PENNSYLVANIA,241090,2025-04-15,2025-04-15
RHODE ISLAND,20516,2025-04-15,2025-04-15
SOUTH CAROLINA,86036,2025-04-15,2025-04-15
SOUTH DAKOTA,20065,2025-04-15,2025-04-15
TENNESSEE,116791,2025-04-15,2025-04-15
TEXAS,420240,2025-04-15,2025-04-15
UTAH,44085,2025-04-15,2025-04-15
VERMONT,10795,2025-04-15,2025-04-15
VIRGIN ISLANDS,1290,2025-04-15,2025-04-15
VIRGINIA,121624,2025-04-15,2025-04-15
WASHINGTON,108298,2025-04-15,2025-04-15
WEST VIRGINIA-PN (Non-Participating),NA,2025-04-15,2025-04-15
WEST VIRGINIA-RN,34371,2025-04-15,2025-04-15
WISCONSIN,116963,2025-04-15,2025-04-15
WYOMING,8337,2025-04-15,2025-04-15
TOTALS,5814659,2025-04-15,2025-04-15
