state,counts_lpn,updated_date,scrape_date
ALABAMA,17287,2022-01-14,2022-01-15
ALASKA,762,2022-01-14,2022-01-15
AMERICAN SAMOA,132,2022-01-14,2022-01-15
ARIZONA,10847,2022-01-14,2022-01-15
ARKANSAS,14243,2022-01-14,2022-01-15
CALIFORNIA-RN (Non-Participating),NA,2022-01-14,2022-01-15
CALIFORNIA-VN,105663,2022-01-14,2022-01-15
COLORADO,8047,2022-01-14,2022-01-15
CONNECTICUT,13843,2022-01-14,2022-01-15
DELAWARE,3173,2022-01-14,2022-01-15
DISTRICT OF COLUMBIA,2182,2022-01-14,2022-01-15
FLORIDA,61605,2022-01-14,2022-01-15
GEORGIA,29831,2022-01-14,2022-01-15
GUAM,211,2022-01-14,2022-01-15
HAWAII,1691,2022-01-14,2022-01-15
IDAHO,3534,2022-01-14,2022-01-15
ILLINOIS,25669,2022-01-14,2022-01-15
INDIANA,22945,2022-01-14,2022-01-15
IOWA,10082,2022-01-14,2022-01-15
KANSAS,9562,2022-01-14,2022-01-15
KENTUCKY,12799,2022-01-14,2022-01-15
LOUISIANA-PN,21848,2022-01-14,2022-01-15
LOUISIANA-RN (Non-Participating),NA,2022-01-14,2022-01-15
MAINE,1905,2022-01-14,2022-01-15
MARYLAND,11279,2022-01-14,2022-01-15
MASSACHUSETTS,19942,2022-01-14,2022-01-15
MICHIGAN (Non-Participating),NA,2022-01-14,2022-01-15
MINNESOTA,19503,2022-01-14,2022-01-15
MISSISSIPPI,12540,2022-01-14,2022-01-15
MISSOURI,24540,2022-01-14,2022-01-15
MONTANA,2417,2022-01-14,2022-01-15
NEBRASKA,5226,2022-01-14,2022-01-15
NEVADA,4391,2022-01-14,2022-01-15
NEW HAMPSHIRE,3083,2022-01-14,2022-01-15
NEW JERSEY,23921,2022-01-14,2022-01-15
NEW MEXICO,2459,2022-01-14,2022-01-15
NEW YORK,68163,2022-01-14,2022-01-15
NORTH CAROLINA,22675,2022-01-14,2022-01-15
NORTH DAKOTA,3018,2022-01-14,2022-01-15
NORTHERN MARIANA ISLANDS,49,2022-01-14,2022-01-15
OHIO,53773,2022-01-14,2022-01-15
OKLAHOMA,15377,2022-01-14,2022-01-15
OREGON,6016,2022-01-14,2022-01-15
PENNSYLVANIA,52809,2022-01-14,2022-01-15
RHODE ISLAND,2581,2022-01-14,2022-01-15
SOUTH CAROLINA,12374,2022-01-14,2022-01-15
SOUTH DAKOTA,2677,2022-01-14,2022-01-15
TENNESSEE,29982,2022-01-14,2022-01-15
TEXAS,105153,2022-01-14,2022-01-15
UTAH,2828,2022-01-14,2022-01-15
VERMONT,2611,2022-01-14,2022-01-15
VIRGIN ISLANDS,92,2022-01-14,2022-01-15
VIRGINIA,26895,2022-01-14,2022-01-15
WASHINGTON,11052,2022-01-14,2022-01-15
WEST VIRGINIA-PN,8020,2022-01-14,2022-01-15
WEST VIRGINIA-RN (Non-Participating),NA,2022-01-14,2022-01-15
WISCONSIN,15086,2022-01-14,2022-01-15
WYOMING,875,2022-01-14,2022-01-15
TOTALS,949268,2022-01-14,2022-01-15
