state,counts_rn,updated_date,scrape_date
ALABAMA,94683,2022-03-15,2022-03-16
ALASKA,18590,2022-03-15,2022-03-16
AMERICAN SAMOA,167,2022-03-15,2022-03-16
ARIZONA,104766,2022-03-15,2022-03-16
ARKANSAS,45052,2022-03-15,2022-03-16
CALIFORNIA-RN,470220,2022-03-15,2022-03-16
CALIFORNIA-VN (Non-Participating),NA,2022-03-15,2022-03-16
COLORADO,82652,2022-03-15,2022-03-16
CONNECTICUT,83151,2022-03-15,2022-03-16
DELAWARE,19651,2022-03-15,2022-03-16
DISTRICT OF COLUMBIA,30902,2022-03-15,2022-03-16
FLORIDA,352683,2022-03-15,2022-03-16
GEORGIA,135927,2022-03-15,2022-03-16
GUAM,1633,2022-03-15,2022-03-16
HAWAII,28053,2022-03-15,2022-03-16
IDAHO,26459,2022-03-15,2022-03-16
ILLINOIS,222572,2022-03-15,2022-03-16
INDIANA,121491,2022-03-15,2022-03-16
IOWA,59010,2022-03-15,2022-03-16
KANSAS,53413,2022-03-15,2022-03-16
KENTUCKY,73349,2022-03-15,2022-03-16
LOUISIANA-PN (Non-Participating),NA,2022-03-15,2022-03-16
LOUISIANA-RN,63447,2022-03-15,2022-03-16
MAINE,28127,2022-03-15,2022-03-16
MARYLAND,86451,2022-03-15,2022-03-16
MASSACHUSETTS,156458,2022-03-15,2022-03-16
MICHIGAN (Non-Participating),NA,2022-03-15,2022-03-16
MINNESOTA,120567,2022-03-15,2022-03-16
MISSISSIPPI,51094,2022-03-15,2022-03-16
MISSOURI,117711,2022-03-15,2022-03-16
MONTANA,19846,2022-03-15,2022-03-16
NEBRASKA,31678,2022-03-15,2022-03-16
NEVADA,53093,2022-03-15,2022-03-16
NEW HAMPSHIRE,25803,2022-03-15,2022-03-16
NEW JERSEY,141638,2022-03-15,2022-03-16
NEW MEXICO,30391,2022-03-15,2022-03-16
NEW YORK,360447,2022-03-15,2022-03-16
NORTH CAROLINA,149804,2022-03-15,2022-03-16
NORTH DAKOTA,16158,2022-03-15,2022-03-16
NORTHERN MARIANA ISLANDS,3287,2022-03-15,2022-03-16
OHIO,224963,2022-03-15,2022-03-16
OKLAHOMA,51774,2022-03-15,2022-03-16
OREGON,74232,2022-03-15,2022-03-16
PENNSYLVANIA,236007,2022-03-15,2022-03-16
RHODE ISLAND,25600,2022-03-15,2022-03-16
SOUTH CAROLINA,78595,2022-03-15,2022-03-16
SOUTH DAKOTA,19368,2022-03-15,2022-03-16
TENNESSEE,110702,2022-03-15,2022-03-16
TEXAS,368695,2022-03-15,2022-03-16
UTAH,41219,2022-03-15,2022-03-16
VERMONT,20762,2022-03-15,2022-03-16
VIRGIN ISLANDS,1335,2022-03-15,2022-03-16
VIRGINIA,113007,2022-03-15,2022-03-16
WASHINGTON,119143,2022-03-15,2022-03-16
WEST VIRGINIA-PN (Non-Participating),NA,2022-03-15,2022-03-16
WEST VIRGINIA-RN,33733,2022-03-15,2022-03-16
WISCONSIN,113014,2022-03-15,2022-03-16
WYOMING,9039,2022-03-15,2022-03-16
TOTALS,5121612,2022-03-15,2022-03-16
