state,counts_all,updated_date,scrape_date
ALABAMA,109706,2026-07-29,2026-07-29
ALASKA,25608,2026-07-29,2026-07-29
AMERICAN SAMOA,250,2026-07-29,2026-07-29
ARIZONA,133238,2026-07-29,2026-07-29
ARKANSAS,64067,2026-07-29,2026-07-29
CALIFORNIA,736969,2026-07-29,2026-07-29
COLORADO,100870,2026-07-29,2026-07-29
CONNECTICUT,88859,2026-07-29,2026-07-29
DELAWARE,23019,2026-07-29,2026-07-29
DISTRICT OF COLUMBIA,47708,2026-07-29,2026-07-29
FLORIDA,457308,2026-07-29,2026-07-29
GEORGIA,177536,2026-07-29,2026-07-29
GUAM,1466,2026-07-29,2026-07-29
HAWAII,39949,2026-07-29,2026-07-29
IDAHO,33705,2026-07-29,2026-07-29
ILLINOIS,290459,2026-07-29,2026-07-29
INDIANA,155974,2026-07-29,2026-07-29
IOWA,68491,2026-07-29,2026-07-29
KANSAS,63588,2026-07-29,2026-07-29
KENTUCKY,94017,2026-07-29,2026-07-29
LOUISIANA,90937,2026-07-29,2026-07-29
MAINE,30512,2026-07-29,2026-07-29
MARYLAND,102617,2026-07-29,2026-07-29
MASSACHUSETTS,182027,2026-07-29,2026-07-29
MICHIGAN,212777,2026-07-29,2026-07-29
MINNESOTA,158871,2026-07-29,2026-07-29
MISSISSIPPI,70117,2026-07-29,2026-07-29
MISSOURI,143574,2026-07-29,2026-07-29
MONTANA,29312,2026-07-29,2026-07-29
NEBRASKA,39385,2026-07-29,2026-07-29
NEVADA,69800,2026-07-29,2026-07-29
NEW HAMPSHIRE,31176,2026-07-29,2026-07-29
NEW JERSEY,173640,2026-07-29,2026-07-29
NEW MEXICO,38395,2026-07-29,2026-07-29
NEW YORK,639453,2026-07-29,2026-07-29
NORTH CAROLINA,192473,2026-07-29,2026-07-29
NORTH DAKOTA,20449,2026-07-29,2026-07-29
NORTHERN MARIANA ISLANDS,3677,2026-07-29,2026-07-29
OHIO,291491,2026-07-29,2026-07-29
OKLAHOMA,74053,2026-07-29,2026-07-29
OREGON,100072,2026-07-29,2026-07-29
PENNSYLVANIA,285421,2026-07-29,2026-07-29
RHODE ISLAND,23890,2026-07-29,2026-07-29
SOUTH CAROLINA,100450,2026-07-29,2026-07-29
SOUTH DAKOTA,23441,2026-07-29,2026-07-29
TENNESSEE,149054,2026-07-29,2026-07-29
TEXAS,538666,2026-07-29,2026-07-29
UTAH,51697,2026-07-29,2026-07-29
VERMONT,13790,2026-07-29,2026-07-29
VIRGIN ISLANDS,1272,2026-07-29,2026-07-29
VIRGINIA,151970,2026-07-29,2026-07-29
WASHINGTON,117841,2026-07-29,2026-07-29
WEST VIRGINIA,39927,2026-07-29,2026-07-29
WISCONSIN,127104,2026-07-29,2026-07-29
WYOMING,10131,2026-07-29,2026-07-29
