state,counts_rn,updated_date,scrape_date
ALABAMA,94681,2022-03-12,2022-03-14
ALASKA,18577,2022-03-12,2022-03-14
AMERICAN SAMOA,167,2022-03-12,2022-03-14
ARIZONA,104740,2022-03-12,2022-03-14
ARKANSAS,45047,2022-03-12,2022-03-14
CALIFORNIA-RN,470064,2022-03-12,2022-03-14
CALIFORNIA-VN (Non-Participating),NA,2022-03-12,2022-03-14
COLORADO,82630,2022-03-12,2022-03-14
CONNECTICUT,83029,2022-03-12,2022-03-14
DELAWARE,19644,2022-03-12,2022-03-14
DISTRICT OF COLUMBIA,30861,2022-03-12,2022-03-14
FLORIDA,352554,2022-03-12,2022-03-14
GEORGIA,135856,2022-03-12,2022-03-14
GUAM,1635,2022-03-12,2022-03-14
HAWAII,27938,2022-03-12,2022-03-14
IDAHO,26440,2022-03-12,2022-03-14
ILLINOIS,222459,2022-03-12,2022-03-14
INDIANA,121458,2022-03-12,2022-03-14
IOWA,58997,2022-03-12,2022-03-14
KANSAS,53409,2022-03-12,2022-03-14
KENTUCKY,73327,2022-03-12,2022-03-14
LOUISIANA-PN (Non-Participating),NA,2022-03-12,2022-03-14
LOUISIANA-RN,63436,2022-03-12,2022-03-14
MAINE,28134,2022-03-12,2022-03-14
MARYLAND,86417,2022-03-12,2022-03-14
MASSACHUSETTS,156407,2022-03-12,2022-03-14
MICHIGAN (Non-Participating),NA,2022-03-12,2022-03-14
MINNESOTA,120567,2022-03-12,2022-03-14
MISSISSIPPI,51077,2022-03-12,2022-03-14
MISSOURI,117706,2022-03-12,2022-03-14
MONTANA,19829,2022-03-12,2022-03-14
NEBRASKA,31673,2022-03-12,2022-03-14
NEVADA,53087,2022-03-12,2022-03-14
NEW HAMPSHIRE,25805,2022-03-12,2022-03-14
NEW JERSEY,141609,2022-03-12,2022-03-14
NEW MEXICO,30357,2022-03-12,2022-03-14
NEW YORK,360359,2022-03-12,2022-03-14
NORTH CAROLINA,149776,2022-03-12,2022-03-14
NORTH DAKOTA,16153,2022-03-12,2022-03-14
NORTHERN MARIANA ISLANDS,3287,2022-03-12,2022-03-14
OHIO,224860,2022-03-12,2022-03-14
OKLAHOMA,51754,2022-03-12,2022-03-14
OREGON,74275,2022-03-12,2022-03-14
PENNSYLVANIA,235956,2022-03-12,2022-03-14
RHODE ISLAND,25555,2022-03-12,2022-03-14
SOUTH CAROLINA,78564,2022-03-12,2022-03-14
SOUTH DAKOTA,19373,2022-03-12,2022-03-14
TENNESSEE,110665,2022-03-12,2022-03-14
TEXAS,368550,2022-03-12,2022-03-14
UTAH,41210,2022-03-12,2022-03-14
VERMONT,20743,2022-03-12,2022-03-14
VIRGIN ISLANDS,1334,2022-03-12,2022-03-14
VIRGINIA,112998,2022-03-12,2022-03-14
WASHINGTON,119062,2022-03-12,2022-03-14
WEST VIRGINIA-PN (Non-Participating),NA,2022-03-12,2022-03-14
WEST VIRGINIA-RN,33726,2022-03-12,2022-03-14
WISCONSIN,112992,2022-03-12,2022-03-14
WYOMING,9036,2022-03-12,2022-03-14
TOTALS,5119845,2022-03-12,2022-03-14
