state,counts_all,updated_date,scrape_date
ALABAMA,104071,2025-04-15,2025-04-15
ALASKA,20339,2025-04-15,2025-04-15
AMERICAN SAMOA,133,2025-04-15,2025-04-15
ARIZONA,127532,2025-04-15,2025-04-15
ARKANSAS,61893,2025-04-15,2025-04-15
CALIFORNIA,675684,2025-04-15,2025-04-15
COLORADO,97152,2025-04-15,2025-04-15
CONNECTICUT,93961,2025-04-15,2025-04-15
DELAWARE,25041,2025-04-15,2025-04-15
DISTRICT OF COLUMBIA,47005,2025-04-15,2025-04-15
FLORIDA,452222,2025-04-15,2025-04-15
GEORGIA,174352,2025-04-15,2025-04-15
GUAM,1463,2025-04-15,2025-04-15
HAWAII,42575,2025-04-15,2025-04-15
IDAHO,33780,2025-04-15,2025-04-15
ILLINOIS,266992,2025-04-15,2025-04-15
INDIANA,154528,2025-04-15,2025-04-15
IOWA,67099,2025-04-15,2025-04-15
KANSAS,62138,2025-04-15,2025-04-15
KENTUCKY,89436,2025-04-15,2025-04-15
LOUISIANA,87985,2025-04-15,2025-04-15
MAINE,30423,2025-04-15,2025-04-15
MARYLAND,101147,2025-04-15,2025-04-15
MASSACHUSETTS,181572,2025-04-15,2025-04-15
MICHIGAN,198011,2025-04-15,2025-04-15
MINNESOTA,152341,2025-04-15,2025-04-15
MISSISSIPPI,66431,2025-04-15,2025-04-15
MISSOURI,146360,2025-04-15,2025-04-15
MONTANA,26877,2025-04-15,2025-04-15
NEBRASKA,37021,2025-04-15,2025-04-15
NEVADA,65879,2025-04-15,2025-04-15
NEW HAMPSHIRE,30626,2025-04-15,2025-04-15
NEW JERSEY,176188,2025-04-15,2025-04-15
NEW MEXICO,36617,2025-04-15,2025-04-15
NEW YORK,576937,2025-04-15,2025-04-15
NORTH CAROLINA,185259,2025-04-15,2025-04-15
NORTH DAKOTA,19695,2025-04-15,2025-04-15
NORTHERN MARIANA ISLANDS,4492,2025-04-15,2025-04-15
OHIO,287760,2025-04-15,2025-04-15
OKLAHOMA,70659,2025-04-15,2025-04-15
OREGON,95587,2025-04-15,2025-04-15
PENNSYLVANIA,290698,2025-04-15,2025-04-15
RHODE ISLAND,22865,2025-04-15,2025-04-15
SOUTH CAROLINA,98427,2025-04-15,2025-04-15
SOUTH DAKOTA,22829,2025-04-15,2025-04-15
TENNESSEE,146002,2025-04-15,2025-04-15
TEXAS,521555,2025-04-15,2025-04-15
UTAH,46784,2025-04-15,2025-04-15
VERMONT,12364,2025-04-15,2025-04-15
VIRGIN ISLANDS,1367,2025-04-15,2025-04-15
VIRGINIA,147841,2025-04-15,2025-04-15
WASHINGTON,118566,2025-04-15,2025-04-15
WEST VIRGINIA,42004,2025-04-15,2025-04-15
WISCONSIN,129434,2025-04-15,2025-04-15
WYOMING,9044,2025-04-15,2025-04-15
