state,counts_rn,updated_date,scrape_date
ALABAMA,87611,2024-10-22,2024-10-22
ALASKA,23700,2024-10-22,2024-10-22
AMERICAN SAMOA,57,2024-10-22,2024-10-22
ARIZONA,113913,2024-10-22,2024-10-22
ARKANSAS,47856,2024-10-22,2024-10-22
CALIFORNIA-RN,542720,2024-10-22,2024-10-22
CALIFORNIA-VN (Non-Participating),NA,2024-10-22,2024-10-22
COLORADO,92402,2024-10-22,2024-10-22
CONNECTICUT,83242,2024-10-22,2024-10-22
DELAWARE,21385,2024-10-22,2024-10-22
DISTRICT OF COLUMBIA,49033,2024-10-22,2024-10-22
FLORIDA,379254,2024-10-22,2024-10-22
GEORGIA,146098,2024-10-22,2024-10-22
GUAM,1207,2024-10-22,2024-10-22
HAWAII,37656,2024-10-22,2024-10-22
IDAHO,29398,2024-10-22,2024-10-22
ILLINOIS,252064,2024-10-22,2024-10-22
INDIANA,131118,2024-10-22,2024-10-22
IOWA,58354,2024-10-22,2024-10-22
KANSAS,53437,2024-10-22,2024-10-22
KENTUCKY,78223,2024-10-22,2024-10-22
LOUISIANA-PN (Non-Participating),NA,2024-10-22,2024-10-22
LOUISIANA-RN,67134,2024-10-22,2024-10-22
MAINE,28989,2024-10-22,2024-10-22
MARYLAND,89795,2024-10-22,2024-10-22
MASSACHUSETTS,166568,2024-10-22,2024-10-22
MICHIGAN,176631,2024-10-22,2024-10-22
MINNESOTA,134771,2024-10-22,2024-10-22
MISSISSIPPI,54882,2024-10-22,2024-10-22
MISSOURI,124153,2024-10-22,2024-10-22
MONTANA,24827,2024-10-22,2024-10-22
NEBRASKA,34351,2024-10-22,2024-10-22
NEVADA,60439,2024-10-22,2024-10-22
NEW HAMPSHIRE,27377,2024-10-22,2024-10-22
NEW JERSEY,147630,2024-10-22,2024-10-22
NEW MEXICO,34113,2024-10-22,2024-10-22
NEW YORK,480155,2024-10-22,2024-10-22
NORTH CAROLINA,162130,2024-10-22,2024-10-22
NORTH DAKOTA,17817,2024-10-22,2024-10-22
NORTHERN MARIANA ISLANDS,4662,2024-10-22,2024-10-22
OHIO,232903,2024-10-22,2024-10-22
OKLAHOMA,53408,2024-10-22,2024-10-22
OREGON,86185,2024-10-22,2024-10-22
PENNSYLVANIA,245629,2024-10-22,2024-10-22
RHODE ISLAND,25513,2024-10-22,2024-10-22
SOUTH CAROLINA,83376,2024-10-22,2024-10-22
SOUTH DAKOTA,20000,2024-10-22,2024-10-22
TENNESSEE,116856,2024-10-22,2024-10-22
TEXAS,415336,2024-10-22,2024-10-22
UTAH,47351,2024-10-22,2024-10-22
VERMONT,13019,2024-10-22,2024-10-22
VIRGIN ISLANDS,1296,2024-10-22,2024-10-22
VIRGINIA,121160,2024-10-22,2024-10-22
WASHINGTON,108590,2024-10-22,2024-10-22
WEST VIRGINIA-PN (Non-Participating),NA,2024-10-22,2024-10-22
WEST VIRGINIA-RN,38160,2024-10-22,2024-10-22
WISCONSIN,113687,2024-10-22,2024-10-22
WYOMING,9516,2024-10-22,2024-10-22
TOTALS,5797137,2024-10-22,2024-10-22
