state,counts_lpn,updated_date,scrape_date
ALABAMA,15889,2025-05-02,2025-05-02
ALASKA,727,2025-05-02,2025-05-02
AMERICAN SAMOA,23,2025-05-02,2025-05-02
ARIZONA,11118,2025-05-02,2025-05-02
ARKANSAS,13666,2025-05-02,2025-05-02
CALIFORNIA-RN (Non-Participating),NA,2025-05-02,2025-05-02
CALIFORNIA-VN,113817,2025-05-02,2025-05-02
COLORADO,7501,2025-05-02,2025-05-02
CONNECTICUT,12684,2025-05-02,2025-05-02
DELAWARE,3139,2025-05-02,2025-05-02
DISTRICT OF COLUMBIA,2888,2025-05-02,2025-05-02
FLORIDA,66041,2025-05-02,2025-05-02
GEORGIA,30673,2025-05-02,2025-05-02
GUAM,191,2025-05-02,2025-05-02
HAWAII,2280,2025-05-02,2025-05-02
IDAHO,3275,2025-05-02,2025-05-02
ILLINOIS,27706,2025-05-02,2025-05-02
INDIANA,20469,2025-05-02,2025-05-02
IOWA,8693,2025-05-02,2025-05-02
KANSAS,8996,2025-05-02,2025-05-02
KENTUCKY,12572,2025-05-02,2025-05-02
LOUISIANA-PN,21346,2025-05-02,2025-05-02
LOUISIANA-RN (Non-Participating),NA,2025-05-02,2025-05-02
MAINE,1640,2025-05-02,2025-05-02
MARYLAND,11163,2025-05-02,2025-05-02
MASSACHUSETTS,20317,2025-05-02,2025-05-02
MICHIGAN,20645,2025-05-02,2025-05-02
MINNESOTA,17393,2025-05-02,2025-05-02
MISSISSIPPI,14366,2025-05-02,2025-05-02
MISSOURI,22931,2025-05-02,2025-05-02
MONTANA,2138,2025-05-02,2025-05-02
NEBRASKA,5405,2025-05-02,2025-05-02
NEVADA,4775,2025-05-02,2025-05-02
NEW HAMPSHIRE,3187,2025-05-02,2025-05-02
NEW JERSEY,24535,2025-05-02,2025-05-02
NEW MEXICO,2416,2025-05-02,2025-05-02
NEW YORK,76881,2025-05-02,2025-05-02
NORTH CAROLINA,22788,2025-05-02,2025-05-02
NORTH DAKOTA,2651,2025-05-02,2025-05-02
NORTHERN MARIANA ISLANDS,54,2025-05-02,2025-05-02
OHIO,51309,2025-05-02,2025-05-02
OKLAHOMA,16758,2025-05-02,2025-05-02
OREGON,6589,2025-05-02,2025-05-02
PENNSYLVANIA,49702,2025-05-02,2025-05-02
RHODE ISLAND,2376,2025-05-02,2025-05-02
SOUTH CAROLINA,12424,2025-05-02,2025-05-02
SOUTH DAKOTA,2757,2025-05-02,2025-05-02
TENNESSEE,29240,2025-05-02,2025-05-02
TEXAS,101046,2025-05-02,2025-05-02
UTAH,2705,2025-05-02,2025-05-02
VERMONT,1573,2025-05-02,2025-05-02
VIRGIN ISLANDS,77,2025-05-02,2025-05-02
VIRGINIA,26131,2025-05-02,2025-05-02
WASHINGTON,10231,2025-05-02,2025-05-02
WEST VIRGINIA-PN,7640,2025-05-02,2025-05-02
WEST VIRGINIA-RN (Non-Participating),NA,2025-05-02,2025-05-02
WISCONSIN,9469,2025-05-02,2025-05-02
WYOMING,709,2025-05-02,2025-05-02
TOTALS,967715,2025-05-02,2025-05-02
