state,counts_lpn,updated_date,scrape_date
ALABAMA,16667,2025-09-20,2025-09-20
ALASKA,814,2025-09-20,2025-09-20
AMERICAN SAMOA,69,2025-09-20,2025-09-20
ARIZONA,10738,2025-09-20,2025-09-20
ARKANSAS,13862,2025-09-20,2025-09-20
CALIFORNIA-RN (Non-Participating),NA,2025-09-20,2025-09-20
CALIFORNIA-VN,115452,2025-09-20,2025-09-20
COLORADO,7765,2025-09-20,2025-09-20
CONNECTICUT,12822,2025-09-20,2025-09-20
DELAWARE,3310,2025-09-20,2025-09-20
DISTRICT OF COLUMBIA,2969,2025-09-20,2025-09-20
FLORIDA,57950,2025-09-20,2025-09-20
GEORGIA,27722,2025-09-20,2025-09-20
GUAM,206,2025-09-20,2025-09-20
HAWAII,1762,2025-09-20,2025-09-20
IDAHO,3354,2025-09-20,2025-09-20
ILLINOIS,24726,2025-09-20,2025-09-20
INDIANA,21072,2025-09-20,2025-09-20
IOWA,8920,2025-09-20,2025-09-20
KANSAS,9190,2025-09-20,2025-09-20
KENTUCKY,12987,2025-09-20,2025-09-20
LOUISIANA-PN,21985,2025-09-20,2025-09-20
LOUISIANA-RN (Non-Participating),NA,2025-09-20,2025-09-20
MAINE,1595,2025-09-20,2025-09-20
MARYLAND,11362,2025-09-20,2025-09-20
MASSACHUSETTS,21153,2025-09-20,2025-09-20
MICHIGAN,20753,2025-09-20,2025-09-20
MINNESOTA,17541,2025-09-20,2025-09-20
MISSISSIPPI,14803,2025-09-20,2025-09-20
MISSOURI,23584,2025-09-20,2025-09-20
MONTANA,2190,2025-09-20,2025-09-20
NEBRASKA,5666,2025-09-20,2025-09-20
NEVADA,4781,2025-09-20,2025-09-20
NEW HAMPSHIRE,3172,2025-09-20,2025-09-20
NEW JERSEY,23720,2025-09-20,2025-09-20
NEW MEXICO,2466,2025-09-20,2025-09-20
NEW YORK,78202,2025-09-20,2025-09-20
NORTH CAROLINA,23134,2025-09-20,2025-09-20
NORTH DAKOTA,2842,2025-09-20,2025-09-20
NORTHERN MARIANA ISLANDS,55,2025-09-20,2025-09-20
OHIO,53079,2025-09-20,2025-09-20
OKLAHOMA,16698,2025-09-20,2025-09-20
OREGON,6708,2025-09-20,2025-09-20
PENNSYLVANIA,50808,2025-09-20,2025-09-20
RHODE ISLAND,2555,2025-09-20,2025-09-20
SOUTH CAROLINA,12651,2025-09-20,2025-09-20
SOUTH DAKOTA,2831,2025-09-20,2025-09-20
TENNESSEE,29094,2025-09-20,2025-09-20
TEXAS,101126,2025-09-20,2025-09-20
UTAH,2781,2025-09-20,2025-09-20
VERMONT,1742,2025-09-20,2025-09-20
VIRGIN ISLANDS,79,2025-09-20,2025-09-20
VIRGINIA,26284,2025-09-20,2025-09-20
WASHINGTON,10672,2025-09-20,2025-09-20
WEST VIRGINIA-PN,7299,2025-09-20,2025-09-20
WEST VIRGINIA-RN (Non-Participating),NA,2025-09-20,2025-09-20
WISCONSIN,10589,2025-09-20,2025-09-20
WYOMING,817,2025-09-20,2025-09-20
TOTALS,967174,2025-09-20,2025-09-20
