state,counts_lpn,updated_date,scrape_date
ALABAMA,16813,2026-01-05,2026-01-23
ALASKA,850,2026-01-05,2026-01-23
AMERICAN SAMOA,69,2026-01-05,2026-01-23
ARIZONA,10911,2026-01-05,2026-01-23
ARKANSAS,13790,2026-01-05,2026-01-23
CALIFORNIA-RN (Non-Participating),NA,2026-01-05,2026-01-23
CALIFORNIA-VN,115536,2026-01-05,2026-01-23
COLORADO,7909,2026-01-05,2026-01-23
CONNECTICUT,12809,2026-01-05,2026-01-23
DELAWARE,3390,2026-01-05,2026-01-23
DISTRICT OF COLUMBIA,3041,2026-01-05,2026-01-23
FLORIDA,59436,2026-01-05,2026-01-23
GEORGIA,28318,2026-01-05,2026-01-23
GUAM,181,2026-01-05,2026-01-23
HAWAII,1836,2026-01-05,2026-01-23
IDAHO,3463,2026-01-05,2026-01-23
ILLINOIS,25364,2026-01-05,2026-01-23
INDIANA,21405,2026-01-05,2026-01-23
IOWA,8827,2026-01-05,2026-01-23
KANSAS,9023,2026-01-05,2026-01-23
KENTUCKY,12334,2026-01-05,2026-01-23
LOUISIANA-PN,22331,2026-01-05,2026-01-23
LOUISIANA-RN (Non-Participating),NA,2026-01-05,2026-01-23
MAINE,1571,2026-01-05,2026-01-23
MARYLAND,11323,2026-01-05,2026-01-23
MASSACHUSETTS,21408,2026-01-05,2026-01-23
MICHIGAN,20758,2026-01-05,2026-01-23
MINNESOTA,17183,2026-01-05,2026-01-23
MISSISSIPPI,12948,2026-01-05,2026-01-23
MISSOURI,23858,2026-01-05,2026-01-23
MONTANA,2206,2026-01-05,2026-01-23
NEBRASKA,4776,2026-01-05,2026-01-23
NEVADA,4748,2026-01-05,2026-01-23
NEW HAMPSHIRE,3136,2026-01-05,2026-01-23
NEW JERSEY,24223,2026-01-05,2026-01-23
NEW MEXICO,2481,2026-01-05,2026-01-23
NEW YORK,79178,2026-01-05,2026-01-23
NORTH CAROLINA,22924,2026-01-05,2026-01-23
NORTH DAKOTA,2472,2026-01-05,2026-01-23
NORTHERN MARIANA ISLANDS,52,2026-01-05,2026-01-23
OHIO,54263,2026-01-05,2026-01-23
OKLAHOMA,16125,2026-01-05,2026-01-23
OREGON,6740,2026-01-05,2026-01-23
PENNSYLVANIA,51594,2026-01-05,2026-01-23
RHODE ISLAND,2676,2026-01-05,2026-01-23
SOUTH CAROLINA,12813,2026-01-05,2026-01-23
SOUTH DAKOTA,2783,2026-01-05,2026-01-23
TENNESSEE,29189,2026-01-05,2026-01-23
TEXAS,100397,2026-01-05,2026-01-23
UTAH,2850,2026-01-05,2026-01-23
VERMONT,1791,2026-01-05,2026-01-23
VIRGIN ISLANDS,79,2026-01-05,2026-01-23
VIRGINIA,26026,2026-01-05,2026-01-23
WASHINGTON,10145,2026-01-05,2026-01-23
WEST VIRGINIA-PN,7442,2026-01-05,2026-01-23
WEST VIRGINIA-RN (Non-Participating),NA,2026-01-05,2026-01-23
WISCONSIN,10829,2026-01-05,2026-01-23
WYOMING,844,2026-01-05,2026-01-23
TOTALS,969467,2026-01-05,2026-01-23
