state,counts_lpn,updated_date,scrape_date
ALABAMA,17639,2022-12-20,2022-12-21
ALASKA,625,2022-12-20,2022-12-21
AMERICAN SAMOA,132,2022-12-20,2022-12-21
ARIZONA,10992,2022-12-20,2022-12-21
ARKANSAS,14016,2022-12-20,2022-12-21
CALIFORNIA-RN (Non-Participating),NA,2022-12-20,2022-12-21
CALIFORNIA-VN,107635,2022-12-20,2022-12-21
COLORADO,7537,2022-12-20,2022-12-21
CONNECTICUT,14406,2022-12-20,2022-12-21
DELAWARE,2894,2022-12-20,2022-12-21
DISTRICT OF COLUMBIA,2329,2022-12-20,2022-12-21
FLORIDA,66337,2022-12-20,2022-12-21
GEORGIA,30580,2022-12-20,2022-12-21
GUAM,225,2022-12-20,2022-12-21
HAWAII,1991,2022-12-20,2022-12-21
IDAHO,3272,2022-12-20,2022-12-21
ILLINOIS,27170,2022-12-20,2022-12-21
INDIANA,20430,2022-12-20,2022-12-21
IOWA,9129,2022-12-20,2022-12-21
KANSAS,9392,2022-12-20,2022-12-21
KENTUCKY,12629,2022-12-20,2022-12-21
LOUISIANA-PN,21832,2022-12-20,2022-12-21
LOUISIANA-RN (Non-Participating),NA,2022-12-20,2022-12-21
MAINE,1831,2022-12-20,2022-12-21
MARYLAND,11161,2022-12-20,2022-12-21
MASSACHUSETTS,21210,2022-12-20,2022-12-21
MICHIGAN (Non-Participating),NA,2022-12-20,2022-12-21
MINNESOTA,18786,2022-12-20,2022-12-21
MISSISSIPPI,13599,2022-12-20,2022-12-21
MISSOURI,22832,2022-12-20,2022-12-21
MONTANA,2405,2022-12-20,2022-12-21
NEBRASKA,5599,2022-12-20,2022-12-21
NEVADA,4639,2022-12-20,2022-12-21
NEW HAMPSHIRE,3096,2022-12-20,2022-12-21
NEW JERSEY,23751,2022-12-20,2022-12-21
NEW MEXICO,2401,2022-12-20,2022-12-21
NEW YORK,70806,2022-12-20,2022-12-21
NORTH CAROLINA,22976,2022-12-20,2022-12-21
NORTH DAKOTA,3323,2022-12-20,2022-12-21
NORTHERN MARIANA ISLANDS,58,2022-12-20,2022-12-21
OHIO,49847,2022-12-20,2022-12-21
OKLAHOMA,16763,2022-12-20,2022-12-21
OREGON,6173,2022-12-20,2022-12-21
PENNSYLVANIA,48873,2022-12-20,2022-12-21
RHODE ISLAND,2775,2022-12-20,2022-12-21
SOUTH CAROLINA,12166,2022-12-20,2022-12-21
SOUTH DAKOTA,2679,2022-12-20,2022-12-21
TENNESSEE,29924,2022-12-20,2022-12-21
TEXAS,104038,2022-12-20,2022-12-21
UTAH,2620,2022-12-20,2022-12-21
VERMONT,1845,2022-12-20,2022-12-21
VIRGIN ISLANDS,91,2022-12-20,2022-12-21
VIRGINIA,26720,2022-12-20,2022-12-21
WASHINGTON,11140,2022-12-20,2022-12-21
WEST VIRGINIA-PN,7940,2022-12-20,2022-12-21
WEST VIRGINIA-RN (Non-Participating),NA,2022-12-20,2022-12-21
WISCONSIN,16132,2022-12-20,2022-12-21
WYOMING,1001,2022-12-20,2022-12-21
TOTALS,950392,2022-12-20,2022-12-21
