state,counts_lpn,updated_date,scrape_date
ALABAMA,16413,2025-09-02,2025-09-02
ALASKA,812,2025-09-02,2025-09-02
AMERICAN SAMOA,57,2025-09-02,2025-09-02
ARIZONA,10696,2025-09-02,2025-09-02
ARKANSAS,13817,2025-09-02,2025-09-02
CALIFORNIA-RN (Non-Participating),NA,2025-09-02,2025-09-02
CALIFORNIA-VN,115549,2025-09-02,2025-09-02
COLORADO,7726,2025-09-02,2025-09-02
CONNECTICUT,12832,2025-09-02,2025-09-02
DELAWARE,3272,2025-09-02,2025-09-02
DISTRICT OF COLUMBIA,2955,2025-09-02,2025-09-02
FLORIDA,57562,2025-09-02,2025-09-02
GEORGIA,27722,2025-09-02,2025-09-02
GUAM,197,2025-09-02,2025-09-02
HAWAII,1745,2025-09-02,2025-09-02
IDAHO,3341,2025-09-02,2025-09-02
ILLINOIS,24512,2025-09-02,2025-09-02
INDIANA,20963,2025-09-02,2025-09-02
IOWA,8941,2025-09-02,2025-09-02
KANSAS,9161,2025-09-02,2025-09-02
KENTUCKY,12962,2025-09-02,2025-09-02
LOUISIANA-PN,21918,2025-09-02,2025-09-02
LOUISIANA-RN (Non-Participating),NA,2025-09-02,2025-09-02
MAINE,1602,2025-09-02,2025-09-02
MARYLAND,11283,2025-09-02,2025-09-02
MASSACHUSETTS,20773,2025-09-02,2025-09-02
MICHIGAN,20737,2025-09-02,2025-09-02
MINNESOTA,17472,2025-09-02,2025-09-02
MISSISSIPPI,14674,2025-09-02,2025-09-02
MISSOURI,23412,2025-09-02,2025-09-02
MONTANA,2183,2025-09-02,2025-09-02
NEBRASKA,5666,2025-09-02,2025-09-02
NEVADA,4776,2025-09-02,2025-09-02
NEW HAMPSHIRE,3151,2025-09-02,2025-09-02
NEW JERSEY,23600,2025-09-02,2025-09-02
NEW MEXICO,2446,2025-09-02,2025-09-02
NEW YORK,78009,2025-09-02,2025-09-02
NORTH CAROLINA,22876,2025-09-02,2025-09-02
NORTH DAKOTA,2836,2025-09-02,2025-09-02
NORTHERN MARIANA ISLANDS,55,2025-09-02,2025-09-02
OHIO,52911,2025-09-02,2025-09-02
OKLAHOMA,16866,2025-09-02,2025-09-02
OREGON,6695,2025-09-02,2025-09-02
PENNSYLVANIA,50657,2025-09-02,2025-09-02
RHODE ISLAND,2529,2025-09-02,2025-09-02
SOUTH CAROLINA,12563,2025-09-02,2025-09-02
SOUTH DAKOTA,2815,2025-09-02,2025-09-02
TENNESSEE,29199,2025-09-02,2025-09-02
TEXAS,100556,2025-09-02,2025-09-02
UTAH,2770,2025-09-02,2025-09-02
VERMONT,1682,2025-09-02,2025-09-02
VIRGIN ISLANDS,79,2025-09-02,2025-09-02
VIRGINIA,26109,2025-09-02,2025-09-02
WASHINGTON,10600,2025-09-02,2025-09-02
WEST VIRGINIA-PN,7225,2025-09-02,2025-09-02
WEST VIRGINIA-RN (Non-Participating),NA,2025-09-02,2025-09-02
WISCONSIN,10494,2025-09-02,2025-09-02
WYOMING,814,2025-09-02,2025-09-02
TOTALS,963268,2025-09-02,2025-09-02
