state,counts_lpn,updated_date,scrape_date
ALABAMA,17478,2022-08-27,2022-08-27
ALASKA,819,2022-08-27,2022-08-27
AMERICAN SAMOA,132,2022-08-27,2022-08-27
ARIZONA,10727,2022-08-27,2022-08-27
ARKANSAS,14211,2022-08-27,2022-08-27
CALIFORNIA-RN (Non-Participating),NA,2022-08-27,2022-08-27
CALIFORNIA-VN,107542,2022-08-27,2022-08-27
COLORADO,8419,2022-08-27,2022-08-27
CONNECTICUT,14279,2022-08-27,2022-08-27
DELAWARE,2828,2022-08-27,2022-08-27
DISTRICT OF COLUMBIA,2245,2022-08-27,2022-08-27
FLORIDA,64886,2022-08-27,2022-08-27
GEORGIA,30015,2022-08-27,2022-08-27
GUAM,220,2022-08-27,2022-08-27
HAWAII,1895,2022-08-27,2022-08-27
IDAHO,3651,2022-08-27,2022-08-27
ILLINOIS,26484,2022-08-27,2022-08-27
INDIANA,23574,2022-08-27,2022-08-27
IOWA,10090,2022-08-27,2022-08-27
KANSAS,9641,2022-08-27,2022-08-27
KENTUCKY,13413,2022-08-27,2022-08-27
LOUISIANA-PN,21520,2022-08-27,2022-08-27
LOUISIANA-RN (Non-Participating),NA,2022-08-27,2022-08-27
MAINE,1864,2022-08-27,2022-08-27
MARYLAND,11239,2022-08-27,2022-08-27
MASSACHUSETTS,20686,2022-08-27,2022-08-27
MICHIGAN (Non-Participating),NA,2022-08-27,2022-08-27
MINNESOTA,19187,2022-08-27,2022-08-27
MISSISSIPPI,13273,2022-08-27,2022-08-27
MISSOURI,22396,2022-08-27,2022-08-27
MONTANA,2377,2022-08-27,2022-08-27
NEBRASKA,5534,2022-08-27,2022-08-27
NEVADA,4624,2022-08-27,2022-08-27
NEW HAMPSHIRE,3111,2022-08-27,2022-08-27
NEW JERSEY,23138,2022-08-27,2022-08-27
NEW MEXICO,2455,2022-08-27,2022-08-27
NEW YORK,69815,2022-08-27,2022-08-27
NORTH CAROLINA,22925,2022-08-27,2022-08-27
NORTH DAKOTA,3260,2022-08-27,2022-08-27
NORTHERN MARIANA ISLANDS,57,2022-08-27,2022-08-27
OHIO,55635,2022-08-27,2022-08-27
OKLAHOMA,16479,2022-08-27,2022-08-27
OREGON,6131,2022-08-27,2022-08-27
PENNSYLVANIA,47287,2022-08-27,2022-08-27
RHODE ISLAND,2627,2022-08-27,2022-08-27
SOUTH CAROLINA,11882,2022-08-27,2022-08-27
SOUTH DAKOTA,2714,2022-08-27,2022-08-27
TENNESSEE,29909,2022-08-27,2022-08-27
TEXAS,104317,2022-08-27,2022-08-27
UTAH,2597,2022-08-27,2022-08-27
VERMONT,1818,2022-08-27,2022-08-27
VIRGIN ISLANDS,111,2022-08-27,2022-08-27
VIRGINIA,26834,2022-08-27,2022-08-27
WASHINGTON,11061,2022-08-27,2022-08-27
WEST VIRGINIA-PN,7649,2022-08-27,2022-08-27
WEST VIRGINIA-RN (Non-Participating),NA,2022-08-27,2022-08-27
WISCONSIN,15826,2022-08-27,2022-08-27
WYOMING,988,2022-08-27,2022-08-27
TOTALS,953875,2022-08-27,2022-08-27
