state,counts_lpn,updated_date,scrape_date
ALABAMA,16734,2025-10-04,2025-10-04
ALASKA,818,2025-10-04,2025-10-04
AMERICAN SAMOA,69,2025-10-04,2025-10-04
ARIZONA,10775,2025-10-04,2025-10-04
ARKANSAS,13782,2025-10-04,2025-10-04
CALIFORNIA-RN (Non-Participating),NA,2025-10-04,2025-10-04
CALIFORNIA-VN,115134,2025-10-04,2025-10-04
COLORADO,7789,2025-10-04,2025-10-04
CONNECTICUT,12848,2025-10-04,2025-10-04
DELAWARE,3322,2025-10-04,2025-10-04
DISTRICT OF COLUMBIA,2977,2025-10-04,2025-10-04
FLORIDA,58216,2025-10-04,2025-10-04
GEORGIA,27722,2025-10-04,2025-10-04
GUAM,173,2025-10-04,2025-10-04
HAWAII,1772,2025-10-04,2025-10-04
IDAHO,3364,2025-10-04,2025-10-04
ILLINOIS,24829,2025-10-04,2025-10-04
INDIANA,21121,2025-10-04,2025-10-04
IOWA,8956,2025-10-04,2025-10-04
KANSAS,9136,2025-10-04,2025-10-04
KENTUCKY,13022,2025-10-04,2025-10-04
LOUISIANA-PN,22034,2025-10-04,2025-10-04
LOUISIANA-RN (Non-Participating),NA,2025-10-04,2025-10-04
MAINE,1592,2025-10-04,2025-10-04
MARYLAND,11330,2025-10-04,2025-10-04
MASSACHUSETTS,21210,2025-10-04,2025-10-04
MICHIGAN,20738,2025-10-04,2025-10-04
MINNESOTA,17422,2025-10-04,2025-10-04
MISSISSIPPI,14868,2025-10-04,2025-10-04
MISSOURI,23647,2025-10-04,2025-10-04
MONTANA,2192,2025-10-04,2025-10-04
NEBRASKA,5673,2025-10-04,2025-10-04
NEVADA,4768,2025-10-04,2025-10-04
NEW HAMPSHIRE,3190,2025-10-04,2025-10-04
NEW JERSEY,23793,2025-10-04,2025-10-04
NEW MEXICO,2465,2025-10-04,2025-10-04
NEW YORK,78329,2025-10-04,2025-10-04
NORTH CAROLINA,23074,2025-10-04,2025-10-04
NORTH DAKOTA,2844,2025-10-04,2025-10-04
NORTHERN MARIANA ISLANDS,55,2025-10-04,2025-10-04
OHIO,53282,2025-10-04,2025-10-04
OKLAHOMA,16501,2025-10-04,2025-10-04
OREGON,6734,2025-10-04,2025-10-04
PENNSYLVANIA,50976,2025-10-04,2025-10-04
RHODE ISLAND,2578,2025-10-04,2025-10-04
SOUTH CAROLINA,12698,2025-10-04,2025-10-04
SOUTH DAKOTA,2838,2025-10-04,2025-10-04
TENNESSEE,29210,2025-10-04,2025-10-04
TEXAS,100794,2025-10-04,2025-10-04
UTAH,2780,2025-10-04,2025-10-04
VERMONT,1756,2025-10-04,2025-10-04
VIRGIN ISLANDS,79,2025-10-04,2025-10-04
VIRGINIA,26199,2025-10-04,2025-10-04
WASHINGTON,10691,2025-10-04,2025-10-04
WEST VIRGINIA-PN,7352,2025-10-04,2025-10-04
WEST VIRGINIA-RN (Non-Participating),NA,2025-10-04,2025-10-04
WISCONSIN,10629,2025-10-04,2025-10-04
WYOMING,822,2025-10-04,2025-10-04
TOTALS,967702,2025-10-04,2025-10-04
