state,counts_all,updated_date,scrape_date
ALABAMA,102986,2024-10-22,2024-10-22
ALASKA,24358,2024-10-22,2024-10-22
AMERICAN SAMOA,63,2024-10-22,2024-10-22
ARIZONA,124732,2024-10-22,2024-10-22
ARKANSAS,61691,2024-10-22,2024-10-22
CALIFORNIA,655787,2024-10-22,2024-10-22
COLORADO,100944,2024-10-22,2024-10-22
CONNECTICUT,96043,2024-10-22,2024-10-22
DELAWARE,24387,2024-10-22,2024-10-22
DISTRICT OF COLUMBIA,51864,2024-10-22,2024-10-22
FLORIDA,443584,2024-10-22,2024-10-22
GEORGIA,176092,2024-10-22,2024-10-22
GUAM,1396,2024-10-22,2024-10-22
HAWAII,39752,2024-10-22,2024-10-22
IDAHO,32519,2024-10-22,2024-10-22
ILLINOIS,278871,2024-10-22,2024-10-22
INDIANA,154079,2024-10-22,2024-10-22
IOWA,67237,2024-10-22,2024-10-22
KANSAS,62686,2024-10-22,2024-10-22
KENTUCKY,91478,2024-10-22,2024-10-22
LOUISIANA,89098,2024-10-22,2024-10-22
MAINE,30660,2024-10-22,2024-10-22
MARYLAND,100937,2024-10-22,2024-10-22
MASSACHUSETTS,186487,2024-10-22,2024-10-22
MICHIGAN,197434,2024-10-22,2024-10-22
MINNESOTA,152542,2024-10-22,2024-10-22
MISSISSIPPI,68819,2024-10-22,2024-10-22
MISSOURI,146508,2024-10-22,2024-10-22
MONTANA,27051,2024-10-22,2024-10-22
NEBRASKA,39662,2024-10-22,2024-10-22
NEVADA,65205,2024-10-22,2024-10-22
NEW HAMPSHIRE,30508,2024-10-22,2024-10-22
NEW JERSEY,171361,2024-10-22,2024-10-22
NEW MEXICO,36552,2024-10-22,2024-10-22
NEW YORK,555800,2024-10-22,2024-10-22
NORTH CAROLINA,185183,2024-10-22,2024-10-22
NORTH DAKOTA,20830,2024-10-22,2024-10-22
NORTHERN MARIANA ISLANDS,4720,2024-10-22,2024-10-22
OHIO,289008,2024-10-22,2024-10-22
OKLAHOMA,70431,2024-10-22,2024-10-22
OREGON,92687,2024-10-22,2024-10-22
PENNSYLVANIA,293925,2024-10-22,2024-10-22
RHODE ISLAND,28175,2024-10-22,2024-10-22
SOUTH CAROLINA,95444,2024-10-22,2024-10-22
SOUTH DAKOTA,22764,2024-10-22,2024-10-22
TENNESSEE,146311,2024-10-22,2024-10-22
TEXAS,517402,2024-10-22,2024-10-22
UTAH,49880,2024-10-22,2024-10-22
VERMONT,14523,2024-10-22,2024-10-22
VIRGIN ISLANDS,1378,2024-10-22,2024-10-22
VIRGINIA,147494,2024-10-22,2024-10-22
WASHINGTON,119037,2024-10-22,2024-10-22
WEST VIRGINIA,45569,2024-10-22,2024-10-22
WISCONSIN,125550,2024-10-22,2024-10-22
WYOMING,10530,2024-10-22,2024-10-22
