state,counts_lpn,updated_date,scrape_date
ALABAMA,16832,2022-03-02,2022-03-03
ALASKA,778,2022-03-02,2022-03-03
AMERICAN SAMOA,132,2022-03-02,2022-03-03
ARIZONA,10973,2022-03-02,2022-03-03
ARKANSAS,14088,2022-03-02,2022-03-03
CALIFORNIA-RN (Non-Participating),NA,2022-03-02,2022-03-03
CALIFORNIA-VN,105325,2022-03-02,2022-03-03
COLORADO,8095,2022-03-02,2022-03-03
CONNECTICUT,13921,2022-03-02,2022-03-03
DELAWARE,3188,2022-03-02,2022-03-03
DISTRICT OF COLUMBIA,2186,2022-03-02,2022-03-03
FLORIDA,62275,2022-03-02,2022-03-03
GEORGIA,30087,2022-03-02,2022-03-03
GUAM,214,2022-03-02,2022-03-03
HAWAII,1718,2022-03-02,2022-03-03
IDAHO,3552,2022-03-02,2022-03-03
ILLINOIS,25870,2022-03-02,2022-03-03
INDIANA,23190,2022-03-02,2022-03-03
IOWA,10060,2022-03-02,2022-03-03
KANSAS,9523,2022-03-02,2022-03-03
KENTUCKY,12929,2022-03-02,2022-03-03
LOUISIANA-PN,20900,2022-03-02,2022-03-03
LOUISIANA-RN (Non-Participating),NA,2022-03-02,2022-03-03
MAINE,1903,2022-03-02,2022-03-03
MARYLAND,11191,2022-03-02,2022-03-03
MASSACHUSETTS,20099,2022-03-02,2022-03-03
MICHIGAN (Non-Participating),NA,2022-03-02,2022-03-03
MINNESOTA,19367,2022-03-02,2022-03-03
MISSISSIPPI,12825,2022-03-02,2022-03-03
MISSOURI,24754,2022-03-02,2022-03-03
MONTANA,2300,2022-03-02,2022-03-03
NEBRASKA,5290,2022-03-02,2022-03-03
NEVADA,4422,2022-03-02,2022-03-03
NEW HAMPSHIRE,3110,2022-03-02,2022-03-03
NEW JERSEY,24085,2022-03-02,2022-03-03
NEW MEXICO,2445,2022-03-02,2022-03-03
NEW YORK,68426,2022-03-02,2022-03-03
NORTH CAROLINA,22630,2022-03-02,2022-03-03
NORTH DAKOTA,3073,2022-03-02,2022-03-03
NORTHERN MARIANA ISLANDS,48,2022-03-02,2022-03-03
OHIO,54346,2022-03-02,2022-03-03
OKLAHOMA,15597,2022-03-02,2022-03-03
OREGON,6018,2022-03-02,2022-03-03
PENNSYLVANIA,53199,2022-03-02,2022-03-03
RHODE ISLAND,2649,2022-03-02,2022-03-03
SOUTH CAROLINA,12429,2022-03-02,2022-03-03
SOUTH DAKOTA,2702,2022-03-02,2022-03-03
TENNESSEE,30025,2022-03-02,2022-03-03
TEXAS,104960,2022-03-02,2022-03-03
UTAH,2450,2022-03-02,2022-03-03
VERMONT,1545,2022-03-02,2022-03-03
VIRGIN ISLANDS,92,2022-03-02,2022-03-03
VIRGINIA,26769,2022-03-02,2022-03-03
WASHINGTON,11055,2022-03-02,2022-03-03
WEST VIRGINIA-PN,8097,2022-03-02,2022-03-03
WEST VIRGINIA-RN (Non-Participating),NA,2022-03-02,2022-03-03
WISCONSIN,15250,2022-03-02,2022-03-03
WYOMING,892,2022-03-02,2022-03-03
TOTALS,949879,2022-03-02,2022-03-03
