state,counts_lpn,updated_date,scrape_date
ALABAMA,15726,2025-02-08,2025-02-09
ALASKA,699,2025-02-08,2025-02-09
AMERICAN SAMOA,11,2025-02-08,2025-02-09
ARIZONA,10981,2025-02-08,2025-02-09
ARKANSAS,13825,2025-02-08,2025-02-09
CALIFORNIA-RN (Non-Participating),NA,2025-02-08,2025-02-09
CALIFORNIA-VN,113213,2025-02-08,2025-02-09
COLORADO,7361,2025-02-08,2025-02-09
CONNECTICUT,12716,2025-02-08,2025-02-09
DELAWARE,3065,2025-02-08,2025-02-09
DISTRICT OF COLUMBIA,2827,2025-02-08,2025-02-09
FLORIDA,65182,2025-02-08,2025-02-09
GEORGIA,30340,2025-02-08,2025-02-09
GUAM,190,2025-02-08,2025-02-09
HAWAII,2191,2025-02-08,2025-02-09
IDAHO,3209,2025-02-08,2025-02-09
ILLINOIS,27229,2025-02-08,2025-02-09
INDIANA,20129,2025-02-08,2025-02-09
IOWA,8761,2025-02-08,2025-02-09
KANSAS,9074,2025-02-08,2025-02-09
KENTUCKY,12432,2025-02-08,2025-02-09
LOUISIANA-PN,21085,2025-02-08,2025-02-09
LOUISIANA-RN (Non-Participating),NA,2025-02-08,2025-02-09
MAINE,1657,2025-02-08,2025-02-09
MARYLAND,11127,2025-02-08,2025-02-09
MASSACHUSETTS,20159,2025-02-08,2025-02-09
MICHIGAN,20699,2025-02-08,2025-02-09
MINNESOTA,17549,2025-02-08,2025-02-09
MISSISSIPPI,14168,2025-02-08,2025-02-09
MISSOURI,22750,2025-02-08,2025-02-09
MONTANA,2248,2025-02-08,2025-02-09
NEBRASKA,5370,2025-02-08,2025-02-09
NEVADA,4763,2025-02-08,2025-02-09
NEW HAMPSHIRE,3162,2025-02-08,2025-02-09
NEW JERSEY,24172,2025-02-08,2025-02-09
NEW MEXICO,2391,2025-02-08,2025-02-09
NEW YORK,76335,2025-02-08,2025-02-09
NORTH CAROLINA,22931,2025-02-08,2025-02-09
NORTH DAKOTA,2610,2025-02-08,2025-02-09
NORTHERN MARIANA ISLANDS,55,2025-02-08,2025-02-09
OHIO,50445,2025-02-08,2025-02-09
OKLAHOMA,17122,2025-02-08,2025-02-09
OREGON,6530,2025-02-08,2025-02-09
PENNSYLVANIA,49114,2025-02-08,2025-02-09
RHODE ISLAND,2764,2025-02-08,2025-02-09
SOUTH CAROLINA,12258,2025-02-08,2025-02-09
SOUTH DAKOTA,2780,2025-02-08,2025-02-09
TENNESSEE,29215,2025-02-08,2025-02-09
TEXAS,101247,2025-02-08,2025-02-09
UTAH,2645,2025-02-08,2025-02-09
VERMONT,1557,2025-02-08,2025-02-09
VIRGIN ISLANDS,76,2025-02-08,2025-02-09
VIRGINIA,26187,2025-02-08,2025-02-09
WASHINGTON,10350,2025-02-08,2025-02-09
WEST VIRGINIA-PN,7552,2025-02-08,2025-02-09
WEST VIRGINIA-RN (Non-Participating),NA,2025-02-08,2025-02-09
WISCONSIN,12214,2025-02-08,2025-02-09
WYOMING,696,2025-02-08,2025-02-09
TOTALS,965144,2025-02-08,2025-02-09
