state,counts_rn,updated_date,scrape_date
ALABAMA,93714,2021-12-20,2021-12-21
ALASKA,18047,2021-12-20,2021-12-21
AMERICAN SAMOA,166,2021-12-20,2021-12-21
ARIZONA,102187,2021-12-20,2021-12-21
ARKANSAS,44890,2021-12-20,2021-12-21
CALIFORNIA-RN,465083,2021-12-20,2021-12-21
CALIFORNIA-VN (Non-Participating),NA,2021-12-20,2021-12-21
COLORADO,80758,2021-12-20,2021-12-21
CONNECTICUT,81146,2021-12-20,2021-12-21
DELAWARE,19158,2021-12-20,2021-12-21
DISTRICT OF COLUMBIA,30129,2021-12-20,2021-12-21
FLORIDA,346798,2021-12-20,2021-12-21
GEORGIA,139023,2021-12-20,2021-12-21
GUAM,1581,2021-12-20,2021-12-21
HAWAII,26662,2021-12-20,2021-12-21
IDAHO,25629,2021-12-20,2021-12-21
ILLINOIS,219114,2021-12-20,2021-12-21
INDIANA,118445,2021-12-20,2021-12-21
IOWA,58508,2021-12-20,2021-12-21
KANSAS,53671,2021-12-20,2021-12-21
KENTUCKY,71943,2021-12-20,2021-12-21
LOUISIANA-PN (Non-Participating),NA,2021-12-20,2021-12-21
LOUISIANA-RN,65276,2021-12-20,2021-12-21
MAINE,27946,2021-12-20,2021-12-21
MARYLAND,86823,2021-12-20,2021-12-21
MASSACHUSETTS,153605,2021-12-20,2021-12-21
MICHIGAN (Non-Participating),NA,2021-12-20,2021-12-21
MINNESOTA,119603,2021-12-20,2021-12-21
MISSISSIPPI,50414,2021-12-20,2021-12-21
MISSOURI,116171,2021-12-20,2021-12-21
MONTANA,20189,2021-12-20,2021-12-21
NEBRASKA,31220,2021-12-20,2021-12-21
NEVADA,51510,2021-12-20,2021-12-21
NEW HAMPSHIRE,25610,2021-12-20,2021-12-21
NEW JERSEY,139465,2021-12-20,2021-12-21
NEW MEXICO,30094,2021-12-20,2021-12-21
NEW YORK,354982,2021-12-20,2021-12-21
NORTH CAROLINA,148817,2021-12-20,2021-12-21
NORTH DAKOTA,16744,2021-12-20,2021-12-21
NORTHERN MARIANA ISLANDS,3536,2021-12-20,2021-12-21
OHIO,220513,2021-12-20,2021-12-21
OKLAHOMA,52002,2021-12-20,2021-12-21
OREGON,73364,2021-12-20,2021-12-21
PENNSYLVANIA,232107,2021-12-20,2021-12-21
RHODE ISLAND,27163,2021-12-20,2021-12-21
SOUTH CAROLINA,77204,2021-12-20,2021-12-21
SOUTH DAKOTA,19256,2021-12-20,2021-12-21
TENNESSEE,110285,2021-12-20,2021-12-21
TEXAS,363329,2021-12-20,2021-12-21
UTAH,40121,2021-12-20,2021-12-21
VERMONT,20245,2021-12-20,2021-12-21
VIRGIN ISLANDS,1307,2021-12-20,2021-12-21
VIRGINIA,112298,2021-12-20,2021-12-21
WASHINGTON,117090,2021-12-20,2021-12-21
WEST VIRGINIA-PN (Non-Participating),NA,2021-12-20,2021-12-21
WEST VIRGINIA-RN,32987,2021-12-20,2021-12-21
WISCONSIN,111040,2021-12-20,2021-12-21
WYOMING,8845,2021-12-20,2021-12-21
TOTALS,5057813,2021-12-20,2021-12-21
