state,counts_rn,updated_date,scrape_date
ALABAMA,95581,2022-05-28,2022-05-29
ALASKA,19466,2022-05-28,2022-05-29
AMERICAN SAMOA,166,2022-05-28,2022-05-29
ARIZONA,106089,2022-05-28,2022-05-29
ARKANSAS,45525,2022-05-28,2022-05-29
CALIFORNIA-RN,475842,2022-05-28,2022-05-29
CALIFORNIA-VN (Non-Participating),NA,2022-05-28,2022-05-29
COLORADO,83888,2022-05-28,2022-05-29
CONNECTICUT,84862,2022-05-28,2022-05-29
DELAWARE,20038,2022-05-28,2022-05-29
DISTRICT OF COLUMBIA,31791,2022-05-28,2022-05-29
FLORIDA,352918,2022-05-28,2022-05-29
GEORGIA,137030,2022-05-28,2022-05-29
GUAM,1662,2022-05-28,2022-05-29
HAWAII,29667,2022-05-28,2022-05-29
IDAHO,27244,2022-05-28,2022-05-29
ILLINOIS,225412,2022-05-28,2022-05-29
INDIANA,123024,2022-05-28,2022-05-29
IOWA,58984,2022-05-28,2022-05-29
KANSAS,53380,2022-05-28,2022-05-29
KENTUCKY,74311,2022-05-28,2022-05-29
LOUISIANA-PN (Non-Participating),NA,2022-05-28,2022-05-29
LOUISIANA-RN,63964,2022-05-28,2022-05-29
MAINE,28298,2022-05-28,2022-05-29
MARYLAND,87365,2022-05-28,2022-05-29
MASSACHUSETTS,159401,2022-05-28,2022-05-29
MICHIGAN (Non-Participating),NA,2022-05-28,2022-05-29
MINNESOTA,121263,2022-05-28,2022-05-29
MISSISSIPPI,51401,2022-05-28,2022-05-29
MISSOURI,118411,2022-05-28,2022-05-29
MONTANA,20316,2022-05-28,2022-05-29
NEBRASKA,31871,2022-05-28,2022-05-29
NEVADA,54466,2022-05-28,2022-05-29
NEW HAMPSHIRE,25980,2022-05-28,2022-05-29
NEW JERSEY,142620,2022-05-28,2022-05-29
NEW MEXICO,30707,2022-05-28,2022-05-29
NEW YORK,365472,2022-05-28,2022-05-29
NORTH CAROLINA,150651,2022-05-28,2022-05-29
NORTH DAKOTA,16446,2022-05-28,2022-05-29
NORTHERN MARIANA ISLANDS,3509,2022-05-28,2022-05-29
OHIO,228628,2022-05-28,2022-05-29
OKLAHOMA,51347,2022-05-28,2022-05-29
OREGON,76132,2022-05-28,2022-05-29
PENNSYLVANIA,233445,2022-05-28,2022-05-29
RHODE ISLAND,26499,2022-05-28,2022-05-29
SOUTH CAROLINA,79049,2022-05-28,2022-05-29
SOUTH DAKOTA,19397,2022-05-28,2022-05-29
TENNESSEE,111083,2022-05-28,2022-05-29
TEXAS,371398,2022-05-28,2022-05-29
UTAH,41715,2022-05-28,2022-05-29
VERMONT,21137,2022-05-28,2022-05-29
VIRGIN ISLANDS,1439,2022-05-28,2022-05-29
VIRGINIA,113620,2022-05-28,2022-05-29
WASHINGTON,121563,2022-05-28,2022-05-29
WEST VIRGINIA-PN (Non-Participating),NA,2022-05-28,2022-05-29
WEST VIRGINIA-RN,34722,2022-05-28,2022-05-29
WISCONSIN,114172,2022-05-28,2022-05-29
WYOMING,9266,2022-05-28,2022-05-29
TOTALS,5173633,2022-05-28,2022-05-29
