state,counts_lpn,updated_date,scrape_date
ALABAMA,15434,2025-01-03,2025-01-03
ALASKA,682,2025-01-03,2025-01-03
AMERICAN SAMOA,7,2025-01-03,2025-01-03
ARIZONA,10928,2025-01-03,2025-01-03
ARKANSAS,13787,2025-01-03,2025-01-03
CALIFORNIA-RN (Non-Participating),NA,2025-01-03,2025-01-03
CALIFORNIA-VN,112612,2025-01-03,2025-01-03
COLORADO,7315,2025-01-03,2025-01-03
CONNECTICUT,12710,2025-01-03,2025-01-03
DELAWARE,3041,2025-01-03,2025-01-03
DISTRICT OF COLUMBIA,2795,2025-01-03,2025-01-03
FLORIDA,64868,2025-01-03,2025-01-03
GEORGIA,30192,2025-01-03,2025-01-03
GUAM,190,2025-01-03,2025-01-03
HAWAII,2157,2025-01-03,2025-01-03
IDAHO,3172,2025-01-03,2025-01-03
ILLINOIS,27128,2025-01-03,2025-01-03
INDIANA,19760,2025-01-03,2025-01-03
IOWA,8777,2025-01-03,2025-01-03
KANSAS,9063,2025-01-03,2025-01-03
KENTUCKY,12351,2025-01-03,2025-01-03
LOUISIANA-PN,22097,2025-01-03,2025-01-03
LOUISIANA-RN (Non-Participating),NA,2025-01-03,2025-01-03
MAINE,1655,2025-01-03,2025-01-03
MARYLAND,11102,2025-01-03,2025-01-03
MASSACHUSETTS,20084,2025-01-03,2025-01-03
MICHIGAN,20682,2025-01-03,2025-01-03
MINNESOTA,17500,2025-01-03,2025-01-03
MISSISSIPPI,14032,2025-01-03,2025-01-03
MISSOURI,22501,2025-01-03,2025-01-03
MONTANA,2238,2025-01-03,2025-01-03
NEBRASKA,5320,2025-01-03,2025-01-03
NEVADA,4746,2025-01-03,2025-01-03
NEW HAMPSHIRE,3122,2025-01-03,2025-01-03
NEW JERSEY,24040,2025-01-03,2025-01-03
NEW MEXICO,2381,2025-01-03,2025-01-03
NEW YORK,76211,2025-01-03,2025-01-03
NORTH CAROLINA,22881,2025-01-03,2025-01-03
NORTH DAKOTA,2564,2025-01-03,2025-01-03
NORTHERN MARIANA ISLANDS,56,2025-01-03,2025-01-03
OHIO,49914,2025-01-03,2025-01-03
OKLAHOMA,17209,2025-01-03,2025-01-03
OREGON,6537,2025-01-03,2025-01-03
PENNSYLVANIA,48835,2025-01-03,2025-01-03
RHODE ISLAND,2733,2025-01-03,2025-01-03
SOUTH CAROLINA,12201,2025-01-03,2025-01-03
SOUTH DAKOTA,2740,2025-01-03,2025-01-03
TENNESSEE,29429,2025-01-03,2025-01-03
TEXAS,100955,2025-01-03,2025-01-03
UTAH,2649,2025-01-03,2025-01-03
VERMONT,1540,2025-01-03,2025-01-03
VIRGIN ISLANDS,73,2025-01-03,2025-01-03
VIRGINIA,26178,2025-01-03,2025-01-03
WASHINGTON,10345,2025-01-03,2025-01-03
WEST VIRGINIA-PN,7473,2025-01-03,2025-01-03
WEST VIRGINIA-RN (Non-Participating),NA,2025-01-03,2025-01-03
WISCONSIN,12017,2025-01-03,2025-01-03
WYOMING,668,2025-01-03,2025-01-03
TOTALS,961677,2025-01-03,2025-01-03
