state,counts_all,updated_date,scrape_date
ALABAMA,109975,2021-09-30,2021-10-01
ALASKA,17617,2021-09-30,2021-10-01
AMERICAN SAMOA,297,2021-09-30,2021-10-01
ARIZONA,111458,2021-09-30,2021-10-01
ARKANSAS,59009,2021-09-30,2021-10-01
CALIFORNIA,568347,2021-09-30,2021-10-01
COLORADO,91697,2021-09-30,2021-10-01
CONNECTICUT,93082,2021-09-30,2021-10-01
DELAWARE,24484,2021-09-30,2021-10-01
DISTRICT OF COLUMBIA,31326,2021-09-30,2021-10-01
FLORIDA,401042,2021-09-30,2021-10-01
GEORGIA,167294,2021-09-30,2021-10-01
GUAM,1708,2021-09-30,2021-10-01
HAWAII,26643,2021-09-30,2021-10-01
IDAHO,28171,2021-09-30,2021-10-01
ILLINOIS,241255,2021-09-30,2021-10-01
INDIANA,155517,2021-09-30,2021-10-01
IOWA,73833,2021-09-30,2021-10-01
KANSAS,64022,2021-09-30,2021-10-01
KENTUCKY,89672,2021-09-30,2021-10-01
LOUISIANA,87018,2021-09-30,2021-10-01
MAINE,29716,2021-09-30,2021-10-01
MARYLAND,98348,2021-09-30,2021-10-01
MASSACHUSETTS,170880,2021-09-30,2021-10-01
MICHIGAN (Non-Participating),NA,2021-09-30,2021-10-01
MINNESOTA,139451,2021-09-30,2021-10-01
MISSISSIPPI,64129,2021-09-30,2021-10-01
MISSOURI,139786,2021-09-30,2021-10-01
MONTANA,21887,2021-09-30,2021-10-01
NEBRASKA,40031,2021-09-30,2021-10-01
NEVADA,55220,2021-09-30,2021-10-01
NEW HAMPSHIRE,28364,2021-09-30,2021-10-01
NEW JERSEY,161040,2021-09-30,2021-10-01
NEW MEXICO,32489,2021-09-30,2021-10-01
NEW YORK,486568,2021-09-30,2021-10-01
NORTH CAROLINA,171485,2021-09-30,2021-10-01
NORTH DAKOTA,19897,2021-09-30,2021-10-01
NORTHERN MARIANA ISLANDS,3370,2021-09-30,2021-10-01
OHIO,284082,2021-09-30,2021-10-01
OKLAHOMA,67765,2021-09-30,2021-10-01
OREGON,77748,2021-09-30,2021-10-01
PENNSYLVANIA,288211,2021-09-30,2021-10-01
RHODE ISLAND,28838,2021-09-30,2021-10-01
SOUTH CAROLINA,88293,2021-09-30,2021-10-01
SOUTH DAKOTA,21895,2021-09-30,2021-10-01
TENNESSEE,140267,2021-09-30,2021-10-01
TEXAS,469053,2021-09-30,2021-10-01
UTAH,42114,2021-09-30,2021-10-01
VERMONT,21827,2021-09-30,2021-10-01
VIRGIN ISLANDS,1376,2021-09-30,2021-10-01
VIRGINIA,139442,2021-09-30,2021-10-01
WASHINGTON,126725,2021-09-30,2021-10-01
WEST VIRGINIA,42070,2021-09-30,2021-10-01
WISCONSIN,124929,2021-09-30,2021-10-01
WYOMING,9551,2021-09-30,2021-10-01
