state,counts_all,updated_date,scrape_date
ALABAMA,111621,2022-01-17,2022-01-18
ALASKA,19020,2022-01-17,2022-01-18
AMERICAN SAMOA,298,2022-01-17,2022-01-18
ARIZONA,113500,2022-01-17,2022-01-18
ARKANSAS,59273,2022-01-17,2022-01-18
CALIFORNIA,571603,2022-01-17,2022-01-18
COLORADO,89191,2022-01-17,2022-01-18
CONNECTICUT,95398,2022-01-17,2022-01-18
DELAWARE,22469,2022-01-17,2022-01-18
DISTRICT OF COLUMBIA,32487,2022-01-17,2022-01-18
FLORIDA,409760,2022-01-17,2022-01-18
GEORGIA,169772,2022-01-17,2022-01-18
GUAM,1820,2022-01-17,2022-01-18
HAWAII,28581,2022-01-17,2022-01-18
IDAHO,29495,2022-01-17,2022-01-18
ILLINOIS,245569,2022-01-17,2022-01-18
INDIANA,142305,2022-01-17,2022-01-18
IOWA,68487,2022-01-17,2022-01-18
KANSAS,63023,2022-01-17,2022-01-18
KENTUCKY,85148,2022-01-17,2022-01-18
LOUISIANA,87041,2022-01-17,2022-01-18
MAINE,29881,2022-01-17,2022-01-18
MARYLAND,98069,2022-01-17,2022-01-18
MASSACHUSETTS,174109,2022-01-17,2022-01-18
MICHIGAN (Non-Participating),NA,2022-01-17,2022-01-18
MINNESOTA,139065,2022-01-17,2022-01-18
MISSISSIPPI,63155,2022-01-17,2022-01-18
MISSOURI,140877,2022-01-17,2022-01-18
MONTANA,22731,2022-01-17,2022-01-18
NEBRASKA,36532,2022-01-17,2022-01-18
NEVADA,56073,2022-01-17,2022-01-18
NEW HAMPSHIRE,28799,2022-01-17,2022-01-18
NEW JERSEY,164033,2022-01-17,2022-01-18
NEW MEXICO,32540,2022-01-17,2022-01-18
NEW YORK,424883,2022-01-17,2022-01-18
NORTH CAROLINA,171528,2022-01-17,2022-01-18
NORTH DAKOTA,18870,2022-01-17,2022-01-18
NORTHERN MARIANA ISLANDS,3694,2022-01-17,2022-01-18
OHIO,275352,2022-01-17,2022-01-18
OKLAHOMA,67475,2022-01-17,2022-01-18
OREGON,79644,2022-01-17,2022-01-18
PENNSYLVANIA,285640,2022-01-17,2022-01-18
RHODE ISLAND,30048,2022-01-17,2022-01-18
SOUTH CAROLINA,89826,2022-01-17,2022-01-18
SOUTH DAKOTA,21914,2022-01-17,2022-01-18
TENNESSEE,140117,2022-01-17,2022-01-18
TEXAS,469793,2022-01-17,2022-01-18
UTAH,43126,2022-01-17,2022-01-18
VERMONT,23595,2022-01-17,2022-01-18
VIRGIN ISLANDS,1403,2022-01-17,2022-01-18
VIRGINIA,139078,2022-01-17,2022-01-18
WASHINGTON,128686,2022-01-17,2022-01-18
WEST VIRGINIA,41387,2022-01-17,2022-01-18
WISCONSIN,126556,2022-01-17,2022-01-18
WYOMING,9795,2022-01-17,2022-01-18
