state,counts_all,updated_date,scrape_date
ALABAMA,110473,2021-11-02,2021-11-03
ALASKA,18289,2021-11-02,2021-11-03
AMERICAN SAMOA,297,2021-11-02,2021-11-03
ARIZONA,112363,2021-11-02,2021-11-03
ARKANSAS,58827,2021-11-02,2021-11-03
CALIFORNIA,570095,2021-11-02,2021-11-03
COLORADO,92352,2021-11-02,2021-11-03
CONNECTICUT,93977,2021-11-02,2021-11-03
DELAWARE,22222,2021-11-02,2021-11-03
DISTRICT OF COLUMBIA,31807,2021-11-02,2021-11-03
FLORIDA,404194,2021-11-02,2021-11-03
GEORGIA,167907,2021-11-02,2021-11-03
GUAM,1710,2021-11-02,2021-11-03
HAWAII,27386,2021-11-02,2021-11-03
IDAHO,28652,2021-11-02,2021-11-03
ILLINOIS,242782,2021-11-02,2021-11-03
INDIANA,156323,2021-11-02,2021-11-03
IOWA,68821,2021-11-02,2021-11-03
KANSAS,63372,2021-11-02,2021-11-03
KENTUCKY,83710,2021-11-02,2021-11-03
LOUISIANA,87098,2021-11-02,2021-11-03
MAINE,29791,2021-11-02,2021-11-03
MARYLAND,98007,2021-11-02,2021-11-03
MASSACHUSETTS,172119,2021-11-02,2021-11-03
MICHIGAN (Non-Participating),NA,2021-11-02,2021-11-03
MINNESOTA,138813,2021-11-02,2021-11-03
MISSISSIPPI,64326,2021-11-02,2021-11-03
MISSOURI,140283,2021-11-02,2021-11-03
MONTANA,22227,2021-11-02,2021-11-03
NEBRASKA,39988,2021-11-02,2021-11-03
NEVADA,55434,2021-11-02,2021-11-03
NEW HAMPSHIRE,28514,2021-11-02,2021-11-03
NEW JERSEY,162078,2021-11-02,2021-11-03
NEW MEXICO,32412,2021-11-02,2021-11-03
NEW YORK,488742,2021-11-02,2021-11-03
NORTH CAROLINA,171095,2021-11-02,2021-11-03
NORTH DAKOTA,20063,2021-11-02,2021-11-03
NORTHERN MARIANA ISLANDS,3422,2021-11-02,2021-11-03
OHIO,278518,2021-11-02,2021-11-03
OKLAHOMA,67752,2021-11-02,2021-11-03
OREGON,78597,2021-11-02,2021-11-03
PENNSYLVANIA,288620,2021-11-02,2021-11-03
RHODE ISLAND,29228,2021-11-02,2021-11-03
SOUTH CAROLINA,88916,2021-11-02,2021-11-03
SOUTH DAKOTA,21927,2021-11-02,2021-11-03
TENNESSEE,140758,2021-11-02,2021-11-03
TEXAS,467948,2021-11-02,2021-11-03
UTAH,42492,2021-11-02,2021-11-03
VERMONT,22255,2021-11-02,2021-11-03
VIRGIN ISLANDS,1384,2021-11-02,2021-11-03
VIRGINIA,138696,2021-11-02,2021-11-03
WASHINGTON,127455,2021-11-02,2021-11-03
WEST VIRGINIA,40394,2021-11-02,2021-11-03
WISCONSIN,125476,2021-11-02,2021-11-03
WYOMING,9608,2021-11-02,2021-11-03
