state,counts_rn,updated_date,scrape_date
ALABAMA,93507,2021-11-20,2021-11-22
ALASKA,17797,2021-11-20,2021-11-22
AMERICAN SAMOA,166,2021-11-20,2021-11-22
ARIZONA,101920,2021-11-20,2021-11-22
ARKANSAS,44756,2021-11-20,2021-11-22
CALIFORNIA-RN,464396,2021-11-20,2021-11-22
CALIFORNIA-VN (Non-Participating),NA,2021-11-20,2021-11-22
COLORADO,84801,2021-11-20,2021-11-22
CONNECTICUT,80622,2021-11-20,2021-11-22
DELAWARE,19232,2021-11-20,2021-11-22
DISTRICT OF COLUMBIA,29805,2021-11-20,2021-11-22
FLORIDA,345192,2021-11-20,2021-11-22
GEORGIA,138632,2021-11-20,2021-11-22
GUAM,1515,2021-11-20,2021-11-22
HAWAII,26158,2021-11-20,2021-11-22
IDAHO,25407,2021-11-20,2021-11-22
ILLINOIS,218161,2021-11-20,2021-11-22
INDIANA,133858,2021-11-20,2021-11-22
IOWA,58563,2021-11-20,2021-11-22
KANSAS,53838,2021-11-20,2021-11-22
KENTUCKY,71639,2021-11-20,2021-11-22
LOUISIANA-PN (Non-Participating),NA,2021-11-20,2021-11-22
LOUISIANA-RN,65370,2021-11-20,2021-11-22
MAINE,27927,2021-11-20,2021-11-22
MARYLAND,87081,2021-11-20,2021-11-22
MASSACHUSETTS,152462,2021-11-20,2021-11-22
MICHIGAN (Non-Participating),NA,2021-11-20,2021-11-22
MINNESOTA,119524,2021-11-20,2021-11-22
MISSISSIPPI,50321,2021-11-20,2021-11-22
MISSOURI,116048,2021-11-20,2021-11-22
MONTANA,19986,2021-11-20,2021-11-22
NEBRASKA,31145,2021-11-20,2021-11-22
NEVADA,51263,2021-11-20,2021-11-22
NEW HAMPSHIRE,25516,2021-11-20,2021-11-22
NEW JERSEY,138890,2021-11-20,2021-11-22
NEW MEXICO,30076,2021-11-20,2021-11-22
NEW YORK,403366,2021-11-20,2021-11-22
NORTH CAROLINA,148733,2021-11-20,2021-11-22
NORTH DAKOTA,16679,2021-11-20,2021-11-22
NORTHERN MARIANA ISLANDS,3468,2021-11-20,2021-11-22
OHIO,219674,2021-11-20,2021-11-22
OKLAHOMA,51905,2021-11-20,2021-11-22
OREGON,72929,2021-11-20,2021-11-22
PENNSYLVANIA,230827,2021-11-20,2021-11-22
RHODE ISLAND,26897,2021-11-20,2021-11-22
SOUTH CAROLINA,76899,2021-11-20,2021-11-22
SOUTH DAKOTA,19279,2021-11-20,2021-11-22
TENNESSEE,110533,2021-11-20,2021-11-22
TEXAS,363384,2021-11-20,2021-11-22
UTAH,39900,2021-11-20,2021-11-22
VERMONT,19949,2021-11-20,2021-11-22
VIRGIN ISLANDS,1301,2021-11-20,2021-11-22
VIRGINIA,112207,2021-11-20,2021-11-22
WASHINGTON,116504,2021-11-20,2021-11-22
WEST VIRGINIA-PN (Non-Participating),NA,2021-11-20,2021-11-22
WEST VIRGINIA-RN,32765,2021-11-20,2021-11-22
WISCONSIN,110806,2021-11-20,2021-11-22
WYOMING,8794,2021-11-20,2021-11-22
TOTALS,5112373,2021-11-20,2021-11-22
