state,counts_lpn,updated_date,scrape_date
ALABAMA,17840,2023-01-26,2023-01-27
ALASKA,638,2023-01-26,2023-01-27
AMERICAN SAMOA,132,2023-01-26,2023-01-27
ARIZONA,10985,2023-01-26,2023-01-27
ARKANSAS,14047,2023-01-26,2023-01-27
CALIFORNIA-RN (Non-Participating),NA,2023-01-26,2023-01-27
CALIFORNIA-VN,108087,2023-01-26,2023-01-27
COLORADO,7597,2023-01-26,2023-01-27
CONNECTICUT,14483,2023-01-26,2023-01-27
DELAWARE,2912,2023-01-26,2023-01-27
DISTRICT OF COLUMBIA,2351,2023-01-26,2023-01-27
FLORIDA,66669,2023-01-26,2023-01-27
GEORGIA,30737,2023-01-26,2023-01-27
GUAM,231,2023-01-26,2023-01-27
HAWAII,2019,2023-01-26,2023-01-27
IDAHO,3278,2023-01-26,2023-01-27
ILLINOIS,27168,2023-01-26,2023-01-27
INDIANA,20667,2023-01-26,2023-01-27
IOWA,9074,2023-01-26,2023-01-27
KANSAS,9350,2023-01-26,2023-01-27
KENTUCKY,12749,2023-01-26,2023-01-27
LOUISIANA-PN,22023,2023-01-26,2023-01-27
LOUISIANA-RN (Non-Participating),NA,2023-01-26,2023-01-27
MAINE,1831,2023-01-26,2023-01-27
MARYLAND,11153,2023-01-26,2023-01-27
MASSACHUSETTS,21065,2023-01-26,2023-01-27
MICHIGAN,21755,2023-01-26,2023-01-27
MINNESOTA,18727,2023-01-26,2023-01-27
MISSISSIPPI,13701,2023-01-26,2023-01-27
MISSOURI,23015,2023-01-26,2023-01-27
MONTANA,2417,2023-01-26,2023-01-27
NEBRASKA,5625,2023-01-26,2023-01-27
NEVADA,4622,2023-01-26,2023-01-27
NEW HAMPSHIRE,3123,2023-01-26,2023-01-27
NEW JERSEY,23903,2023-01-26,2023-01-27
NEW MEXICO,2406,2023-01-26,2023-01-27
NEW YORK,71061,2023-01-26,2023-01-27
NORTH CAROLINA,22970,2023-01-26,2023-01-27
NORTH DAKOTA,2909,2023-01-26,2023-01-27
NORTHERN MARIANA ISLANDS,63,2023-01-26,2023-01-27
OHIO,49762,2023-01-26,2023-01-27
OKLAHOMA,16875,2023-01-26,2023-01-27
OREGON,6135,2023-01-26,2023-01-27
PENNSYLVANIA,49295,2023-01-26,2023-01-27
RHODE ISLAND,2819,2023-01-26,2023-01-27
SOUTH CAROLINA,12207,2023-01-26,2023-01-27
SOUTH DAKOTA,2682,2023-01-26,2023-01-27
TENNESSEE,29856,2023-01-26,2023-01-27
TEXAS,104083,2023-01-26,2023-01-27
UTAH,2652,2023-01-26,2023-01-27
VERMONT,1853,2023-01-26,2023-01-27
VIRGIN ISLANDS,93,2023-01-26,2023-01-27
VIRGINIA,26703,2023-01-26,2023-01-27
WASHINGTON,11143,2023-01-26,2023-01-27
WEST VIRGINIA-PN,7987,2023-01-26,2023-01-27
WEST VIRGINIA-RN (Non-Participating),NA,2023-01-26,2023-01-27
WISCONSIN,16220,2023-01-26,2023-01-27
WYOMING,708,2023-01-26,2023-01-27
TOTALS,974456,2023-01-26,2023-01-27
