state,counts_all,updated_date,scrape_date
ALABAMA,111076,2022-02-08,2022-02-09
ALASKA,19133,2022-02-08,2022-02-09
AMERICAN SAMOA,298,2022-02-08,2022-02-09
ARIZONA,114401,2022-02-08,2022-02-09
ARKANSAS,59209,2022-02-08,2022-02-09
CALIFORNIA,571840,2022-02-08,2022-02-09
COLORADO,89871,2022-02-08,2022-02-09
CONNECTICUT,95953,2022-02-08,2022-02-09
DELAWARE,22592,2022-02-08,2022-02-09
DISTRICT OF COLUMBIA,32699,2022-02-08,2022-02-09
FLORIDA,412029,2022-02-08,2022-02-09
GEORGIA,170762,2022-02-08,2022-02-09
GUAM,1818,2022-02-08,2022-02-09
HAWAII,28975,2022-02-08,2022-02-09
IDAHO,29650,2022-02-08,2022-02-09
ILLINOIS,246531,2022-02-08,2022-02-09
INDIANA,143377,2022-02-08,2022-02-09
IOWA,68814,2022-02-08,2022-02-09
KANSAS,62945,2022-02-08,2022-02-09
KENTUCKY,85696,2022-02-08,2022-02-09
LOUISIANA,83556,2022-02-08,2022-02-09
MAINE,29931,2022-02-08,2022-02-09
MARYLAND,98363,2022-02-08,2022-02-09
MASSACHUSETTS,174672,2022-02-08,2022-02-09
MICHIGAN (Non-Participating),NA,2022-02-08,2022-02-09
MINNESOTA,139423,2022-02-08,2022-02-09
MISSISSIPPI,63593,2022-02-08,2022-02-09
MISSOURI,141682,2022-02-08,2022-02-09
MONTANA,22983,2022-02-08,2022-02-09
NEBRASKA,36767,2022-02-08,2022-02-09
NEVADA,56631,2022-02-08,2022-02-09
NEW HAMPSHIRE,28827,2022-02-08,2022-02-09
NEW JERSEY,164649,2022-02-08,2022-02-09
NEW MEXICO,32648,2022-02-08,2022-02-09
NEW YORK,425788,2022-02-08,2022-02-09
NORTH CAROLINA,171716,2022-02-08,2022-02-09
NORTH DAKOTA,19047,2022-02-08,2022-02-09
NORTHERN MARIANA ISLANDS,3232,2022-02-08,2022-02-09
OHIO,276814,2022-02-08,2022-02-09
OKLAHOMA,67197,2022-02-08,2022-02-09
OREGON,79870,2022-02-08,2022-02-09
PENNSYLVANIA,286938,2022-02-08,2022-02-09
RHODE ISLAND,30330,2022-02-08,2022-02-09
SOUTH CAROLINA,90461,2022-02-08,2022-02-09
SOUTH DAKOTA,21968,2022-02-08,2022-02-09
TENNESSEE,140156,2022-02-08,2022-02-09
TEXAS,471872,2022-02-08,2022-02-09
UTAH,43036,2022-02-08,2022-02-09
VERMONT,22044,2022-02-08,2022-02-09
VIRGIN ISLANDS,1406,2022-02-08,2022-02-09
VIRGINIA,139147,2022-02-08,2022-02-09
WASHINGTON,129480,2022-02-08,2022-02-09
WEST VIRGINIA,41567,2022-02-08,2022-02-09
WISCONSIN,127260,2022-02-08,2022-02-09
WYOMING,9864,2022-02-08,2022-02-09
