state,counts_all,updated_date,scrape_date
ALABAMA,107640,2026-01-05,2026-02-22
ALASKA,23174,2026-01-05,2026-02-22
AMERICAN SAMOA,228,2026-01-05,2026-02-22
ARIZONA,127854,2026-01-05,2026-02-22
ARKANSAS,62992,2026-01-05,2026-02-22
CALIFORNIA,707672,2026-01-05,2026-02-22
COLORADO,96783,2026-01-05,2026-02-22
CONNECTICUT,94572,2026-01-05,2026-02-22
DELAWARE,22452,2026-01-05,2026-02-22
DISTRICT OF COLUMBIA,51998,2026-01-05,2026-02-22
FLORIDA,449830,2026-01-05,2026-02-22
GEORGIA,177678,2026-01-05,2026-02-22
GUAM,1346,2026-01-05,2026-02-22
HAWAII,36317,2026-01-05,2026-02-22
IDAHO,31953,2026-01-05,2026-02-22
ILLINOIS,279849,2026-01-05,2026-02-22
INDIANA,148884,2026-01-05,2026-02-22
IOWA,67339,2026-01-05,2026-02-22
KANSAS,62456,2026-01-05,2026-02-22
KENTUCKY,90296,2026-01-05,2026-02-22
LOUISIANA,90541,2026-01-05,2026-02-22
MAINE,30246,2026-01-05,2026-02-22
MARYLAND,101876,2026-01-05,2026-02-22
MASSACHUSETTS,191402,2026-01-05,2026-02-22
MICHIGAN,201569,2026-01-05,2026-02-22
MINNESOTA,156221,2026-01-05,2026-02-22
MISSISSIPPI,67068,2026-01-05,2026-02-22
MISSOURI,142520,2026-01-05,2026-02-22
MONTANA,29329,2026-01-05,2026-02-22
NEBRASKA,37775,2026-01-05,2026-02-22
NEVADA,67519,2026-01-05,2026-02-22
NEW HAMPSHIRE,30830,2026-01-05,2026-02-22
NEW JERSEY,176768,2026-01-05,2026-02-22
NEW MEXICO,37070,2026-01-05,2026-02-22
NEW YORK,610499,2026-01-05,2026-02-22
NORTH CAROLINA,187871,2026-01-05,2026-02-22
NORTH DAKOTA,19284,2026-01-05,2026-02-22
NORTHERN MARIANA ISLANDS,3904,2026-01-05,2026-02-22
OHIO,281075,2026-01-05,2026-02-22
OKLAHOMA,72315,2026-01-05,2026-02-22
OREGON,97803,2026-01-05,2026-02-22
PENNSYLVANIA,287682,2026-01-05,2026-02-22
RHODE ISLAND,24511,2026-01-05,2026-02-22
SOUTH CAROLINA,102891,2026-01-05,2026-02-22
SOUTH DAKOTA,23070,2026-01-05,2026-02-22
TENNESSEE,147169,2026-01-05,2026-02-22
TEXAS,527659,2026-01-05,2026-02-22
UTAH,49523,2026-01-05,2026-02-22
VERMONT,13536,2026-01-05,2026-02-22
VIRGIN ISLANDS,1164,2026-01-05,2026-02-22
VIRGINIA,149059,2026-01-05,2026-02-22
WASHINGTON,116994,2026-01-05,2026-02-22
WEST VIRGINIA,43380,2026-01-05,2026-02-22
WISCONSIN,132601,2026-01-05,2026-02-22
WYOMING,9628,2026-01-05,2026-02-22
