state,counts_lpn,updated_date,scrape_date
ALABAMA,16813,2026-01-05,2026-01-18
ALASKA,850,2026-01-05,2026-01-18
AMERICAN SAMOA,69,2026-01-05,2026-01-18
ARIZONA,10911,2026-01-05,2026-01-18
ARKANSAS,13790,2026-01-05,2026-01-18
CALIFORNIA-RN (Non-Participating),NA,2026-01-05,2026-01-18
CALIFORNIA-VN,115536,2026-01-05,2026-01-18
COLORADO,7909,2026-01-05,2026-01-18
CONNECTICUT,12809,2026-01-05,2026-01-18
DELAWARE,3390,2026-01-05,2026-01-18
DISTRICT OF COLUMBIA,3041,2026-01-05,2026-01-18
FLORIDA,59436,2026-01-05,2026-01-18
GEORGIA,28318,2026-01-05,2026-01-18
GUAM,181,2026-01-05,2026-01-18
HAWAII,1836,2026-01-05,2026-01-18
IDAHO,3463,2026-01-05,2026-01-18
ILLINOIS,25364,2026-01-05,2026-01-18
INDIANA,21405,2026-01-05,2026-01-18
IOWA,8827,2026-01-05,2026-01-18
KANSAS,9023,2026-01-05,2026-01-18
KENTUCKY,12334,2026-01-05,2026-01-18
LOUISIANA-PN,22331,2026-01-05,2026-01-18
LOUISIANA-RN (Non-Participating),NA,2026-01-05,2026-01-18
MAINE,1571,2026-01-05,2026-01-18
MARYLAND,11323,2026-01-05,2026-01-18
MASSACHUSETTS,21408,2026-01-05,2026-01-18
MICHIGAN,20758,2026-01-05,2026-01-18
MINNESOTA,17183,2026-01-05,2026-01-18
MISSISSIPPI,12948,2026-01-05,2026-01-18
MISSOURI,23858,2026-01-05,2026-01-18
MONTANA,2206,2026-01-05,2026-01-18
NEBRASKA,4776,2026-01-05,2026-01-18
NEVADA,4748,2026-01-05,2026-01-18
NEW HAMPSHIRE,3136,2026-01-05,2026-01-18
NEW JERSEY,24223,2026-01-05,2026-01-18
NEW MEXICO,2481,2026-01-05,2026-01-18
NEW YORK,79178,2026-01-05,2026-01-18
NORTH CAROLINA,22924,2026-01-05,2026-01-18
NORTH DAKOTA,2472,2026-01-05,2026-01-18
NORTHERN MARIANA ISLANDS,52,2026-01-05,2026-01-18
OHIO,54263,2026-01-05,2026-01-18
OKLAHOMA,16125,2026-01-05,2026-01-18
OREGON,6740,2026-01-05,2026-01-18
PENNSYLVANIA,51594,2026-01-05,2026-01-18
RHODE ISLAND,2676,2026-01-05,2026-01-18
SOUTH CAROLINA,12813,2026-01-05,2026-01-18
SOUTH DAKOTA,2783,2026-01-05,2026-01-18
TENNESSEE,29189,2026-01-05,2026-01-18
TEXAS,100397,2026-01-05,2026-01-18
UTAH,2850,2026-01-05,2026-01-18
VERMONT,1791,2026-01-05,2026-01-18
VIRGIN ISLANDS,79,2026-01-05,2026-01-18
VIRGINIA,26026,2026-01-05,2026-01-18
WASHINGTON,10145,2026-01-05,2026-01-18
WEST VIRGINIA-PN,7442,2026-01-05,2026-01-18
WEST VIRGINIA-RN (Non-Participating),NA,2026-01-05,2026-01-18
WISCONSIN,10829,2026-01-05,2026-01-18
WYOMING,844,2026-01-05,2026-01-18
TOTALS,969467,2026-01-05,2026-01-18
