state,counts_lpn,updated_date,scrape_date
ALABAMA,17765,2022-12-03,2022-12-04
ALASKA,624,2022-12-03,2022-12-04
AMERICAN SAMOA,132,2022-12-03,2022-12-04
ARIZONA,10962,2022-12-03,2022-12-04
ARKANSAS,13892,2022-12-03,2022-12-04
CALIFORNIA-RN (Non-Participating),NA,2022-12-03,2022-12-04
CALIFORNIA-VN,107126,2022-12-03,2022-12-04
COLORADO,7521,2022-12-03,2022-12-04
CONNECTICUT,14269,2022-12-03,2022-12-04
DELAWARE,2887,2022-12-03,2022-12-04
DISTRICT OF COLUMBIA,2321,2022-12-03,2022-12-04
FLORIDA,66167,2022-12-03,2022-12-04
GEORGIA,30527,2022-12-03,2022-12-04
GUAM,225,2022-12-03,2022-12-04
HAWAII,1983,2022-12-03,2022-12-04
IDAHO,3257,2022-12-03,2022-12-04
ILLINOIS,27129,2022-12-03,2022-12-04
INDIANA,20313,2022-12-03,2022-12-04
IOWA,9193,2022-12-03,2022-12-04
KANSAS,9382,2022-12-03,2022-12-04
KENTUCKY,12608,2022-12-03,2022-12-04
LOUISIANA-PN,21735,2022-12-03,2022-12-04
LOUISIANA-RN (Non-Participating),NA,2022-12-03,2022-12-04
MAINE,1839,2022-12-03,2022-12-04
MARYLAND,11110,2022-12-03,2022-12-04
MASSACHUSETTS,21179,2022-12-03,2022-12-04
MICHIGAN (Non-Participating),NA,2022-12-03,2022-12-04
MINNESOTA,18746,2022-12-03,2022-12-04
MISSISSIPPI,13584,2022-12-03,2022-12-04
MISSOURI,22803,2022-12-03,2022-12-04
MONTANA,2400,2022-12-03,2022-12-04
NEBRASKA,5594,2022-12-03,2022-12-04
NEVADA,4641,2022-12-03,2022-12-04
NEW HAMPSHIRE,3100,2022-12-03,2022-12-04
NEW JERSEY,23679,2022-12-03,2022-12-04
NEW MEXICO,2396,2022-12-03,2022-12-04
NEW YORK,70680,2022-12-03,2022-12-04
NORTH CAROLINA,22922,2022-12-03,2022-12-04
NORTH DAKOTA,3317,2022-12-03,2022-12-04
NORTHERN MARIANA ISLANDS,57,2022-12-03,2022-12-04
OHIO,49687,2022-12-03,2022-12-04
OKLAHOMA,16725,2022-12-03,2022-12-04
OREGON,6176,2022-12-03,2022-12-04
PENNSYLVANIA,48646,2022-12-03,2022-12-04
RHODE ISLAND,2762,2022-12-03,2022-12-04
SOUTH CAROLINA,12144,2022-12-03,2022-12-04
SOUTH DAKOTA,2686,2022-12-03,2022-12-04
TENNESSEE,30026,2022-12-03,2022-12-04
TEXAS,103842,2022-12-03,2022-12-04
UTAH,2615,2022-12-03,2022-12-04
VERMONT,1841,2022-12-03,2022-12-04
VIRGIN ISLANDS,89,2022-12-03,2022-12-04
VIRGINIA,26604,2022-12-03,2022-12-04
WASHINGTON,11146,2022-12-03,2022-12-04
WEST VIRGINIA-PN,7913,2022-12-03,2022-12-04
WEST VIRGINIA-RN (Non-Participating),NA,2022-12-03,2022-12-04
WISCONSIN,16093,2022-12-03,2022-12-04
WYOMING,1003,2022-12-03,2022-12-04
TOTALS,948063,2022-12-03,2022-12-04
