state,counts_lpn,updated_date,scrape_date
ALABAMA,16670,2025-09-24,2025-09-24
ALASKA,814,2025-09-24,2025-09-24
AMERICAN SAMOA,69,2025-09-24,2025-09-24
ARIZONA,10752,2025-09-24,2025-09-24
ARKANSAS,13868,2025-09-24,2025-09-24
CALIFORNIA-RN (Non-Participating),NA,2025-09-24,2025-09-24
CALIFORNIA-VN,115610,2025-09-24,2025-09-24
COLORADO,7773,2025-09-24,2025-09-24
CONNECTICUT,12824,2025-09-24,2025-09-24
DELAWARE,3314,2025-09-24,2025-09-24
DISTRICT OF COLUMBIA,2969,2025-09-24,2025-09-24
FLORIDA,58011,2025-09-24,2025-09-24
GEORGIA,27722,2025-09-24,2025-09-24
GUAM,208,2025-09-24,2025-09-24
HAWAII,1766,2025-09-24,2025-09-24
IDAHO,3361,2025-09-24,2025-09-24
ILLINOIS,24750,2025-09-24,2025-09-24
INDIANA,21088,2025-09-24,2025-09-24
IOWA,8922,2025-09-24,2025-09-24
KANSAS,9191,2025-09-24,2025-09-24
KENTUCKY,12992,2025-09-24,2025-09-24
LOUISIANA-PN,21989,2025-09-24,2025-09-24
LOUISIANA-RN (Non-Participating),NA,2025-09-24,2025-09-24
MAINE,1592,2025-09-24,2025-09-24
MARYLAND,11376,2025-09-24,2025-09-24
MASSACHUSETTS,21156,2025-09-24,2025-09-24
MICHIGAN,20723,2025-09-24,2025-09-24
MINNESOTA,17549,2025-09-24,2025-09-24
MISSISSIPPI,14829,2025-09-24,2025-09-24
MISSOURI,23593,2025-09-24,2025-09-24
MONTANA,2191,2025-09-24,2025-09-24
NEBRASKA,5667,2025-09-24,2025-09-24
NEVADA,4780,2025-09-24,2025-09-24
NEW HAMPSHIRE,3181,2025-09-24,2025-09-24
NEW JERSEY,23737,2025-09-24,2025-09-24
NEW MEXICO,2466,2025-09-24,2025-09-24
NEW YORK,78244,2025-09-24,2025-09-24
NORTH CAROLINA,23174,2025-09-24,2025-09-24
NORTH DAKOTA,2840,2025-09-24,2025-09-24
NORTHERN MARIANA ISLANDS,55,2025-09-24,2025-09-24
OHIO,53146,2025-09-24,2025-09-24
OKLAHOMA,16711,2025-09-24,2025-09-24
OREGON,6708,2025-09-24,2025-09-24
PENNSYLVANIA,50857,2025-09-24,2025-09-24
RHODE ISLAND,2560,2025-09-24,2025-09-24
SOUTH CAROLINA,12668,2025-09-24,2025-09-24
SOUTH DAKOTA,2831,2025-09-24,2025-09-24
TENNESSEE,29101,2025-09-24,2025-09-24
TEXAS,101240,2025-09-24,2025-09-24
UTAH,2778,2025-09-24,2025-09-24
VERMONT,1745,2025-09-24,2025-09-24
VIRGIN ISLANDS,79,2025-09-24,2025-09-24
VIRGINIA,26294,2025-09-24,2025-09-24
WASHINGTON,10689,2025-09-24,2025-09-24
WEST VIRGINIA-PN,7302,2025-09-24,2025-09-24
WEST VIRGINIA-RN (Non-Participating),NA,2025-09-24,2025-09-24
WISCONSIN,10592,2025-09-24,2025-09-24
WYOMING,821,2025-09-24,2025-09-24
TOTALS,967938,2025-09-24,2025-09-24
