state,counts_all,updated_date,scrape_date
ALABAMA,109385,2021-09-13,2021-09-14
ALASKA,17434,2021-09-13,2021-09-14
AMERICAN SAMOA,296,2021-09-13,2021-09-14
ARIZONA,110693,2021-09-13,2021-09-14
ARKANSAS,59008,2021-09-13,2021-09-14
CALIFORNIA,565408,2021-09-13,2021-09-14
COLORADO,91480,2021-09-13,2021-09-14
CONNECTICUT,92799,2021-09-13,2021-09-14
DELAWARE,24450,2021-09-13,2021-09-14
DISTRICT OF COLUMBIA,30925,2021-09-13,2021-09-14
FLORIDA,399099,2021-09-13,2021-09-14
GEORGIA,166646,2021-09-13,2021-09-14
GUAM,1708,2021-09-13,2021-09-14
HAWAII,26237,2021-09-13,2021-09-14
IDAHO,27881,2021-09-13,2021-09-14
ILLINOIS,240439,2021-09-13,2021-09-14
INDIANA,155051,2021-09-13,2021-09-14
IOWA,73609,2021-09-13,2021-09-14
KANSAS,63897,2021-09-13,2021-09-14
KENTUCKY,89556,2021-09-13,2021-09-14
LOUISIANA,86856,2021-09-13,2021-09-14
MAINE,29654,2021-09-13,2021-09-14
MARYLAND,97962,2021-09-13,2021-09-14
MASSACHUSETTS,178341,2021-09-13,2021-09-14
MICHIGAN (Non-Participating),NA,2021-09-13,2021-09-14
MINNESOTA,138836,2021-09-13,2021-09-14
MISSISSIPPI,63954,2021-09-13,2021-09-14
MISSOURI,139419,2021-09-13,2021-09-14
MONTANA,21668,2021-09-13,2021-09-14
NEBRASKA,39950,2021-09-13,2021-09-14
NEVADA,55006,2021-09-13,2021-09-14
NEW HAMPSHIRE,28289,2021-09-13,2021-09-14
NEW JERSEY,160561,2021-09-13,2021-09-14
NEW MEXICO,32272,2021-09-13,2021-09-14
NEW YORK,485061,2021-09-13,2021-09-14
NORTH CAROLINA,170719,2021-09-13,2021-09-14
NORTH DAKOTA,19836,2021-09-13,2021-09-14
NORTHERN MARIANA ISLANDS,3323,2021-09-13,2021-09-14
OHIO,283957,2021-09-13,2021-09-14
OKLAHOMA,67561,2021-09-13,2021-09-14
OREGON,77309,2021-09-13,2021-09-14
PENNSYLVANIA,287304,2021-09-13,2021-09-14
RHODE ISLAND,28613,2021-09-13,2021-09-14
SOUTH CAROLINA,87899,2021-09-13,2021-09-14
SOUTH DAKOTA,21893,2021-09-13,2021-09-14
TENNESSEE,139914,2021-09-13,2021-09-14
TEXAS,467157,2021-09-13,2021-09-14
UTAH,41825,2021-09-13,2021-09-14
VERMONT,21628,2021-09-13,2021-09-14
VIRGIN ISLANDS,1362,2021-09-13,2021-09-14
VIRGINIA,138958,2021-09-13,2021-09-14
WASHINGTON,125226,2021-09-13,2021-09-14
WEST VIRGINIA,41926,2021-09-13,2021-09-14
WISCONSIN,124644,2021-09-13,2021-09-14
WYOMING,9497,2021-09-13,2021-09-14
