state,counts_all,updated_date,scrape_date
ALABAMA,110188,2021-10-12,2021-10-13
ALASKA,17971,2021-10-12,2021-10-13
AMERICAN SAMOA,297,2021-10-12,2021-10-13
ARIZONA,111778,2021-10-12,2021-10-13
ARKANSAS,58993,2021-10-12,2021-10-13
CALIFORNIA,567119,2021-10-12,2021-10-13
COLORADO,91866,2021-10-12,2021-10-13
CONNECTICUT,93342,2021-10-12,2021-10-13
DELAWARE,22035,2021-10-12,2021-10-13
DISTRICT OF COLUMBIA,31574,2021-10-12,2021-10-13
FLORIDA,402094,2021-10-12,2021-10-13
GEORGIA,167448,2021-10-12,2021-10-13
GUAM,1708,2021-10-12,2021-10-13
HAWAII,26880,2021-10-12,2021-10-13
IDAHO,28317,2021-10-12,2021-10-13
ILLINOIS,241809,2021-10-12,2021-10-13
INDIANA,155813,2021-10-12,2021-10-13
IOWA,68936,2021-10-12,2021-10-13
KANSAS,63702,2021-10-12,2021-10-13
KENTUCKY,89721,2021-10-12,2021-10-13
LOUISIANA,87066,2021-10-12,2021-10-13
MAINE,29741,2021-10-12,2021-10-13
MARYLAND,98532,2021-10-12,2021-10-13
MASSACHUSETTS,171228,2021-10-12,2021-10-13
MICHIGAN (Non-Participating),NA,2021-10-12,2021-10-13
MINNESOTA,139020,2021-10-12,2021-10-13
MISSISSIPPI,64239,2021-10-12,2021-10-13
MISSOURI,139936,2021-10-12,2021-10-13
MONTANA,21994,2021-10-12,2021-10-13
NEBRASKA,40044,2021-10-12,2021-10-13
NEVADA,55278,2021-10-12,2021-10-13
NEW HAMPSHIRE,28373,2021-10-12,2021-10-13
NEW JERSEY,161396,2021-10-12,2021-10-13
NEW MEXICO,32403,2021-10-12,2021-10-13
NEW YORK,487068,2021-10-12,2021-10-13
NORTH CAROLINA,171207,2021-10-12,2021-10-13
NORTH DAKOTA,19950,2021-10-12,2021-10-13
NORTHERN MARIANA ISLANDS,3412,2021-10-12,2021-10-13
OHIO,284377,2021-10-12,2021-10-13
OKLAHOMA,67547,2021-10-12,2021-10-13
OREGON,78118,2021-10-12,2021-10-13
PENNSYLVANIA,288729,2021-10-12,2021-10-13
RHODE ISLAND,28985,2021-10-12,2021-10-13
SOUTH CAROLINA,88507,2021-10-12,2021-10-13
SOUTH DAKOTA,21899,2021-10-12,2021-10-13
TENNESSEE,140074,2021-10-12,2021-10-13
TEXAS,468517,2021-10-12,2021-10-13
UTAH,42267,2021-10-12,2021-10-13
VERMONT,21991,2021-10-12,2021-10-13
VIRGIN ISLANDS,1377,2021-10-12,2021-10-13
VIRGINIA,139041,2021-10-12,2021-10-13
WASHINGTON,126983,2021-10-12,2021-10-13
WEST VIRGINIA,42131,2021-10-12,2021-10-13
WISCONSIN,125139,2021-10-12,2021-10-13
WYOMING,9584,2021-10-12,2021-10-13
