state,counts_lpn,updated_date,scrape_date
ALABAMA,15868,2025-04-21,2025-04-21
ALASKA,725,2025-04-21,2025-04-21
AMERICAN SAMOA,23,2025-04-21,2025-04-21
ARIZONA,11097,2025-04-21,2025-04-21
ARKANSAS,13711,2025-04-21,2025-04-21
CALIFORNIA-RN (Non-Participating),NA,2025-04-21,2025-04-21
CALIFORNIA-VN,114148,2025-04-21,2025-04-21
COLORADO,7480,2025-04-21,2025-04-21
CONNECTICUT,12633,2025-04-21,2025-04-21
DELAWARE,3128,2025-04-21,2025-04-21
DISTRICT OF COLUMBIA,2884,2025-04-21,2025-04-21
FLORIDA,65925,2025-04-21,2025-04-21
GEORGIA,30645,2025-04-21,2025-04-21
GUAM,190,2025-04-21,2025-04-21
HAWAII,2267,2025-04-21,2025-04-21
IDAHO,3260,2025-04-21,2025-04-21
ILLINOIS,27672,2025-04-21,2025-04-21
INDIANA,20437,2025-04-21,2025-04-21
IOWA,8679,2025-04-21,2025-04-21
KANSAS,9051,2025-04-21,2025-04-21
KENTUCKY,12558,2025-04-21,2025-04-21
LOUISIANA-PN,21310,2025-04-21,2025-04-21
LOUISIANA-RN (Non-Participating),NA,2025-04-21,2025-04-21
MAINE,1647,2025-04-21,2025-04-21
MARYLAND,11189,2025-04-21,2025-04-21
MASSACHUSETTS,20304,2025-04-21,2025-04-21
MICHIGAN,20637,2025-04-21,2025-04-21
MINNESOTA,17484,2025-04-21,2025-04-21
MISSISSIPPI,14358,2025-04-21,2025-04-21
MISSOURI,22910,2025-04-21,2025-04-21
MONTANA,2135,2025-04-21,2025-04-21
NEBRASKA,5405,2025-04-21,2025-04-21
NEVADA,4778,2025-04-21,2025-04-21
NEW HAMPSHIRE,3177,2025-04-21,2025-04-21
NEW JERSEY,24479,2025-04-21,2025-04-21
NEW MEXICO,2410,2025-04-21,2025-04-21
NEW YORK,76796,2025-04-21,2025-04-21
NORTH CAROLINA,22882,2025-04-21,2025-04-21
NORTH DAKOTA,2643,2025-04-21,2025-04-21
NORTHERN MARIANA ISLANDS,55,2025-04-21,2025-04-21
OHIO,51205,2025-04-21,2025-04-21
OKLAHOMA,16935,2025-04-21,2025-04-21
OREGON,6566,2025-04-21,2025-04-21
PENNSYLVANIA,49631,2025-04-21,2025-04-21
RHODE ISLAND,2359,2025-04-21,2025-04-21
SOUTH CAROLINA,12396,2025-04-21,2025-04-21
SOUTH DAKOTA,2762,2025-04-21,2025-04-21
TENNESSEE,29226,2025-04-21,2025-04-21
TEXAS,101396,2025-04-21,2025-04-21
UTAH,2700,2025-04-21,2025-04-21
VERMONT,1570,2025-04-21,2025-04-21
VIRGIN ISLANDS,77,2025-04-21,2025-04-21
VIRGINIA,26237,2025-04-21,2025-04-21
WASHINGTON,10266,2025-04-21,2025-04-21
WEST VIRGINIA-PN,7634,2025-04-21,2025-04-21
WEST VIRGINIA-RN (Non-Participating),NA,2025-04-21,2025-04-21
WISCONSIN,12488,2025-04-21,2025-04-21
WYOMING,708,2025-04-21,2025-04-21
TOTALS,971136,2025-04-21,2025-04-21
