state,counts_all,updated_date,scrape_date
ALABAMA,107533,2025-10-13,2025-10-13
ALASKA,22431,2025-10-13,2025-10-13
AMERICAN SAMOA,221,2025-10-13,2025-10-13
ARIZONA,126667,2025-10-13,2025-10-13
ARKANSAS,62836,2025-10-13,2025-10-13
CALIFORNIA,700058,2025-10-13,2025-10-13
COLORADO,100307,2025-10-13,2025-10-13
CONNECTICUT,95721,2025-10-13,2025-10-13
DELAWARE,22086,2025-10-13,2025-10-13
DISTRICT OF COLUMBIA,50802,2025-10-13,2025-10-13
FLORIDA,445231,2025-10-13,2025-10-13
GEORGIA,176297,2025-10-13,2025-10-13
GUAM,1290,2025-10-13,2025-10-13
HAWAII,35227,2025-10-13,2025-10-13
IDAHO,31242,2025-10-13,2025-10-13
ILLINOIS,275613,2025-10-13,2025-10-13
INDIANA,159763,2025-10-13,2025-10-13
IOWA,67774,2025-10-13,2025-10-13
KANSAS,62829,2025-10-13,2025-10-13
KENTUCKY,92628,2025-10-13,2025-10-13
LOUISIANA,90452,2025-10-13,2025-10-13
MAINE,30478,2025-10-13,2025-10-13
MARYLAND,102554,2025-10-13,2025-10-13
MASSACHUSETTS,189399,2025-10-13,2025-10-13
MICHIGAN,201684,2025-10-13,2025-10-13
MINNESOTA,156776,2025-10-13,2025-10-13
MISSISSIPPI,68776,2025-10-13,2025-10-13
MISSOURI,141737,2025-10-13,2025-10-13
MONTANA,28709,2025-10-13,2025-10-13
NEBRASKA,38455,2025-10-13,2025-10-13
NEVADA,67212,2025-10-13,2025-10-13
NEW HAMPSHIRE,30939,2025-10-13,2025-10-13
NEW JERSEY,174798,2025-10-13,2025-10-13
NEW MEXICO,37109,2025-10-13,2025-10-13
NEW YORK,600295,2025-10-13,2025-10-13
NORTH CAROLINA,188400,2025-10-13,2025-10-13
NORTH DAKOTA,20628,2025-10-13,2025-10-13
NORTHERN MARIANA ISLANDS,4105,2025-10-13,2025-10-13
OHIO,293343,2025-10-13,2025-10-13
OKLAHOMA,72363,2025-10-13,2025-10-13
OREGON,97660,2025-10-13,2025-10-13
PENNSYLVANIA,292840,2025-10-13,2025-10-13
RHODE ISLAND,24193,2025-10-13,2025-10-13
SOUTH CAROLINA,102019,2025-10-13,2025-10-13
SOUTH DAKOTA,23112,2025-10-13,2025-10-13
TENNESSEE,147226,2025-10-13,2025-10-13
TEXAS,528412,2025-10-13,2025-10-13
UTAH,48808,2025-10-13,2025-10-13
VERMONT,13301,2025-10-13,2025-10-13
VIRGIN ISLANDS,1266,2025-10-13,2025-10-13
VIRGINIA,149713,2025-10-13,2025-10-13
WASHINGTON,120722,2025-10-13,2025-10-13
WEST VIRGINIA,43060,2025-10-13,2025-10-13
WISCONSIN,131627,2025-10-13,2025-10-13
WYOMING,9519,2025-10-13,2025-10-13
