state,counts_all,updated_date,scrape_date
ALABAMA,106245,2025-07-19,2025-07-19
ALASKA,21649,2025-07-19,2025-07-19
AMERICAN SAMOA,152,2025-07-19,2025-07-19
ARIZONA,130092,2025-07-19,2025-07-19
ARKANSAS,62905,2025-07-19,2025-07-19
CALIFORNIA,689512,2025-07-19,2025-07-19
COLORADO,98845,2025-07-19,2025-07-19
CONNECTICUT,94875,2025-07-19,2025-07-19
DELAWARE,25515,2025-07-19,2025-07-19
DISTRICT OF COLUMBIA,48979,2025-07-19,2025-07-19
FLORIDA,448234,2025-07-19,2025-07-19
GEORGIA,174180,2025-07-19,2025-07-19
GUAM,1501,2025-07-19,2025-07-19
HAWAII,33611,2025-07-19,2025-07-19
IDAHO,34666,2025-07-19,2025-07-19
ILLINOIS,269413,2025-07-19,2025-07-19
INDIANA,157734,2025-07-19,2025-07-19
IOWA,67077,2025-07-19,2025-07-19
KANSAS,63113,2025-07-19,2025-07-19
KENTUCKY,91704,2025-07-19,2025-07-19
LOUISIANA,89793,2025-07-19,2025-07-19
MAINE,30778,2025-07-19,2025-07-19
MARYLAND,102450,2025-07-19,2025-07-19
MASSACHUSETTS,185723,2025-07-19,2025-07-19
MICHIGAN,200467,2025-07-19,2025-07-19
MINNESOTA,156703,2025-07-19,2025-07-19
MISSISSIPPI,67829,2025-07-19,2025-07-19
MISSOURI,141221,2025-07-19,2025-07-19
MONTANA,27946,2025-07-19,2025-07-19
NEBRASKA,38067,2025-07-19,2025-07-19
NEVADA,66782,2025-07-19,2025-07-19
NEW HAMPSHIRE,30933,2025-07-19,2025-07-19
NEW JERSEY,171597,2025-07-19,2025-07-19
NEW MEXICO,36942,2025-07-19,2025-07-19
NEW YORK,586522,2025-07-19,2025-07-19
NORTH CAROLINA,188142,2025-07-19,2025-07-19
NORTH DAKOTA,20318,2025-07-19,2025-07-19
NORTHERN MARIANA ISLANDS,4289,2025-07-19,2025-07-19
OHIO,292595,2025-07-19,2025-07-19
OKLAHOMA,72073,2025-07-19,2025-07-19
OREGON,96786,2025-07-19,2025-07-19
PENNSYLVANIA,289434,2025-07-19,2025-07-19
RHODE ISLAND,23659,2025-07-19,2025-07-19
SOUTH CAROLINA,100614,2025-07-19,2025-07-19
SOUTH DAKOTA,22973,2025-07-19,2025-07-19
TENNESSEE,147124,2025-07-19,2025-07-19
TEXAS,527204,2025-07-19,2025-07-19
UTAH,48002,2025-07-19,2025-07-19
VERMONT,12826,2025-07-19,2025-07-19
VIRGIN ISLANDS,1322,2025-07-19,2025-07-19
VIRGINIA,149466,2025-07-19,2025-07-19
WASHINGTON,117896,2025-07-19,2025-07-19
WEST VIRGINIA,42442,2025-07-19,2025-07-19
WISCONSIN,129812,2025-07-19,2025-07-19
WYOMING,9392,2025-07-19,2025-07-19
