state,counts_rn,updated_date,scrape_date
ALABAMA,93014,2026-07-31,2026-08-02
ALASKA,24676,2026-07-31,2026-08-02
AMERICAN SAMOA,178,2026-07-31,2026-08-02
ARIZONA,121884,2026-07-31,2026-08-02
ARKANSAS,50154,2026-07-31,2026-08-02
CALIFORNIA-RN,619140,2026-07-31,2026-08-02
CALIFORNIA-VN (Non-Participating),NA,2026-07-31,2026-08-02
COLORADO,92767,2026-07-31,2026-08-02
CONNECTICUT,76405,2026-07-31,2026-08-02
DELAWARE,19875,2026-07-31,2026-08-02
DISTRICT OF COLUMBIA,45611,2026-07-31,2026-08-02
FLORIDA,395132,2026-07-31,2026-08-02
GEORGIA,148581,2026-07-31,2026-08-02
GUAM,1273,2026-07-31,2026-08-02
HAWAII,38000,2026-07-31,2026-08-02
IDAHO,30150,2026-07-31,2026-08-02
ILLINOIS,264145,2026-07-31,2026-08-02
INDIANA,133911,2026-07-31,2026-08-02
IOWA,59455,2026-07-31,2026-08-02
KANSAS,54282,2026-07-31,2026-08-02
KENTUCKY,81185,2026-07-31,2026-08-02
LOUISIANA-PN (Non-Participating),NA,2026-07-31,2026-08-02
LOUISIANA-RN,68958,2026-07-31,2026-08-02
MAINE,28970,2026-07-31,2026-08-02
MARYLAND,91235,2026-07-31,2026-08-02
MASSACHUSETTS,162581,2026-07-31,2026-08-02
MICHIGAN,191957,2026-07-31,2026-08-02
MINNESOTA,141688,2026-07-31,2026-08-02
MISSISSIPPI,56393,2026-07-31,2026-08-02
MISSOURI,122522,2026-07-31,2026-08-02
MONTANA,27181,2026-07-31,2026-08-02
NEBRASKA,34319,2026-07-31,2026-08-02
NEVADA,65106,2026-07-31,2026-08-02
NEW HAMPSHIRE,28083,2026-07-31,2026-08-02
NEW JERSEY,150277,2026-07-31,2026-08-02
NEW MEXICO,35875,2026-07-31,2026-08-02
NEW YORK,558951,2026-07-31,2026-08-02
NORTH CAROLINA,169772,2026-07-31,2026-08-02
NORTH DAKOTA,17829,2026-07-31,2026-08-02
NORTHERN MARIANA ISLANDS,3633,2026-07-31,2026-08-02
OHIO,234907,2026-07-31,2026-08-02
OKLAHOMA,56923,2026-07-31,2026-08-02
OREGON,93205,2026-07-31,2026-08-02
PENNSYLVANIA,238958,2026-07-31,2026-08-02
RHODE ISLAND,21297,2026-07-31,2026-08-02
SOUTH CAROLINA,88306,2026-07-31,2026-08-02
SOUTH DAKOTA,20655,2026-07-31,2026-08-02
TENNESSEE,119877,2026-07-31,2026-08-02
TEXAS,438394,2026-07-31,2026-08-02
UTAH,49073,2026-07-31,2026-08-02
VERMONT,12494,2026-07-31,2026-08-02
VIRGIN ISLANDS,1194,2026-07-31,2026-08-02
VIRGINIA,125803,2026-07-31,2026-08-02
WASHINGTON,107962,2026-07-31,2026-08-02
WEST VIRGINIA-PN (Non-Participating),NA,2026-07-31,2026-08-02
WEST VIRGINIA-RN,32963,2026-07-31,2026-08-02
WISCONSIN,115098,2026-07-31,2026-08-02
WYOMING,9169,2026-07-31,2026-08-02
TOTALS,6071426,2026-07-31,2026-08-02
