state,counts_rn,updated_date,scrape_date
ALABAMA,87531,2024-09-09,2024-09-09
ALASKA,23318,2024-09-09,2024-09-09
AMERICAN SAMOA,27,2024-09-09,2024-09-09
ARIZONA,112872,2024-09-09,2024-09-09
ARKANSAS,47861,2024-09-09,2024-09-09
CALIFORNIA-RN,537663,2024-09-09,2024-09-09
CALIFORNIA-VN (Non-Participating),NA,2024-09-09,2024-09-09
COLORADO,92029,2024-09-09,2024-09-09
CONNECTICUT,82829,2024-09-09,2024-09-09
DELAWARE,21202,2024-09-09,2024-09-09
DISTRICT OF COLUMBIA,48270,2024-09-09,2024-09-09
FLORIDA,375955,2024-09-09,2024-09-09
GEORGIA,145019,2024-09-09,2024-09-09
GUAM,1174,2024-09-09,2024-09-09
HAWAII,36710,2024-09-09,2024-09-09
IDAHO,29126,2024-09-09,2024-09-09
ILLINOIS,249882,2024-09-09,2024-09-09
INDIANA,130445,2024-09-09,2024-09-09
IOWA,58556,2024-09-09,2024-09-09
KANSAS,53436,2024-09-09,2024-09-09
KENTUCKY,77966,2024-09-09,2024-09-09
LOUISIANA-PN (Non-Participating),NA,2024-09-09,2024-09-09
LOUISIANA-RN,66966,2024-09-09,2024-09-09
MAINE,29013,2024-09-09,2024-09-09
MARYLAND,89737,2024-09-09,2024-09-09
MASSACHUSETTS,165421,2024-09-09,2024-09-09
MICHIGAN,176917,2024-09-09,2024-09-09
MINNESOTA,134692,2024-09-09,2024-09-09
MISSISSIPPI,54726,2024-09-09,2024-09-09
MISSOURI,123716,2024-09-09,2024-09-09
MONTANA,24466,2024-09-09,2024-09-09
NEBRASKA,34279,2024-09-09,2024-09-09
NEVADA,60260,2024-09-09,2024-09-09
NEW HAMPSHIRE,27353,2024-09-09,2024-09-09
NEW JERSEY,147087,2024-09-09,2024-09-09
NEW MEXICO,33832,2024-09-09,2024-09-09
NEW YORK,475093,2024-09-09,2024-09-09
NORTH CAROLINA,161935,2024-09-09,2024-09-09
NORTH DAKOTA,17727,2024-09-09,2024-09-09
NORTHERN MARIANA ISLANDS,4673,2024-09-09,2024-09-09
OHIO,231688,2024-09-09,2024-09-09
OKLAHOMA,53420,2024-09-09,2024-09-09
OREGON,86139,2024-09-09,2024-09-09
PENNSYLVANIA,244547,2024-09-09,2024-09-09
RHODE ISLAND,25309,2024-09-09,2024-09-09
SOUTH CAROLINA,82663,2024-09-09,2024-09-09
SOUTH DAKOTA,19969,2024-09-09,2024-09-09
TENNESSEE,116994,2024-09-09,2024-09-09
TEXAS,413228,2024-09-09,2024-09-09
UTAH,46855,2024-09-09,2024-09-09
VERMONT,12910,2024-09-09,2024-09-09
VIRGIN ISLANDS,1254,2024-09-09,2024-09-09
VIRGINIA,120616,2024-09-09,2024-09-09
WASHINGTON,108981,2024-09-09,2024-09-09
WEST VIRGINIA-PN (Non-Participating),NA,2024-09-09,2024-09-09
WEST VIRGINIA-RN,38289,2024-09-09,2024-09-09
WISCONSIN,112921,2024-09-09,2024-09-09
WYOMING,9434,2024-09-09,2024-09-09
TOTALS,5764981,2024-09-09,2024-09-09
