state,counts_lpn,updated_date,scrape_date
ALABAMA,17747,2023-01-14,2023-01-15
ALASKA,632,2023-01-14,2023-01-15
AMERICAN SAMOA,132,2023-01-14,2023-01-15
ARIZONA,10969,2023-01-14,2023-01-15
ARKANSAS,14010,2023-01-14,2023-01-15
CALIFORNIA-RN (Non-Participating),NA,2023-01-14,2023-01-15
CALIFORNIA-VN,107709,2023-01-14,2023-01-15
COLORADO,7579,2023-01-14,2023-01-15
CONNECTICUT,14463,2023-01-14,2023-01-15
DELAWARE,2900,2023-01-14,2023-01-15
DISTRICT OF COLUMBIA,2342,2023-01-14,2023-01-15
FLORIDA,66558,2023-01-14,2023-01-15
GEORGIA,30665,2023-01-14,2023-01-15
GUAM,231,2023-01-14,2023-01-15
HAWAII,2011,2023-01-14,2023-01-15
IDAHO,3281,2023-01-14,2023-01-15
ILLINOIS,27176,2023-01-14,2023-01-15
INDIANA,20549,2023-01-14,2023-01-15
IOWA,9155,2023-01-14,2023-01-15
KANSAS,9316,2023-01-14,2023-01-15
KENTUCKY,12709,2023-01-14,2023-01-15
LOUISIANA-PN,21988,2023-01-14,2023-01-15
LOUISIANA-RN (Non-Participating),NA,2023-01-14,2023-01-15
MAINE,1832,2023-01-14,2023-01-15
MARYLAND,11108,2023-01-14,2023-01-15
MASSACHUSETTS,21110,2023-01-14,2023-01-15
MICHIGAN (Non-Participating),NA,2023-01-14,2023-01-15
MINNESOTA,18672,2023-01-14,2023-01-15
MISSISSIPPI,13632,2023-01-14,2023-01-15
MISSOURI,22929,2023-01-14,2023-01-15
MONTANA,2413,2023-01-14,2023-01-15
NEBRASKA,5618,2023-01-14,2023-01-15
NEVADA,4624,2023-01-14,2023-01-15
NEW HAMPSHIRE,3102,2023-01-14,2023-01-15
NEW JERSEY,23855,2023-01-14,2023-01-15
NEW MEXICO,2399,2023-01-14,2023-01-15
NEW YORK,70984,2023-01-14,2023-01-15
NORTH CAROLINA,22899,2023-01-14,2023-01-15
NORTH DAKOTA,2892,2023-01-14,2023-01-15
NORTHERN MARIANA ISLANDS,60,2023-01-14,2023-01-15
OHIO,49648,2023-01-14,2023-01-15
OKLAHOMA,16830,2023-01-14,2023-01-15
OREGON,6151,2023-01-14,2023-01-15
PENNSYLVANIA,49144,2023-01-14,2023-01-15
RHODE ISLAND,2805,2023-01-14,2023-01-15
SOUTH CAROLINA,12181,2023-01-14,2023-01-15
SOUTH DAKOTA,2673,2023-01-14,2023-01-15
TENNESSEE,29825,2023-01-14,2023-01-15
TEXAS,103851,2023-01-14,2023-01-15
UTAH,2647,2023-01-14,2023-01-15
VERMONT,1851,2023-01-14,2023-01-15
VIRGIN ISLANDS,92,2023-01-14,2023-01-15
VIRGINIA,26639,2023-01-14,2023-01-15
WASHINGTON,11128,2023-01-14,2023-01-15
WEST VIRGINIA-PN,7970,2023-01-14,2023-01-15
WEST VIRGINIA-RN (Non-Participating),NA,2023-01-14,2023-01-15
WISCONSIN,16176,2023-01-14,2023-01-15
WYOMING,704,2023-01-14,2023-01-15
TOTALS,950566,2023-01-14,2023-01-15
