state,counts_rn,updated_date,scrape_date
ALABAMA,94221,2022-01-12,2022-01-13
ALASKA,18211,2022-01-12,2022-01-13
AMERICAN SAMOA,166,2022-01-12,2022-01-13
ARIZONA,102563,2022-01-12,2022-01-13
ARKANSAS,44985,2022-01-12,2022-01-13
CALIFORNIA-RN,465423,2022-01-12,2022-01-13
CALIFORNIA-VN (Non-Participating),NA,2022-01-12,2022-01-13
COLORADO,81064,2022-01-12,2022-01-13
CONNECTICUT,81449,2022-01-12,2022-01-13
DELAWARE,19261,2022-01-12,2022-01-13
DISTRICT OF COLUMBIA,30275,2022-01-12,2022-01-13
FLORIDA,347822,2022-01-12,2022-01-13
GEORGIA,139678,2022-01-12,2022-01-13
GUAM,1609,2022-01-12,2022-01-13
HAWAII,26890,2022-01-12,2022-01-13
IDAHO,25930,2022-01-12,2022-01-13
ILLINOIS,219687,2022-01-12,2022-01-13
INDIANA,119141,2022-01-12,2022-01-13
IOWA,58629,2022-01-12,2022-01-13
KANSAS,53436,2022-01-12,2022-01-13
KENTUCKY,72249,2022-01-12,2022-01-13
LOUISIANA-PN (Non-Participating),NA,2022-01-12,2022-01-13
LOUISIANA-RN,65165,2022-01-12,2022-01-13
MAINE,27933,2022-01-12,2022-01-13
MARYLAND,86795,2022-01-12,2022-01-13
MASSACHUSETTS,154039,2022-01-12,2022-01-13
MICHIGAN (Non-Participating),NA,2022-01-12,2022-01-13
MINNESOTA,119395,2022-01-12,2022-01-13
MISSISSIPPI,50527,2022-01-12,2022-01-13
MISSOURI,116287,2022-01-12,2022-01-13
MONTANA,20299,2022-01-12,2022-01-13
NEBRASKA,31294,2022-01-12,2022-01-13
NEVADA,51714,2022-01-12,2022-01-13
NEW HAMPSHIRE,25696,2022-01-12,2022-01-13
NEW JERSEY,139992,2022-01-12,2022-01-13
NEW MEXICO,30028,2022-01-12,2022-01-13
NEW YORK,356449,2022-01-12,2022-01-13
NORTH CAROLINA,148649,2022-01-12,2022-01-13
NORTH DAKOTA,15839,2022-01-12,2022-01-13
NORTHERN MARIANA ISLANDS,3620,2022-01-12,2022-01-13
OHIO,221190,2022-01-12,2022-01-13
OKLAHOMA,52076,2022-01-12,2022-01-13
OREGON,73581,2022-01-12,2022-01-13
PENNSYLVANIA,232699,2022-01-12,2022-01-13
RHODE ISLAND,27392,2022-01-12,2022-01-13
SOUTH CAROLINA,77365,2022-01-12,2022-01-13
SOUTH DAKOTA,19232,2022-01-12,2022-01-13
TENNESSEE,110084,2022-01-12,2022-01-13
TEXAS,363560,2022-01-12,2022-01-13
UTAH,40244,2022-01-12,2022-01-13
VERMONT,20915,2022-01-12,2022-01-13
VIRGIN ISLANDS,1311,2022-01-12,2022-01-13
VIRGINIA,112147,2022-01-12,2022-01-13
WASHINGTON,117377,2022-01-12,2022-01-13
WEST VIRGINIA-PN (Non-Participating),NA,2022-01-12,2022-01-13
WEST VIRGINIA-RN,33260,2022-01-12,2022-01-13
WISCONSIN,111367,2022-01-12,2022-01-13
WYOMING,8909,2022-01-12,2022-01-13
TOTALS,5069119,2022-01-12,2022-01-13
