state,counts_all,updated_date,scrape_date
ALABAMA,112385,2022-05-24,2022-05-24
ALASKA,20217,2022-05-24,2022-05-24
AMERICAN SAMOA,298,2022-05-24,2022-05-24
ARIZONA,117121,2022-05-24,2022-05-24
ARKANSAS,59518,2022-05-24,2022-05-24
CALIFORNIA,581638,2022-05-24,2022-05-24
COLORADO,92016,2022-05-24,2022-05-24
CONNECTICUT,98828,2022-05-24,2022-05-24
DELAWARE,22719,2022-05-24,2022-05-24
DISTRICT OF COLUMBIA,33833,2022-05-24,2022-05-24
FLORIDA,415919,2022-05-24,2022-05-24
GEORGIA,167194,2022-05-24,2022-05-24
GUAM,1880,2022-05-24,2022-05-24
HAWAII,31371,2022-05-24,2022-05-24
IDAHO,30753,2022-05-24,2022-05-24
ILLINOIS,251435,2022-05-24,2022-05-24
INDIANA,146219,2022-05-24,2022-05-24
IOWA,68879,2022-05-24,2022-05-24
KANSAS,62770,2022-05-24,2022-05-24
KENTUCKY,87293,2022-05-24,2022-05-24
LOUISIANA,85184,2022-05-24,2022-05-24
MAINE,30165,2022-05-24,2022-05-24
MARYLAND,98501,2022-05-24,2022-05-24
MASSACHUSETTS,179474,2022-05-24,2022-05-24
MICHIGAN (Non-Participating),NA,2022-05-24,2022-05-24
MINNESOTA,140297,2022-05-24,2022-05-24
MISSISSIPPI,64318,2022-05-24,2022-05-24
MISSOURI,142921,2022-05-24,2022-05-24
MONTANA,22604,2022-05-24,2022-05-24
NEBRASKA,37203,2022-05-24,2022-05-24
NEVADA,58839,2022-05-24,2022-05-24
NEW HAMPSHIRE,29059,2022-05-24,2022-05-24
NEW JERSEY,166972,2022-05-24,2022-05-24
NEW MEXICO,33109,2022-05-24,2022-05-24
NEW YORK,434054,2022-05-24,2022-05-24
NORTH CAROLINA,173300,2022-05-24,2022-05-24
NORTH DAKOTA,19525,2022-05-24,2022-05-24
NORTHERN MARIANA ISLANDS,3562,2022-05-24,2022-05-24
OHIO,283432,2022-05-24,2022-05-24
OKLAHOMA,67189,2022-05-24,2022-05-24
OREGON,81912,2022-05-24,2022-05-24
PENNSYLVANIA,286989,2022-05-24,2022-05-24
RHODE ISLAND,28923,2022-05-24,2022-05-24
SOUTH CAROLINA,91398,2022-05-24,2022-05-24
SOUTH DAKOTA,22079,2022-05-24,2022-05-24
TENNESSEE,140891,2022-05-24,2022-05-24
TEXAS,475660,2022-05-24,2022-05-24
UTAH,44230,2022-05-24,2022-05-24
VERMONT,22747,2022-05-24,2022-05-24
VIRGIN ISLANDS,1539,2022-05-24,2022-05-24
VIRGINIA,140380,2022-05-24,2022-05-24
WASHINGTON,132299,2022-05-24,2022-05-24
WEST VIRGINIA,42714,2022-05-24,2022-05-24
WISCONSIN,129566,2022-05-24,2022-05-24
WYOMING,10168,2022-05-24,2022-05-24
