state,counts_rn,updated_date,scrape_date
ALABAMA,93598,2021-12-06,2021-12-07
ALASKA,17918,2021-12-06,2021-12-07
AMERICAN SAMOA,166,2021-12-06,2021-12-07
ARIZONA,101947,2021-12-06,2021-12-07
ARKANSAS,44677,2021-12-06,2021-12-07
CALIFORNIA-RN,463498,2021-12-06,2021-12-07
CALIFORNIA-VN (Non-Participating),NA,2021-12-06,2021-12-07
COLORADO,85002,2021-12-06,2021-12-07
CONNECTICUT,80862,2021-12-06,2021-12-07
DELAWARE,19085,2021-12-06,2021-12-07
DISTRICT OF COLUMBIA,29963,2021-12-06,2021-12-07
FLORIDA,346060,2021-12-06,2021-12-07
GEORGIA,138774,2021-12-06,2021-12-07
GUAM,1518,2021-12-06,2021-12-07
HAWAII,26455,2021-12-06,2021-12-07
IDAHO,25555,2021-12-06,2021-12-07
ILLINOIS,218624,2021-12-06,2021-12-07
INDIANA,117445,2021-12-06,2021-12-07
IOWA,58614,2021-12-06,2021-12-07
KANSAS,53628,2021-12-06,2021-12-07
KENTUCKY,71785,2021-12-06,2021-12-07
LOUISIANA-PN (Non-Participating),NA,2021-12-06,2021-12-07
LOUISIANA-RN,65365,2021-12-06,2021-12-07
MAINE,27914,2021-12-06,2021-12-07
MARYLAND,86853,2021-12-06,2021-12-07
MASSACHUSETTS,153054,2021-12-06,2021-12-07
MICHIGAN (Non-Participating),NA,2021-12-06,2021-12-07
MINNESOTA,119208,2021-12-06,2021-12-07
MISSISSIPPI,50368,2021-12-06,2021-12-07
MISSOURI,116120,2021-12-06,2021-12-07
MONTANA,20076,2021-12-06,2021-12-07
NEBRASKA,31178,2021-12-06,2021-12-07
NEVADA,51451,2021-12-06,2021-12-07
NEW HAMPSHIRE,25519,2021-12-06,2021-12-07
NEW JERSEY,139192,2021-12-06,2021-12-07
NEW MEXICO,29969,2021-12-06,2021-12-07
NEW YORK,403855,2021-12-06,2021-12-07
NORTH CAROLINA,148487,2021-12-06,2021-12-07
NORTH DAKOTA,16739,2021-12-06,2021-12-07
NORTHERN MARIANA ISLANDS,3534,2021-12-06,2021-12-07
OHIO,220109,2021-12-06,2021-12-07
OKLAHOMA,51950,2021-12-06,2021-12-07
OREGON,73067,2021-12-06,2021-12-07
PENNSYLVANIA,231507,2021-12-06,2021-12-07
RHODE ISLAND,27054,2021-12-06,2021-12-07
SOUTH CAROLINA,77054,2021-12-06,2021-12-07
SOUTH DAKOTA,19248,2021-12-06,2021-12-07
TENNESSEE,110628,2021-12-06,2021-12-07
TEXAS,362393,2021-12-06,2021-12-07
UTAH,40009,2021-12-06,2021-12-07
VERMONT,20091,2021-12-06,2021-12-07
VIRGIN ISLANDS,1302,2021-12-06,2021-12-07
VIRGINIA,112009,2021-12-06,2021-12-07
WASHINGTON,116600,2021-12-06,2021-12-07
WEST VIRGINIA-PN (Non-Participating),NA,2021-12-06,2021-12-07
WEST VIRGINIA-RN,32851,2021-12-06,2021-12-07
WISCONSIN,110908,2021-12-06,2021-12-07
WYOMING,8821,2021-12-06,2021-12-07
TOTALS,5099657,2021-12-06,2021-12-07
