state,counts_lpn,updated_date,scrape_date
ALABAMA,17158,2021-11-23,2021-11-24
ALASKA,752,2021-11-23,2021-11-24
AMERICAN SAMOA,132,2021-11-23,2021-11-24
ARIZONA,10769,2021-11-23,2021-11-24
ARKANSAS,14219,2021-11-23,2021-11-24
CALIFORNIA-RN (Non-Participating),NA,2021-11-23,2021-11-24
CALIFORNIA-VN,105810,2021-11-23,2021-11-24
COLORADO,7980,2021-11-23,2021-11-24
CONNECTICUT,13754,2021-11-23,2021-11-24
DELAWARE,3155,2021-11-23,2021-11-24
DISTRICT OF COLUMBIA,2165,2021-11-23,2021-11-24
FLORIDA,60981,2021-11-23,2021-11-24
GEORGIA,29599,2021-11-23,2021-11-24
GUAM,198,2021-11-23,2021-11-24
HAWAII,1658,2021-11-23,2021-11-24
IDAHO,3489,2021-11-23,2021-11-24
ILLINOIS,25521,2021-11-23,2021-11-24
INDIANA,22819,2021-11-23,2021-11-24
IOWA,10106,2021-11-23,2021-11-24
KANSAS,9683,2021-11-23,2021-11-24
KENTUCKY,12662,2021-11-23,2021-11-24
LOUISIANA-PN,21772,2021-11-23,2021-11-24
LOUISIANA-RN (Non-Participating),NA,2021-11-23,2021-11-24
MAINE,1908,2021-11-23,2021-11-24
MARYLAND,11347,2021-11-23,2021-11-24
MASSACHUSETTS,20165,2021-11-23,2021-11-24
MICHIGAN (Non-Participating),NA,2021-11-23,2021-11-24
MINNESOTA,19706,2021-11-23,2021-11-24
MISSISSIPPI,14096,2021-11-23,2021-11-24
MISSOURI,24458,2021-11-23,2021-11-24
MONTANA,2411,2021-11-23,2021-11-24
NEBRASKA,5180,2021-11-23,2021-11-24
NEVADA,4410,2021-11-23,2021-11-24
NEW HAMPSHIRE,3078,2021-11-23,2021-11-24
NEW JERSEY,23723,2021-11-23,2021-11-24
NEW MEXICO,2487,2021-11-23,2021-11-24
NEW YORK,86853,2021-11-23,2021-11-24
NORTH CAROLINA,22758,2021-11-23,2021-11-24
NORTH DAKOTA,3440,2021-11-23,2021-11-24
NORTHERN MARIANA ISLANDS,46,2021-11-23,2021-11-24
OHIO,53415,2021-11-23,2021-11-24
OKLAHOMA,15727,2021-11-23,2021-11-24
OREGON,6025,2021-11-23,2021-11-24
PENNSYLVANIA,52424,2021-11-23,2021-11-24
RHODE ISLAND,2524,2021-11-23,2021-11-24
SOUTH CAROLINA,12298,2021-11-23,2021-11-24
SOUTH DAKOTA,2684,2021-11-23,2021-11-24
TENNESSEE,30145,2021-11-23,2021-11-24
TEXAS,106051,2021-11-23,2021-11-24
UTAH,2764,2021-11-23,2021-11-24
VERMONT,2562,2021-11-23,2021-11-24
VIRGIN ISLANDS,91,2021-11-23,2021-11-24
VIRGINIA,27023,2021-11-23,2021-11-24
WASHINGTON,11105,2021-11-23,2021-11-24
WEST VIRGINIA-PN,7923,2021-11-23,2021-11-24
WEST VIRGINIA-RN (Non-Participating),NA,2021-11-23,2021-11-24
WISCONSIN,14989,2021-11-23,2021-11-24
WYOMING,848,2021-11-23,2021-11-24
TOTALS,969046,2021-11-23,2021-11-24
