state,counts_lpn,updated_date,scrape_date
ALABAMA,17628,2022-12-26,2022-12-26
ALASKA,628,2022-12-26,2022-12-26
AMERICAN SAMOA,132,2022-12-26,2022-12-26
ARIZONA,11001,2022-12-26,2022-12-26
ARKANSAS,14055,2022-12-26,2022-12-26
CALIFORNIA-RN (Non-Participating),NA,2022-12-26,2022-12-26
CALIFORNIA-VN,107808,2022-12-26,2022-12-26
COLORADO,7543,2022-12-26,2022-12-26
CONNECTICUT,14438,2022-12-26,2022-12-26
DELAWARE,2897,2022-12-26,2022-12-26
DISTRICT OF COLUMBIA,2332,2022-12-26,2022-12-26
FLORIDA,66378,2022-12-26,2022-12-26
GEORGIA,30590,2022-12-26,2022-12-26
GUAM,225,2022-12-26,2022-12-26
HAWAII,1999,2022-12-26,2022-12-26
IDAHO,3278,2022-12-26,2022-12-26
ILLINOIS,27176,2022-12-26,2022-12-26
INDIANA,20457,2022-12-26,2022-12-26
IOWA,9132,2022-12-26,2022-12-26
KANSAS,9398,2022-12-26,2022-12-26
KENTUCKY,12649,2022-12-26,2022-12-26
LOUISIANA-PN,21868,2022-12-26,2022-12-26
LOUISIANA-RN (Non-Participating),NA,2022-12-26,2022-12-26
MAINE,1836,2022-12-26,2022-12-26
MARYLAND,11167,2022-12-26,2022-12-26
MASSACHUSETTS,21231,2022-12-26,2022-12-26
MICHIGAN (Non-Participating),NA,2022-12-26,2022-12-26
MINNESOTA,18800,2022-12-26,2022-12-26
MISSISSIPPI,13603,2022-12-26,2022-12-26
MISSOURI,22844,2022-12-26,2022-12-26
MONTANA,2409,2022-12-26,2022-12-26
NEBRASKA,5605,2022-12-26,2022-12-26
NEVADA,4631,2022-12-26,2022-12-26
NEW HAMPSHIRE,3096,2022-12-26,2022-12-26
NEW JERSEY,23778,2022-12-26,2022-12-26
NEW MEXICO,2406,2022-12-26,2022-12-26
NEW YORK,70845,2022-12-26,2022-12-26
NORTH CAROLINA,22985,2022-12-26,2022-12-26
NORTH DAKOTA,3323,2022-12-26,2022-12-26
NORTHERN MARIANA ISLANDS,59,2022-12-26,2022-12-26
OHIO,49911,2022-12-26,2022-12-26
OKLAHOMA,16773,2022-12-26,2022-12-26
OREGON,6159,2022-12-26,2022-12-26
PENNSYLVANIA,48988,2022-12-26,2022-12-26
RHODE ISLAND,2780,2022-12-26,2022-12-26
SOUTH CAROLINA,12174,2022-12-26,2022-12-26
SOUTH DAKOTA,2673,2022-12-26,2022-12-26
TENNESSEE,29937,2022-12-26,2022-12-26
TEXAS,104093,2022-12-26,2022-12-26
UTAH,2629,2022-12-26,2022-12-26
VERMONT,1845,2022-12-26,2022-12-26
VIRGIN ISLANDS,91,2022-12-26,2022-12-26
VIRGINIA,26738,2022-12-26,2022-12-26
WASHINGTON,11136,2022-12-26,2022-12-26
WEST VIRGINIA-PN,7943,2022-12-26,2022-12-26
WEST VIRGINIA-RN (Non-Participating),NA,2022-12-26,2022-12-26
WISCONSIN,16141,2022-12-26,2022-12-26
WYOMING,1004,2022-12-26,2022-12-26
TOTALS,951245,2022-12-26,2022-12-26
