state,counts_lpn,updated_date,scrape_date
ALABAMA,16954,2026-09-05,2026-09-07
ALASKA,976,2026-09-05,2026-09-07
AMERICAN SAMOA,72,2026-09-05,2026-09-07
ARIZONA,10776,2026-09-05,2026-09-07
ARKANSAS,13880,2026-09-05,2026-09-07
CALIFORNIA-RN (Non-Participating),NA,2026-09-05,2026-09-07
CALIFORNIA-VN,118195,2026-09-05,2026-09-07
COLORADO,8293,2026-09-05,2026-09-07
CONNECTICUT,12581,2026-09-05,2026-09-07
DELAWARE,3216,2026-09-05,2026-09-07
DISTRICT OF COLUMBIA,2208,2026-09-05,2026-09-07
FLORIDA,62831,2026-09-05,2026-09-07
GEORGIA,29529,2026-09-05,2026-09-07
GUAM,195,2026-09-05,2026-09-07
HAWAII,2043,2026-09-05,2026-09-07
IDAHO,3093,2026-09-05,2026-09-07
ILLINOIS,26999,2026-09-05,2026-09-07
INDIANA,22410,2026-09-05,2026-09-07
IOWA,9151,2026-09-05,2026-09-07
KANSAS,9233,2026-09-05,2026-09-07
KENTUCKY,12972,2026-09-05,2026-09-07
LOUISIANA-PN,22084,2026-09-05,2026-09-07
LOUISIANA-RN (Non-Participating),NA,2026-09-05,2026-09-07
MAINE,1542,2026-09-05,2026-09-07
MARYLAND,11380,2026-09-05,2026-09-07
MASSACHUSETTS,19947,2026-09-05,2026-09-07
MICHIGAN,20835,2026-09-05,2026-09-07
MINNESOTA,17162,2026-09-05,2026-09-07
MISSISSIPPI,13999,2026-09-05,2026-09-07
MISSOURI,21370,2026-09-05,2026-09-07
MONTANA,2168,2026-09-05,2026-09-07
NEBRASKA,5098,2026-09-05,2026-09-07
NEVADA,4811,2026-09-05,2026-09-07
NEW HAMPSHIRE,3083,2026-09-05,2026-09-07
NEW JERSEY,23709,2026-09-05,2026-09-07
NEW MEXICO,2548,2026-09-05,2026-09-07
NEW YORK,81121,2026-09-05,2026-09-07
NORTH CAROLINA,23112,2026-09-05,2026-09-07
NORTH DAKOTA,2705,2026-09-05,2026-09-07
NORTHERN MARIANA ISLANDS,48,2026-09-05,2026-09-07
OHIO,56980,2026-09-05,2026-09-07
OKLAHOMA,17339,2026-09-05,2026-09-07
OREGON,6937,2026-09-05,2026-09-07
PENNSYLVANIA,47055,2026-09-05,2026-09-07
RHODE ISLAND,2669,2026-09-05,2026-09-07
SOUTH CAROLINA,12304,2026-09-05,2026-09-07
SOUTH DAKOTA,2833,2026-09-05,2026-09-07
TENNESSEE,29152,2026-09-05,2026-09-07
TEXAS,100033,2026-09-05,2026-09-07
UTAH,2720,2026-09-05,2026-09-07
VERMONT,1363,2026-09-05,2026-09-07
VIRGIN ISLANDS,81,2026-09-05,2026-09-07
VIRGINIA,26135,2026-09-05,2026-09-07
WASHINGTON,10013,2026-09-05,2026-09-07
WEST VIRGINIA-PN,7096,2026-09-05,2026-09-07
WEST VIRGINIA-RN (Non-Participating),NA,2026-09-05,2026-09-07
WISCONSIN,12187,2026-09-05,2026-09-07
WYOMING,973,2026-09-05,2026-09-07
TOTALS,978199,2026-09-05,2026-09-07
