state,counts_rn,updated_date,scrape_date
ALABAMA,104925,2024-08-05,2024-08-05
ALASKA,23007,2024-08-05,2024-08-05
AMERICAN SAMOA,174,2024-08-05,2024-08-05
ARIZONA,112405,2024-08-05,2024-08-05
ARKANSAS,47848,2024-08-05,2024-08-05
CALIFORNIA-RN,522038,2024-08-05,2024-08-05
CALIFORNIA-VN (Non-Participating),NA,2024-08-05,2024-08-05
COLORADO,91383,2024-08-05,2024-08-05
CONNECTICUT,82272,2024-08-05,2024-08-05
DELAWARE,21065,2024-08-05,2024-08-05
DISTRICT OF COLUMBIA,47733,2024-08-05,2024-08-05
FLORIDA,383547,2024-08-05,2024-08-05
GEORGIA,144173,2024-08-05,2024-08-05
GUAM,1139,2024-08-05,2024-08-05
HAWAII,35949,2024-08-05,2024-08-05
IDAHO,28850,2024-08-05,2024-08-05
ILLINOIS,247146,2024-08-05,2024-08-05
INDIANA,129750,2024-08-05,2024-08-05
IOWA,58612,2024-08-05,2024-08-05
KANSAS,53478,2024-08-05,2024-08-05
KENTUCKY,77676,2024-08-05,2024-08-05
LOUISIANA-PN (Non-Participating),NA,2024-08-05,2024-08-05
LOUISIANA-RN,66732,2024-08-05,2024-08-05
MAINE,29005,2024-08-05,2024-08-05
MARYLAND,89811,2024-08-05,2024-08-05
MASSACHUSETTS,163939,2024-08-05,2024-08-05
MICHIGAN,177267,2024-08-05,2024-08-05
MINNESOTA,134854,2024-08-05,2024-08-05
MISSISSIPPI,54542,2024-08-05,2024-08-05
MISSOURI,123309,2024-08-05,2024-08-05
MONTANA,24100,2024-08-05,2024-08-05
NEBRASKA,34252,2024-08-05,2024-08-05
NEVADA,60192,2024-08-05,2024-08-05
NEW HAMPSHIRE,27252,2024-08-05,2024-08-05
NEW JERSEY,145159,2024-08-05,2024-08-05
NEW MEXICO,33730,2024-08-05,2024-08-05
NEW YORK,470299,2024-08-05,2024-08-05
NORTH CAROLINA,161835,2024-08-05,2024-08-05
NORTH DAKOTA,17644,2024-08-05,2024-08-05
NORTHERN MARIANA ISLANDS,4706,2024-08-05,2024-08-05
OHIO,230866,2024-08-05,2024-08-05
OKLAHOMA,53502,2024-08-05,2024-08-05
OREGON,85953,2024-08-05,2024-08-05
PENNSYLVANIA,243439,2024-08-05,2024-08-05
RHODE ISLAND,25169,2024-08-05,2024-08-05
SOUTH CAROLINA,81942,2024-08-05,2024-08-05
SOUTH DAKOTA,19955,2024-08-05,2024-08-05
TENNESSEE,117018,2024-08-05,2024-08-05
TEXAS,412700,2024-08-05,2024-08-05
UTAH,46635,2024-08-05,2024-08-05
VERMONT,12797,2024-08-05,2024-08-05
VIRGIN ISLANDS,1220,2024-08-05,2024-08-05
VIRGINIA,120319,2024-08-05,2024-08-05
WASHINGTON,110080,2024-08-05,2024-08-05
WEST VIRGINIA-PN (Non-Participating),NA,2024-08-05,2024-08-05
WEST VIRGINIA-RN,38181,2024-08-05,2024-08-05
WISCONSIN,112130,2024-08-05,2024-08-05
WYOMING,9382,2024-08-05,2024-08-05
TOTALS,5753086,2024-08-05,2024-08-05
