state,counts_all,updated_date,scrape_date
ALABAMA,106805,2025-09-03,2025-09-03
ALASKA,22071,2025-09-03,2025-09-03
AMERICAN SAMOA,201,2025-09-03,2025-09-03
ARIZONA,125537,2025-09-03,2025-09-03
ARKANSAS,62851,2025-09-03,2025-09-03
CALIFORNIA,694842,2025-09-03,2025-09-03
COLORADO,99728,2025-09-03,2025-09-03
CONNECTICUT,95459,2025-09-03,2025-09-03
DELAWARE,25812,2025-09-03,2025-09-03
DISTRICT OF COLUMBIA,50018,2025-09-03,2025-09-03
FLORIDA,441996,2025-09-03,2025-09-03
GEORGIA,175262,2025-09-03,2025-09-03
GUAM,1527,2025-09-03,2025-09-03
HAWAII,34568,2025-09-03,2025-09-03
IDAHO,30820,2025-09-03,2025-09-03
ILLINOIS,272883,2025-09-03,2025-09-03
INDIANA,158859,2025-09-03,2025-09-03
IOWA,67556,2025-09-03,2025-09-03
KANSAS,62888,2025-09-03,2025-09-03
KENTUCKY,92221,2025-09-03,2025-09-03
LOUISIANA,90195,2025-09-03,2025-09-03
MAINE,30613,2025-09-03,2025-09-03
MARYLAND,102486,2025-09-03,2025-09-03
MASSACHUSETTS,187713,2025-09-03,2025-09-03
MICHIGAN,201208,2025-09-03,2025-09-03
MINNESOTA,156635,2025-09-03,2025-09-03
MISSISSIPPI,68306,2025-09-03,2025-09-03
MISSOURI,140980,2025-09-03,2025-09-03
MONTANA,28380,2025-09-03,2025-09-03
NEBRASKA,38302,2025-09-03,2025-09-03
NEVADA,66999,2025-09-03,2025-09-03
NEW HAMPSHIRE,30929,2025-09-03,2025-09-03
NEW JERSEY,173485,2025-09-03,2025-09-03
NEW MEXICO,36856,2025-09-03,2025-09-03
NEW YORK,595338,2025-09-03,2025-09-03
NORTH CAROLINA,188142,2025-09-03,2025-09-03
NORTH DAKOTA,20555,2025-09-03,2025-09-03
NORTHERN MARIANA ISLANDS,4217,2025-09-03,2025-09-03
OHIO,292878,2025-09-03,2025-09-03
OKLAHOMA,72427,2025-09-03,2025-09-03
OREGON,97297,2025-09-03,2025-09-03
PENNSYLVANIA,291201,2025-09-03,2025-09-03
RHODE ISLAND,23939,2025-09-03,2025-09-03
SOUTH CAROLINA,101263,2025-09-03,2025-09-03
SOUTH DAKOTA,23044,2025-09-03,2025-09-03
TENNESSEE,147481,2025-09-03,2025-09-03
TEXAS,526213,2025-09-03,2025-09-03
UTAH,48391,2025-09-03,2025-09-03
VERMONT,13056,2025-09-03,2025-09-03
VIRGIN ISLANDS,1259,2025-09-03,2025-09-03
VIRGINIA,149423,2025-09-03,2025-09-03
WASHINGTON,119866,2025-09-03,2025-09-03
WEST VIRGINIA,42705,2025-09-03,2025-09-03
WISCONSIN,130891,2025-09-03,2025-09-03
WYOMING,9465,2025-09-03,2025-09-03
