state,counts_rn,updated_date,scrape_date
ALABAMA,94821,2022-04-12,2022-04-12
ALASKA,18881,2022-04-12,2022-04-12
AMERICAN SAMOA,166,2022-04-12,2022-04-12
ARIZONA,105314,2022-04-12,2022-04-12
ARKANSAS,45009,2022-04-12,2022-04-12
CALIFORNIA-RN,471712,2022-04-12,2022-04-12
CALIFORNIA-VN (Non-Participating),NA,2022-04-12,2022-04-12
COLORADO,83082,2022-04-12,2022-04-12
CONNECTICUT,83817,2022-04-12,2022-04-12
DELAWARE,19790,2022-04-12,2022-04-12
DISTRICT OF COLUMBIA,31136,2022-04-12,2022-04-12
FLORIDA,354463,2022-04-12,2022-04-12
GEORGIA,136354,2022-04-12,2022-04-12
GUAM,1639,2022-04-12,2022-04-12
HAWAII,28648,2022-04-12,2022-04-12
IDAHO,26662,2022-04-12,2022-04-12
ILLINOIS,224102,2022-04-12,2022-04-12
INDIANA,122257,2022-04-12,2022-04-12
IOWA,58952,2022-04-12,2022-04-12
KANSAS,53333,2022-04-12,2022-04-12
KENTUCKY,73691,2022-04-12,2022-04-12
LOUISIANA-PN (Non-Participating),NA,2022-04-12,2022-04-12
LOUISIANA-RN,63686,2022-04-12,2022-04-12
MAINE,28180,2022-04-12,2022-04-12
MARYLAND,86855,2022-04-12,2022-04-12
MASSACHUSETTS,157495,2022-04-12,2022-04-12
MICHIGAN (Non-Participating),NA,2022-04-12,2022-04-12
MINNESOTA,120647,2022-04-12,2022-04-12
MISSISSIPPI,51228,2022-04-12,2022-04-12
MISSOURI,117993,2022-04-12,2022-04-12
MONTANA,20019,2022-04-12,2022-04-12
NEBRASKA,31721,2022-04-12,2022-04-12
NEVADA,53739,2022-04-12,2022-04-12
NEW HAMPSHIRE,25886,2022-04-12,2022-04-12
NEW JERSEY,142209,2022-04-12,2022-04-12
NEW MEXICO,30524,2022-04-12,2022-04-12
NEW YORK,362870,2022-04-12,2022-04-12
NORTH CAROLINA,150035,2022-04-12,2022-04-12
NORTH DAKOTA,16274,2022-04-12,2022-04-12
NORTHERN MARIANA ISLANDS,3385,2022-04-12,2022-04-12
OHIO,226416,2022-04-12,2022-04-12
OKLAHOMA,51493,2022-04-12,2022-04-12
OREGON,74744,2022-04-12,2022-04-12
PENNSYLVANIA,237118,2022-04-12,2022-04-12
RHODE ISLAND,26069,2022-04-12,2022-04-12
SOUTH CAROLINA,78932,2022-04-12,2022-04-12
SOUTH DAKOTA,19382,2022-04-12,2022-04-12
TENNESSEE,110773,2022-04-12,2022-04-12
TEXAS,369453,2022-04-12,2022-04-12
UTAH,41436,2022-04-12,2022-04-12
VERMONT,20917,2022-04-12,2022-04-12
VIRGIN ISLANDS,1342,2022-04-12,2022-04-12
VIRGINIA,113159,2022-04-12,2022-04-12
WASHINGTON,120164,2022-04-12,2022-04-12
WEST VIRGINIA-PN (Non-Participating),NA,2022-04-12,2022-04-12
WEST VIRGINIA-RN,33982,2022-04-12,2022-04-12
WISCONSIN,113448,2022-04-12,2022-04-12
WYOMING,9093,2022-04-12,2022-04-12
TOTALS,5144496,2022-04-12,2022-04-12
